,CZ,HU,PL,UA,sum
2024-01-04 08:00:00+00:00,0.0,0.0,0.0,309.0,309.0
2024-01-04 09:00:00+00:00,0.0,282.0,0.0,473.0,755.0
2024-01-04 10:00:00+00:00,0.0,360.0,0.0,503.0,863.0
2024-01-04 11:00:00+00:00,0.0,140.0,0.0,411.0,551.0
2024-01-04 12:00:00+00:00,0.0,65.0,0.0,357.0,422.0
2024-01-04 13:00:00+00:00,122.0,0.0,0.0,44.0,166.0
2024-01-04 14:00:00+00:00,385.0,0.0,28.0,0.0,413.0
2024-01-04 15:00:00+00:00,5.0,0.0,32.0,0.0,37.0
2024-01-04 16:00:00+00:00,0.0,0.0,233.0,0.0,233.0
2024-01-04 17:00:00+00:00,0.0,0.0,290.0,0.0,290.0
2024-01-04 18:00:00+00:00,0.0,0.0,99.0,0.0,99.0
2024-01-04 19:00:00+00:00,0.0,0.0,75.0,0.0,75.0
2024-01-04 20:00:00+00:00,5.0,0.0,120.0,0.0,125.0
2024-01-04 21:00:00+00:00,0.0,0.0,31.0,58.0,89.0
2024-01-04 22:00:00+00:00,0.0,0.0,47.0,71.0,118.0
2024-01-04 23:00:00+00:00,0.0,0.0,134.0,58.0,192.0
2024-01-05 00:00:00+00:00,43.0,0.0,174.0,51.0,268.0
2024-01-05 01:00:00+00:00,0.0,0.0,207.0,55.0,262.0
2024-01-05 02:00:00+00:00,0.0,0.0,248.0,39.0,287.0
2024-01-05 03:00:00+00:00,74.0,0.0,213.0,11.0,298.0
2024-01-05 04:00:00+00:00,382.0,0.0,168.0,0.0,550.0
2024-01-05 05:00:00+00:00,614.0,0.0,201.0,0.0,815.0
2024-01-05 06:00:00+00:00,462.0,0.0,28.0,0.0,490.0
2024-01-05 07:00:00+00:00,53.0,0.0,0.0,189.0,242.0
2024-01-05 08:00:00+00:00,0.0,0.0,0.0,483.0,483.0
2024-01-05 09:00:00+00:00,0.0,60.0,0.0,596.0,656.0
2024-01-05 10:00:00+00:00,0.0,118.0,0.0,621.0,739.0
2024-01-05 11:00:00+00:00,0.0,0.0,0.0,440.0,440.0
2024-01-05 12:00:00+00:00,0.0,0.0,0.0,311.0,311.0
2024-01-05 13:00:00+00:00,173.0,0.0,0.0,85.0,258.0
2024-01-05 14:00:00+00:00,488.0,0.0,0.0,0.0,488.0
2024-01-05 15:00:00+00:00,399.0,0.0,0.0,0.0,399.0
2024-01-05 16:00:00+00:00,588.0,0.0,0.0,0.0,588.0
2024-01-05 17:00:00+00:00,571.0,0.0,0.0,0.0,571.0
2024-01-05 18:00:00+00:00,572.0,0.0,0.0,0.0,572.0
2024-01-05 19:00:00+00:00,461.0,0.0,0.0,0.0,461.0
2024-01-05 20:00:00+00:00,572.0,0.0,1.0,0.0,573.0
2024-01-05 21:00:00+00:00,457.0,0.0,0.0,0.0,457.0
2024-01-05 22:00:00+00:00,487.0,0.0,56.0,0.0,543.0
2024-01-05 23:00:00+00:00,144.0,0.0,0.0,11.0,155.0
2024-01-06 00:00:00+00:00,0.0,0.0,0.0,31.0,31.0
2024-01-06 01:00:00+00:00,0.0,0.0,0.0,110.0,110.0
2024-01-06 02:00:00+00:00,0.0,0.0,3.0,135.0,138.0
2024-01-06 03:00:00+00:00,0.0,0.0,0.0,203.0,203.0
2024-01-06 04:00:00+00:00,0.0,0.0,0.0,140.0,140.0
2024-01-06 05:00:00+00:00,0.0,0.0,0.0,245.0,245.0
2024-01-06 06:00:00+00:00,0.0,0.0,0.0,179.0,179.0
2024-01-06 07:00:00+00:00,0.0,0.0,0.0,150.0,150.0
2024-01-06 08:00:00+00:00,0.0,0.0,0.0,207.0,207.0
2024-01-06 09:00:00+00:00,0.0,0.0,13.0,206.0,219.0
2024-01-06 10:00:00+00:00,0.0,0.0,109.0,161.0,270.0
2024-01-06 11:00:00+00:00,0.0,0.0,9.0,189.0,198.0
2024-01-06 12:00:00+00:00,0.0,0.0,1.0,189.0,190.0
2024-01-06 13:00:00+00:00,0.0,0.0,0.0,204.0,204.0
2024-01-06 14:00:00+00:00,0.0,0.0,0.0,138.0,138.0
2024-01-06 15:00:00+00:00,4.0,0.0,1.0,103.0,108.0
2024-01-06 16:00:00+00:00,0.0,0.0,0.0,148.0,148.0
2024-01-06 17:00:00+00:00,0.0,0.0,0.0,189.0,189.0
2024-01-06 18:00:00+00:00,0.0,0.0,0.0,212.0,212.0
2024-01-06 19:00:00+00:00,0.0,0.0,0.0,249.0,249.0
2024-01-06 20:00:00+00:00,0.0,0.0,0.0,209.0,209.0
2024-01-06 21:00:00+00:00,0.0,0.0,0.0,271.0,271.0
2024-01-06 22:00:00+00:00,0.0,0.0,0.0,350.0,350.0
2024-01-06 23:00:00+00:00,0.0,0.0,0.0,292.0,292.0
2024-01-07 00:00:00+00:00,0.0,0.0,0.0,370.0,370.0
2024-01-07 01:00:00+00:00,0.0,1.0,0.0,436.0,437.0
2024-01-07 02:00:00+00:00,0.0,10.0,0.0,422.0,432.0
2024-01-07 03:00:00+00:00,0.0,0.0,0.0,399.0,399.0
2024-01-07 04:00:00+00:00,0.0,0.0,0.0,347.0,347.0
2024-01-07 05:00:00+00:00,0.0,0.0,0.0,332.0,332.0
2024-01-07 06:00:00+00:00,0.0,0.0,0.0,314.0,314.0
2024-01-07 07:00:00+00:00,0.0,0.0,0.0,271.0,271.0
2024-01-07 08:00:00+00:00,0.0,0.0,0.0,335.0,335.0
2024-01-07 09:00:00+00:00,0.0,0.0,0.0,347.0,347.0
2024-01-07 10:00:00+00:00,0.0,0.0,0.0,399.0,399.0
2024-01-07 11:00:00+00:00,0.0,0.0,0.0,408.0,408.0
2024-01-07 12:00:00+00:00,0.0,0.0,0.0,374.0,374.0
2024-01-07 13:00:00+00:00,0.0,0.0,0.0,250.0,250.0
2024-01-07 14:00:00+00:00,0.0,0.0,0.0,258.0,258.0
2024-01-07 15:00:00+00:00,0.0,21.0,0.0,311.0,332.0
2024-01-07 16:00:00+00:00,0.0,12.0,0.0,310.0,322.0
2024-01-07 17:00:00+00:00,0.0,2.0,0.0,317.0,319.0
2024-01-07 18:00:00+00:00,0.0,0.0,0.0,251.0,251.0
2024-01-07 19:00:00+00:00,0.0,0.0,0.0,274.0,274.0
2024-01-07 20:00:00+00:00,0.0,0.0,0.0,234.0,234.0
2024-01-07 21:00:00+00:00,0.0,0.0,0.0,219.0,219.0
2024-01-07 22:00:00+00:00,0.0,0.0,0.0,209.0,209.0
2024-01-07 23:00:00+00:00,0.0,0.0,0.0,328.0,328.0
2024-01-08 00:00:00+00:00,0.0,0.0,0.0,378.0,378.0
2024-01-08 01:00:00+00:00,0.0,151.0,0.0,487.0,638.0
2024-01-08 02:00:00+00:00,0.0,242.0,0.0,516.0,758.0
2024-01-08 03:00:00+00:00,0.0,100.0,0.0,443.0,543.0
2024-01-08 04:00:00+00:00,0.0,0.0,0.0,228.0,228.0
2024-01-08 05:00:00+00:00,0.0,0.0,0.0,149.0,149.0
2024-01-08 06:00:00+00:00,0.0,0.0,0.0,180.0,180.0
2024-01-08 07:00:00+00:00,114.0,0.0,0.0,102.0,216.0
2024-01-08 08:00:00+00:00,126.0,0.0,0.0,133.0,259.0
2024-01-08 09:00:00+00:00,70.0,0.0,0.0,144.0,214.0
2024-01-08 10:00:00+00:00,277.0,0.0,0.0,131.0,408.0
2024-01-08 11:00:00+00:00,207.0,0.0,0.0,138.0,345.0
2024-01-08 12:00:00+00:00,275.0,0.0,0.0,90.0,365.0
2024-01-08 13:00:00+00:00,377.0,0.0,0.0,88.0,465.0
2024-01-08 14:00:00+00:00,123.0,0.0,0.0,173.0,296.0
2024-01-08 15:00:00+00:00,292.0,0.0,0.0,46.0,338.0
2024-01-08 16:00:00+00:00,200.0,0.0,0.0,2.0,202.0
2024-01-08 17:00:00+00:00,155.0,0.0,0.0,106.0,261.0
2024-01-08 18:00:00+00:00,5.0,0.0,0.0,231.0,236.0
2024-01-08 19:00:00+00:00,0.0,0.0,0.0,366.0,366.0
2024-01-08 20:00:00+00:00,0.0,0.0,0.0,252.0,252.0
2024-01-08 21:00:00+00:00,0.0,0.0,0.0,178.0,178.0
2024-01-08 22:00:00+00:00,0.0,0.0,0.0,202.0,202.0
2024-01-08 23:00:00+00:00,0.0,0.0,0.0,223.0,223.0
2024-01-09 00:00:00+00:00,0.0,0.0,0.0,268.0,268.0
2024-01-09 01:00:00+00:00,0.0,0.0,0.0,189.0,189.0
2024-01-09 02:00:00+00:00,0.0,0.0,0.0,238.0,238.0
2024-01-09 03:00:00+00:00,0.0,0.0,0.0,199.0,199.0
2024-01-09 04:00:00+00:00,179.0,0.0,0.0,114.0,293.0
2024-01-09 05:00:00+00:00,272.0,0.0,0.0,129.0,401.0
2024-01-09 06:00:00+00:00,236.0,0.0,0.0,177.0,413.0
2024-01-09 07:00:00+00:00,221.0,0.0,42.0,105.0,368.0
2024-01-09 08:00:00+00:00,223.0,0.0,124.0,94.0,441.0
2024-01-09 09:00:00+00:00,212.0,0.0,258.0,39.0,509.0
2024-01-09 10:00:00+00:00,504.0,0.0,305.0,4.0,813.0
2024-01-09 11:00:00+00:00,640.0,0.0,283.0,0.0,923.0
2024-01-09 12:00:00+00:00,577.0,0.0,107.0,21.0,705.0
2024-01-09 13:00:00+00:00,593.0,0.0,122.0,13.0,728.0
2024-01-09 14:00:00+00:00,500.0,0.0,77.0,4.0,581.0
2024-01-09 15:00:00+00:00,646.0,0.0,0.0,62.0,708.0
2024-01-09 16:00:00+00:00,244.0,0.0,0.0,53.0,297.0
2024-01-09 17:00:00+00:00,173.0,0.0,34.0,29.0,236.0
2024-01-09 18:00:00+00:00,328.0,0.0,9.0,87.0,424.0
2024-01-09 19:00:00+00:00,400.0,0.0,2.0,85.0,487.0
2024-01-09 20:00:00+00:00,374.0,0.0,51.0,72.0,497.0
2024-01-09 21:00:00+00:00,163.0,0.0,73.0,84.0,320.0
2024-01-09 22:00:00+00:00,68.0,0.0,135.0,70.0,273.0
2024-01-09 23:00:00+00:00,216.0,0.0,208.0,11.0,435.0
2024-01-10 00:00:00+00:00,371.0,0.0,213.0,4.0,588.0
2024-01-10 01:00:00+00:00,512.0,0.0,284.0,9.0,805.0
2024-01-10 02:00:00+00:00,567.0,0.0,328.0,0.0,895.0
2024-01-10 03:00:00+00:00,797.0,0.0,386.0,0.0,1183.0
2024-01-10 04:00:00+00:00,1161.0,0.0,505.0,0.0,1666.0
2024-01-10 05:00:00+00:00,1168.0,0.0,388.0,0.0,1556.0
2024-01-10 06:00:00+00:00,1054.0,0.0,329.0,0.0,1383.0
2024-01-10 07:00:00+00:00,760.0,0.0,116.0,3.0,879.0
2024-01-10 08:00:00+00:00,122.0,0.0,0.0,251.0,373.0
2024-01-10 09:00:00+00:00,0.0,0.0,0.0,304.0,304.0
2024-01-10 10:00:00+00:00,0.0,0.0,0.0,300.0,300.0
2024-01-10 11:00:00+00:00,0.0,0.0,0.0,264.0,264.0
2024-01-10 12:00:00+00:00,32.0,0.0,0.0,210.0,242.0
2024-01-10 13:00:00+00:00,249.0,0.0,0.0,47.0,296.0
2024-01-10 14:00:00+00:00,680.0,0.0,0.0,0.0,680.0
2024-01-10 15:00:00+00:00,1299.0,0.0,245.0,0.0,1544.0
2024-01-10 16:00:00+00:00,814.0,0.0,239.0,0.0,1053.0
2024-01-10 17:00:00+00:00,852.0,0.0,364.0,0.0,1216.0
2024-01-10 18:00:00+00:00,869.0,0.0,313.0,0.0,1182.0
2024-01-10 19:00:00+00:00,1030.0,0.0,311.0,0.0,1341.0
2024-01-10 20:00:00+00:00,964.0,0.0,367.0,0.0,1331.0
2024-01-10 21:00:00+00:00,1143.0,0.0,464.0,0.0,1607.0
2024-01-10 22:00:00+00:00,1191.0,0.0,597.0,0.0,1788.0
2024-01-10 23:00:00+00:00,943.0,0.0,738.0,0.0,1681.0
2024-01-11 00:00:00+00:00,723.0,0.0,794.0,0.0,1517.0
2024-01-11 01:00:00+00:00,849.0,0.0,767.0,0.0,1616.0
2024-01-11 02:00:00+00:00,901.0,0.0,779.0,0.0,1680.0
2024-01-11 03:00:00+00:00,1285.0,0.0,901.0,0.0,2186.0
2024-01-11 04:00:00+00:00,1587.0,0.0,968.0,0.0,2555.0
2024-01-11 05:00:00+00:00,1897.0,0.0,868.0,0.0,2765.0
2024-01-11 06:00:00+00:00,1764.0,0.0,894.0,0.0,2658.0
2024-01-11 07:00:00+00:00,1605.0,0.0,879.0,0.0,2484.0
2024-01-11 08:00:00+00:00,890.0,0.0,611.0,0.0,1501.0
2024-01-11 09:00:00+00:00,339.0,0.0,325.0,0.0,664.0
2024-01-11 10:00:00+00:00,225.0,0.0,102.0,47.0,374.0
2024-01-11 11:00:00+00:00,273.0,0.0,18.0,74.0,365.0
2024-01-11 12:00:00+00:00,404.0,0.0,3.0,44.0,451.0
2024-01-11 13:00:00+00:00,794.0,0.0,32.0,0.0,826.0
2024-01-11 14:00:00+00:00,1106.0,0.0,232.0,0.0,1338.0
2024-01-11 15:00:00+00:00,1420.0,0.0,468.0,0.0,1888.0
2024-01-11 16:00:00+00:00,1468.0,0.0,458.0,0.0,1926.0
2024-01-11 17:00:00+00:00,1369.0,0.0,322.0,0.0,1691.0
2024-01-11 18:00:00+00:00,1345.0,0.0,329.0,0.0,1674.0
2024-01-11 19:00:00+00:00,1329.0,0.0,345.0,0.0,1674.0
2024-01-11 20:00:00+00:00,1138.0,0.0,306.0,0.0,1444.0
2024-01-11 21:00:00+00:00,1015.0,0.0,231.0,0.0,1246.0
2024-01-11 22:00:00+00:00,904.0,0.0,339.0,0.0,1243.0
2024-01-11 23:00:00+00:00,738.0,0.0,135.0,0.0,873.0
2024-01-12 00:00:00+00:00,699.0,0.0,174.0,0.0,873.0
2024-01-12 01:00:00+00:00,803.0,0.0,236.0,0.0,1039.0
2024-01-12 02:00:00+00:00,707.0,0.0,185.0,0.0,892.0
2024-01-12 03:00:00+00:00,960.0,0.0,237.0,0.0,1197.0
2024-01-12 04:00:00+00:00,1302.0,0.0,206.0,0.0,1508.0
2024-01-12 05:00:00+00:00,1487.0,0.0,245.0,0.0,1732.0
2024-01-12 06:00:00+00:00,1400.0,0.0,259.0,0.0,1659.0
2024-01-12 07:00:00+00:00,1023.0,0.0,232.0,0.0,1255.0
2024-01-12 08:00:00+00:00,265.0,0.0,43.0,42.0,350.0
2024-01-12 09:00:00+00:00,0.0,0.0,0.0,236.0,236.0
2024-01-12 10:00:00+00:00,0.0,0.0,0.0,296.0,296.0
2024-01-12 11:00:00+00:00,0.0,0.0,0.0,293.0,293.0
2024-01-12 12:00:00+00:00,97.0,0.0,0.0,202.0,299.0
2024-01-12 13:00:00+00:00,551.0,0.0,18.0,18.0,587.0
2024-01-12 14:00:00+00:00,1122.0,0.0,176.0,0.0,1298.0
2024-01-12 15:00:00+00:00,1494.0,0.0,421.0,0.0,1915.0
2024-01-12 16:00:00+00:00,1400.0,0.0,638.0,0.0,2038.0
2024-01-12 17:00:00+00:00,1402.0,0.0,712.0,0.0,2114.0
2024-01-12 18:00:00+00:00,1474.0,0.0,676.0,0.0,2150.0
2024-01-12 19:00:00+00:00,1441.0,0.0,575.0,0.0,2016.0
2024-01-12 20:00:00+00:00,1426.0,0.0,716.0,0.0,2142.0
2024-01-12 21:00:00+00:00,1457.0,0.0,802.0,0.0,2259.0
2024-01-12 22:00:00+00:00,1498.0,0.0,935.0,0.0,2433.0
2024-01-12 23:00:00+00:00,1525.0,0.0,1009.0,0.0,2534.0
2024-01-13 00:00:00+00:00,1521.0,0.0,1014.0,0.0,2535.0
2024-01-13 01:00:00+00:00,1396.0,0.0,849.0,0.0,2245.0
2024-01-13 02:00:00+00:00,1421.0,0.0,890.0,0.0,2311.0
2024-01-13 03:00:00+00:00,1615.0,0.0,892.0,0.0,2507.0
2024-01-13 04:00:00+00:00,1630.0,0.0,907.0,0.0,2537.0
2024-01-13 05:00:00+00:00,1720.0,0.0,747.0,0.0,2467.0
2024-01-13 06:00:00+00:00,1804.0,0.0,766.0,0.0,2570.0
2024-01-13 07:00:00+00:00,1727.0,0.0,690.0,0.0,2417.0
2024-01-13 08:00:00+00:00,1136.0,0.0,458.0,0.0,1594.0
2024-01-13 09:00:00+00:00,837.0,0.0,269.0,0.0,1106.0
2024-01-13 10:00:00+00:00,905.0,0.0,331.0,0.0,1236.0
2024-01-13 11:00:00+00:00,1091.0,0.0,515.0,0.0,1606.0
2024-01-13 12:00:00+00:00,1569.0,0.0,664.0,0.0,2233.0
2024-01-13 13:00:00+00:00,1907.0,0.0,829.0,0.0,2736.0
2024-01-13 14:00:00+00:00,2195.0,0.0,967.0,0.0,3162.0
2024-01-13 15:00:00+00:00,2283.0,0.0,988.0,0.0,3271.0
2024-01-13 16:00:00+00:00,2209.0,0.0,1009.0,0.0,3218.0
2024-01-13 17:00:00+00:00,2303.0,0.0,1120.0,0.0,3423.0
2024-01-13 18:00:00+00:00,2270.0,0.0,1092.0,0.0,3362.0
2024-01-13 19:00:00+00:00,2292.0,0.0,1071.0,0.0,3363.0
2024-01-13 20:00:00+00:00,2342.0,0.0,1188.0,0.0,3530.0
2024-01-13 21:00:00+00:00,2145.0,0.0,1101.0,0.0,3246.0
2024-01-13 22:00:00+00:00,2058.0,0.0,1152.0,0.0,3210.0
2024-01-13 23:00:00+00:00,1651.0,0.0,1137.0,0.0,2788.0
2024-01-14 00:00:00+00:00,1606.0,0.0,1219.0,0.0,2825.0
2024-01-14 01:00:00+00:00,1548.0,0.0,1233.0,0.0,2781.0
2024-01-14 02:00:00+00:00,1468.0,0.0,1155.0,0.0,2623.0
2024-01-14 03:00:00+00:00,1444.0,0.0,1112.0,0.0,2556.0
2024-01-14 04:00:00+00:00,1617.0,0.0,1112.0,0.0,2729.0
2024-01-14 05:00:00+00:00,1479.0,0.0,929.0,0.0,2408.0
2024-01-14 06:00:00+00:00,1366.0,0.0,949.0,0.0,2315.0
2024-01-14 07:00:00+00:00,1117.0,0.0,830.0,0.0,1947.0
2024-01-14 08:00:00+00:00,747.0,0.0,723.0,0.0,1470.0
2024-01-14 09:00:00+00:00,348.0,0.0,568.0,0.0,916.0
2024-01-14 10:00:00+00:00,159.0,0.0,500.0,39.0,698.0
2024-01-14 11:00:00+00:00,184.0,0.0,403.0,5.0,592.0
2024-01-14 12:00:00+00:00,622.0,0.0,440.0,0.0,1062.0
2024-01-14 13:00:00+00:00,1404.0,0.0,782.0,0.0,2186.0
2024-01-14 14:00:00+00:00,1821.0,0.0,1001.0,0.0,2822.0
2024-01-14 15:00:00+00:00,2210.0,0.0,1218.0,0.0,3428.0
2024-01-14 16:00:00+00:00,2085.0,0.0,1178.0,0.0,3263.0
2024-01-14 17:00:00+00:00,1962.0,0.0,1220.0,0.0,3182.0
2024-01-14 18:00:00+00:00,2240.0,0.0,1205.0,0.0,3445.0
2024-01-14 19:00:00+00:00,2173.0,0.0,1177.0,0.0,3350.0
2024-01-14 20:00:00+00:00,2001.0,0.0,1123.0,0.0,3124.0
2024-01-14 21:00:00+00:00,1752.0,0.0,1048.0,0.0,2800.0
2024-01-14 22:00:00+00:00,1780.0,0.0,1068.0,0.0,2848.0
2024-01-14 23:00:00+00:00,1708.0,0.0,944.0,0.0,2652.0
2024-01-15 00:00:00+00:00,1726.0,0.0,961.0,0.0,2687.0
2024-01-15 01:00:00+00:00,1650.0,0.0,935.0,0.0,2585.0
2024-01-15 02:00:00+00:00,1576.0,0.0,908.0,0.0,2484.0
2024-01-15 03:00:00+00:00,1693.0,0.0,855.0,0.0,2548.0
2024-01-15 04:00:00+00:00,2131.0,0.0,956.0,0.0,3087.0
2024-01-15 05:00:00+00:00,2063.0,0.0,989.0,0.0,3052.0
2024-01-15 06:00:00+00:00,1777.0,0.0,866.0,0.0,2643.0
2024-01-15 07:00:00+00:00,1521.0,0.0,720.0,0.0,2241.0
2024-01-15 08:00:00+00:00,1262.0,0.0,620.0,0.0,1882.0
2024-01-15 09:00:00+00:00,1122.0,0.0,599.0,0.0,1721.0
2024-01-15 10:00:00+00:00,1146.0,0.0,613.0,0.0,1759.0
2024-01-15 11:00:00+00:00,1458.0,0.0,807.0,0.0,2265.0
2024-01-15 12:00:00+00:00,1502.0,0.0,720.0,0.0,2222.0
2024-01-15 13:00:00+00:00,1784.0,0.0,892.0,0.0,2676.0
2024-01-15 14:00:00+00:00,1892.0,0.0,779.0,0.0,2671.0
2024-01-15 15:00:00+00:00,1889.0,0.0,741.0,0.0,2630.0
2024-01-15 16:00:00+00:00,1659.0,0.0,647.0,0.0,2306.0
2024-01-15 17:00:00+00:00,1523.0,0.0,698.0,0.0,2221.0
2024-01-15 18:00:00+00:00,1373.0,0.0,605.0,0.0,1978.0
2024-01-15 19:00:00+00:00,1197.0,0.0,583.0,0.0,1780.0
2024-01-15 20:00:00+00:00,1097.0,0.0,725.0,0.0,1822.0
2024-01-15 21:00:00+00:00,1156.0,0.0,916.0,0.0,2072.0
2024-01-15 22:00:00+00:00,1056.0,0.0,942.0,0.0,1998.0
2024-01-15 23:00:00+00:00,703.0,0.0,693.0,0.0,1396.0
2024-01-16 00:00:00+00:00,688.0,0.0,733.0,0.0,1421.0
2024-01-16 01:00:00+00:00,746.0,0.0,672.0,0.0,1418.0
2024-01-16 02:00:00+00:00,583.0,0.0,471.0,0.0,1054.0
2024-01-16 03:00:00+00:00,858.0,0.0,436.0,0.0,1294.0
2024-01-16 04:00:00+00:00,1202.0,0.0,376.0,0.0,1578.0
2024-01-16 05:00:00+00:00,1142.0,0.0,279.0,0.0,1421.0
2024-01-16 06:00:00+00:00,927.0,0.0,108.0,0.0,1035.0
2024-01-16 07:00:00+00:00,590.0,0.0,103.0,0.0,693.0
2024-01-16 08:00:00+00:00,161.0,0.0,2.0,49.0,212.0
