,EE,LT,RU,sum
2022-03-12 04:00:00+00:00,567.0,23.0,19.0,609.0
2022-03-12 05:00:00+00:00,608.0,0.0,29.0,637.0
2022-03-12 06:00:00+00:00,581.0,0.0,22.0,603.0
2022-03-12 07:00:00+00:00,544.0,0.0,16.0,560.0
2022-03-12 08:00:00+00:00,562.0,0.0,19.0,581.0
2022-03-12 09:00:00+00:00,614.0,0.0,35.0,649.0
2022-03-12 10:00:00+00:00,617.0,0.0,39.0,656.0
2022-03-12 11:00:00+00:00,619.0,0.0,41.0,660.0
2022-03-12 12:00:00+00:00,591.0,0.0,35.0,626.0
2022-03-12 13:00:00+00:00,591.0,0.0,36.0,627.0
2022-03-12 14:00:00+00:00,507.0,0.0,25.0,532.0
2022-03-12 15:00:00+00:00,480.0,0.0,18.0,498.0
2022-03-12 16:00:00+00:00,459.0,0.0,3.0,462.0
2022-03-12 17:00:00+00:00,422.0,0.0,0.0,422.0
2022-03-12 18:00:00+00:00,449.0,0.0,0.0,449.0
2022-03-12 19:00:00+00:00,474.0,0.0,12.0,486.0
2022-03-12 20:00:00+00:00,435.0,0.0,69.0,504.0
2022-03-12 21:00:00+00:00,524.0,0.0,95.0,619.0
2022-03-12 22:00:00+00:00,502.0,0.0,80.0,582.0
2022-03-12 23:00:00+00:00,542.0,0.0,86.0,628.0
2022-03-13 00:00:00+00:00,551.0,0.0,88.0,639.0
2022-03-13 01:00:00+00:00,551.0,0.0,89.0,640.0
2022-03-13 02:00:00+00:00,571.0,0.0,97.0,668.0
2022-03-13 03:00:00+00:00,558.0,0.0,95.0,653.0
2022-03-13 04:00:00+00:00,543.0,0.0,88.0,631.0
2022-03-13 05:00:00+00:00,567.0,0.0,101.0,668.0
2022-03-13 06:00:00+00:00,571.0,0.0,103.0,674.0
2022-03-13 07:00:00+00:00,552.0,0.0,98.0,650.0
2022-03-13 08:00:00+00:00,559.0,0.0,96.0,655.0
2022-03-13 09:00:00+00:00,574.0,0.0,97.0,671.0
2022-03-13 10:00:00+00:00,580.0,0.0,104.0,684.0
2022-03-13 11:00:00+00:00,590.0,0.0,108.0,698.0
2022-03-13 12:00:00+00:00,555.0,0.0,95.0,650.0
2022-03-13 13:00:00+00:00,520.0,0.0,94.0,614.0
2022-03-13 14:00:00+00:00,466.0,0.0,82.0,548.0
2022-03-13 15:00:00+00:00,439.0,0.0,82.0,521.0
2022-03-13 16:00:00+00:00,447.0,0.0,77.0,524.0
2022-03-13 17:00:00+00:00,471.0,0.0,86.0,557.0
2022-03-13 18:00:00+00:00,466.0,0.0,82.0,548.0
2022-03-13 19:00:00+00:00,462.0,0.0,85.0,547.0
2022-03-13 20:00:00+00:00,419.0,0.0,75.0,494.0
2022-03-13 21:00:00+00:00,469.0,0.0,80.0,549.0
2022-03-13 22:00:00+00:00,481.0,28.0,66.0,575.0
2022-03-13 23:00:00+00:00,482.0,3.0,68.0,553.0
2022-03-14 00:00:00+00:00,512.0,0.0,82.0,594.0
2022-03-14 01:00:00+00:00,532.0,0.0,88.0,620.0
2022-03-14 02:00:00+00:00,548.0,0.0,92.0,640.0
2022-03-14 03:00:00+00:00,634.0,0.0,120.0,754.0
2022-03-14 04:00:00+00:00,717.0,0.0,141.0,858.0
2022-03-14 05:00:00+00:00,711.0,0.0,83.0,794.0
2022-03-14 06:00:00+00:00,740.0,0.0,47.0,787.0
2022-03-14 07:00:00+00:00,756.0,0.0,53.0,809.0
2022-03-14 08:00:00+00:00,791.0,0.0,57.0,848.0
2022-03-14 09:00:00+00:00,808.0,0.0,56.0,864.0
2022-03-14 10:00:00+00:00,775.0,0.0,54.0,829.0
2022-03-14 11:00:00+00:00,761.0,0.0,56.0,817.0
2022-03-14 12:00:00+00:00,737.0,0.0,54.0,791.0
2022-03-14 13:00:00+00:00,688.0,0.0,49.0,737.0
2022-03-14 14:00:00+00:00,696.0,0.0,52.0,748.0
2022-03-14 15:00:00+00:00,713.0,0.0,50.0,763.0
2022-03-14 16:00:00+00:00,720.0,0.0,46.0,766.0
2022-03-14 17:00:00+00:00,705.0,0.0,40.0,745.0
2022-03-14 18:00:00+00:00,698.0,0.0,49.0,747.0
2022-03-14 19:00:00+00:00,667.0,0.0,47.0,714.0
2022-03-14 20:00:00+00:00,662.0,0.0,54.0,716.0
2022-03-14 21:00:00+00:00,721.0,0.0,59.0,780.0
2022-03-14 22:00:00+00:00,723.0,0.0,63.0,786.0
2022-03-14 23:00:00+00:00,716.0,0.0,55.0,771.0
2022-03-15 00:00:00+00:00,709.0,0.0,54.0,763.0
2022-03-15 01:00:00+00:00,722.0,0.0,57.0,779.0
2022-03-15 02:00:00+00:00,721.0,0.0,56.0,777.0
2022-03-15 03:00:00+00:00,715.0,0.0,45.0,760.0
2022-03-15 04:00:00+00:00,739.0,0.0,50.0,789.0
2022-03-15 05:00:00+00:00,742.0,0.0,48.0,790.0
2022-03-15 06:00:00+00:00,726.0,0.0,50.0,776.0
2022-03-15 07:00:00+00:00,740.0,0.0,53.0,793.0
2022-03-15 08:00:00+00:00,742.0,0.0,52.0,794.0
2022-03-15 09:00:00+00:00,732.0,0.0,49.0,781.0
2022-03-15 10:00:00+00:00,690.0,0.0,59.0,749.0
2022-03-15 11:00:00+00:00,669.0,0.0,56.0,725.0
2022-03-15 12:00:00+00:00,670.0,0.0,55.0,725.0
2022-03-15 13:00:00+00:00,666.0,0.0,57.0,723.0
2022-03-15 14:00:00+00:00,676.0,0.0,54.0,730.0
2022-03-15 15:00:00+00:00,669.0,0.0,44.0,713.0
2022-03-15 16:00:00+00:00,635.0,0.0,32.0,667.0
2022-03-15 17:00:00+00:00,627.0,0.0,30.0,657.0
2022-03-15 18:00:00+00:00,646.0,0.0,35.0,681.0
2022-03-15 19:00:00+00:00,616.0,0.0,30.0,646.0
2022-03-15 20:00:00+00:00,641.0,0.0,49.0,690.0
2022-03-15 21:00:00+00:00,670.0,0.0,50.0,720.0
2022-03-15 22:00:00+00:00,678.0,0.0,46.0,724.0
2022-03-15 23:00:00+00:00,700.0,0.0,53.0,753.0
2022-03-16 00:00:00+00:00,703.0,0.0,51.0,754.0
2022-03-16 01:00:00+00:00,712.0,0.0,52.0,764.0
2022-03-16 02:00:00+00:00,709.0,0.0,50.0,759.0
2022-03-16 03:00:00+00:00,736.0,0.0,51.0,787.0
2022-03-16 04:00:00+00:00,736.0,0.0,47.0,783.0
2022-03-16 05:00:00+00:00,694.0,0.0,37.0,731.0
2022-03-16 06:00:00+00:00,671.0,0.0,40.0,711.0
2022-03-16 07:00:00+00:00,683.0,0.0,46.0,729.0
2022-03-16 08:00:00+00:00,672.0,0.0,50.0,722.0
2022-03-16 09:00:00+00:00,679.0,0.0,58.0,737.0
2022-03-16 10:00:00+00:00,707.0,0.0,65.0,772.0
2022-03-16 11:00:00+00:00,741.0,0.0,54.0,795.0
2022-03-16 12:00:00+00:00,756.0,0.0,60.0,816.0
2022-03-16 13:00:00+00:00,734.0,0.0,58.0,792.0
2022-03-16 14:00:00+00:00,741.0,0.0,60.0,801.0
2022-03-16 15:00:00+00:00,692.0,0.0,47.0,739.0
2022-03-16 16:00:00+00:00,669.0,0.0,27.0,696.0
2022-03-16 17:00:00+00:00,648.0,0.0,18.0,666.0
2022-03-16 18:00:00+00:00,663.0,0.0,23.0,686.0
2022-03-16 19:00:00+00:00,669.0,0.0,26.0,695.0
2022-03-16 20:00:00+00:00,673.0,0.0,40.0,713.0
2022-03-16 21:00:00+00:00,691.0,0.0,44.0,735.0
2022-03-16 22:00:00+00:00,690.0,0.0,45.0,735.0
2022-03-16 23:00:00+00:00,683.0,0.0,44.0,727.0
2022-03-17 00:00:00+00:00,687.0,0.0,47.0,734.0
2022-03-17 01:00:00+00:00,665.0,0.0,41.0,706.0
2022-03-17 02:00:00+00:00,693.0,0.0,47.0,740.0
2022-03-17 03:00:00+00:00,670.0,0.0,30.0,700.0
2022-03-17 04:00:00+00:00,676.0,0.0,26.0,702.0
2022-03-17 05:00:00+00:00,695.0,0.0,25.0,720.0
2022-03-17 06:00:00+00:00,727.0,0.0,35.0,762.0
2022-03-17 07:00:00+00:00,768.0,0.0,44.0,812.0
2022-03-17 08:00:00+00:00,784.0,0.0,50.0,834.0
2022-03-17 09:00:00+00:00,792.0,0.0,54.0,846.0
2022-03-17 10:00:00+00:00,823.0,0.0,59.0,882.0
2022-03-17 11:00:00+00:00,813.0,0.0,60.0,873.0
2022-03-17 12:00:00+00:00,789.0,0.0,54.0,843.0
2022-03-17 13:00:00+00:00,782.0,0.0,54.0,836.0
2022-03-17 14:00:00+00:00,741.0,0.0,47.0,788.0
2022-03-17 15:00:00+00:00,671.0,0.0,31.0,702.0
2022-03-17 16:00:00+00:00,636.0,0.0,19.0,655.0
2022-03-17 17:00:00+00:00,629.0,0.0,17.0,646.0
2022-03-17 18:00:00+00:00,674.0,0.0,31.0,705.0
2022-03-17 19:00:00+00:00,704.0,0.0,39.0,743.0
2022-03-17 20:00:00+00:00,694.0,0.0,38.0,732.0
2022-03-17 21:00:00+00:00,688.0,0.0,38.0,726.0
2022-03-17 22:00:00+00:00,681.0,0.0,43.0,724.0
2022-03-17 23:00:00+00:00,759.0,0.0,59.0,818.0
2022-03-18 00:00:00+00:00,750.0,0.0,55.0,805.0
2022-03-18 01:00:00+00:00,753.0,0.0,55.0,808.0
2022-03-18 02:00:00+00:00,731.0,0.0,47.0,778.0
2022-03-18 03:00:00+00:00,763.0,0.0,51.0,814.0
2022-03-18 04:00:00+00:00,780.0,0.0,51.0,831.0
2022-03-18 05:00:00+00:00,770.0,0.0,50.0,820.0
2022-03-18 06:00:00+00:00,765.0,0.0,52.0,817.0
2022-03-18 07:00:00+00:00,773.0,0.0,54.0,827.0
2022-03-18 08:00:00+00:00,805.0,0.0,61.0,866.0
2022-03-18 09:00:00+00:00,794.0,0.0,63.0,857.0
2022-03-18 10:00:00+00:00,804.0,0.0,67.0,871.0
2022-03-18 11:00:00+00:00,769.0,0.0,58.0,827.0
2022-03-18 12:00:00+00:00,778.0,0.0,59.0,837.0
2022-03-18 13:00:00+00:00,730.0,0.0,47.0,777.0
2022-03-18 14:00:00+00:00,687.0,0.0,44.0,731.0
2022-03-18 15:00:00+00:00,651.0,0.0,113.0,764.0
2022-03-18 16:00:00+00:00,652.0,0.0,85.0,737.0
2022-03-18 17:00:00+00:00,673.0,0.0,27.0,700.0
2022-03-18 18:00:00+00:00,648.0,0.0,24.0,672.0
2022-03-18 19:00:00+00:00,656.0,0.0,29.0,685.0
2022-03-18 20:00:00+00:00,659.0,0.0,32.0,691.0
2022-03-18 21:00:00+00:00,673.0,0.0,34.0,707.0
2022-03-18 22:00:00+00:00,661.0,0.0,32.0,693.0
2022-03-18 23:00:00+00:00,585.0,0.0,20.0,605.0
2022-03-19 00:00:00+00:00,593.0,0.0,24.0,617.0
2022-03-19 01:00:00+00:00,595.0,0.0,24.0,619.0
2022-03-19 02:00:00+00:00,616.0,0.0,29.0,645.0
2022-03-19 03:00:00+00:00,613.0,0.0,26.0,639.0
2022-03-19 04:00:00+00:00,585.0,0.0,6.0,591.0
2022-03-19 05:00:00+00:00,612.0,0.0,20.0,632.0
2022-03-19 06:00:00+00:00,548.0,0.0,17.0,565.0
2022-03-19 07:00:00+00:00,543.0,0.0,17.0,560.0
2022-03-19 08:00:00+00:00,537.0,0.0,22.0,559.0
2022-03-19 09:00:00+00:00,579.0,0.0,25.0,604.0
2022-03-19 10:00:00+00:00,579.0,0.0,26.0,605.0
2022-03-19 11:00:00+00:00,570.0,0.0,21.0,591.0
2022-03-19 12:00:00+00:00,562.0,0.0,20.0,582.0
2022-03-19 13:00:00+00:00,616.0,0.0,28.0,644.0
2022-03-19 14:00:00+00:00,653.0,0.0,25.0,678.0
2022-03-19 15:00:00+00:00,653.0,0.0,18.0,671.0
2022-03-19 16:00:00+00:00,638.0,0.0,8.0,646.0
2022-03-19 17:00:00+00:00,599.0,7.0,0.0,606.0
2022-03-19 18:00:00+00:00,603.0,0.0,0.0,603.0
2022-03-19 19:00:00+00:00,597.0,0.0,0.0,597.0
2022-03-19 20:00:00+00:00,565.0,0.0,0.0,565.0
2022-03-19 21:00:00+00:00,604.0,0.0,2.0,606.0
2022-03-19 22:00:00+00:00,622.0,0.0,16.0,638.0
2022-03-19 23:00:00+00:00,604.0,0.0,9.0,613.0
2022-03-20 00:00:00+00:00,608.0,0.0,12.0,620.0
2022-03-20 01:00:00+00:00,622.0,0.0,17.0,639.0
2022-03-20 02:00:00+00:00,630.0,0.0,16.0,646.0
2022-03-20 03:00:00+00:00,646.0,0.0,19.0,665.0
2022-03-20 04:00:00+00:00,628.0,0.0,10.0,638.0
2022-03-20 05:00:00+00:00,671.0,0.0,23.0,694.0
2022-03-20 06:00:00+00:00,703.0,0.0,33.0,736.0
2022-03-20 07:00:00+00:00,701.0,0.0,31.0,732.0
2022-03-20 08:00:00+00:00,700.0,0.0,37.0,737.0
2022-03-20 09:00:00+00:00,700.0,0.0,39.0,739.0
2022-03-20 10:00:00+00:00,709.0,0.0,40.0,749.0
2022-03-20 11:00:00+00:00,740.0,0.0,48.0,788.0
2022-03-20 12:00:00+00:00,654.0,0.0,25.0,679.0
2022-03-20 13:00:00+00:00,667.0,0.0,27.0,694.0
2022-03-20 14:00:00+00:00,608.0,0.0,17.0,625.0
2022-03-20 15:00:00+00:00,586.0,0.0,13.0,599.0
2022-03-20 16:00:00+00:00,562.0,0.0,9.0,571.0
2022-03-20 17:00:00+00:00,532.0,0.0,0.0,532.0
2022-03-20 18:00:00+00:00,551.0,0.0,8.0,559.0
2022-03-20 19:00:00+00:00,545.0,0.0,10.0,555.0
2022-03-20 20:00:00+00:00,534.0,0.0,10.0,544.0
2022-03-20 21:00:00+00:00,565.0,0.0,14.0,579.0
2022-03-20 22:00:00+00:00,555.0,0.0,8.0,563.0
2022-03-20 23:00:00+00:00,588.0,0.0,11.0,599.0
2022-03-21 00:00:00+00:00,582.0,0.0,13.0,595.0
2022-03-21 01:00:00+00:00,620.0,0.0,24.0,644.0
2022-03-21 02:00:00+00:00,624.0,0.0,21.0,645.0
2022-03-21 03:00:00+00:00,611.0,0.0,18.0,629.0
2022-03-21 04:00:00+00:00,618.0,0.0,18.0,636.0
2022-03-21 05:00:00+00:00,642.0,0.0,22.0,664.0
2022-03-21 06:00:00+00:00,653.0,0.0,23.0,676.0
2022-03-21 07:00:00+00:00,676.0,0.0,30.0,706.0
2022-03-21 08:00:00+00:00,679.0,0.0,35.0,714.0
2022-03-21 09:00:00+00:00,630.0,0.0,28.0,658.0
2022-03-21 10:00:00+00:00,656.0,0.0,27.0,683.0
2022-03-21 11:00:00+00:00,656.0,0.0,35.0,691.0
2022-03-21 12:00:00+00:00,657.0,0.0,37.0,694.0
2022-03-21 13:00:00+00:00,637.0,0.0,35.0,672.0
2022-03-21 14:00:00+00:00,590.0,0.0,27.0,617.0
2022-03-21 15:00:00+00:00,584.0,0.0,22.0,606.0
2022-03-21 16:00:00+00:00,571.0,0.0,9.0,580.0
2022-03-21 17:00:00+00:00,542.0,0.0,4.0,546.0
2022-03-21 18:00:00+00:00,519.0,0.0,0.0,519.0
2022-03-21 19:00:00+00:00,534.0,0.0,5.0,539.0
2022-03-21 20:00:00+00:00,560.0,0.0,24.0,584.0
2022-03-21 21:00:00+00:00,548.0,0.0,18.0,566.0
2022-03-21 22:00:00+00:00,599.0,0.0,31.0,630.0
2022-03-21 23:00:00+00:00,633.0,0.0,37.0,670.0
2022-03-22 00:00:00+00:00,644.0,0.0,41.0,685.0
2022-03-22 01:00:00+00:00,648.0,0.0,40.0,688.0
2022-03-22 02:00:00+00:00,657.0,0.0,40.0,697.0
2022-03-22 03:00:00+00:00,698.0,0.0,40.0,738.0
2022-03-22 04:00:00+00:00,645.0,0.0,20.0,665.0
2022-03-22 05:00:00+00:00,666.0,0.0,31.0,697.0
2022-03-22 06:00:00+00:00,651.0,0.0,26.0,677.0
2022-03-22 07:00:00+00:00,583.0,0.0,10.0,593.0
2022-03-22 08:00:00+00:00,679.0,0.0,97.0,776.0
2022-03-22 09:00:00+00:00,674.0,0.0,137.0,811.0
2022-03-22 10:00:00+00:00,639.0,0.0,126.0,765.0
2022-03-22 11:00:00+00:00,632.0,0.0,133.0,765.0
2022-03-22 12:00:00+00:00,611.0,0.0,160.0,771.0
2022-03-22 13:00:00+00:00,601.0,0.0,170.0,771.0
2022-03-22 14:00:00+00:00,584.0,0.0,169.0,753.0
2022-03-22 15:00:00+00:00,580.0,0.0,171.0,751.0
2022-03-22 16:00:00+00:00,538.0,0.0,152.0,690.0
2022-03-22 17:00:00+00:00,516.0,0.0,144.0,660.0
2022-03-22 18:00:00+00:00,483.0,0.0,133.0,616.0
2022-03-22 19:00:00+00:00,557.0,0.0,149.0,706.0
2022-03-22 20:00:00+00:00,558.0,0.0,137.0,695.0
2022-03-22 21:00:00+00:00,545.0,0.0,137.0,682.0
2022-03-22 22:00:00+00:00,564.0,0.0,142.0,706.0
2022-03-22 23:00:00+00:00,573.0,0.0,151.0,724.0
2022-03-23 00:00:00+00:00,568.0,0.0,154.0,722.0
2022-03-23 01:00:00+00:00,587.0,0.0,163.0,750.0
2022-03-23 02:00:00+00:00,586.0,0.0,161.0,747.0
2022-03-23 03:00:00+00:00,614.0,0.0,172.0,786.0
2022-03-23 04:00:00+00:00,615.0,0.0,180.0,795.0
2022-03-23 05:00:00+00:00,626.0,0.0,178.0,804.0
2022-03-23 06:00:00+00:00,464.0,0.0,134.0,598.0
2022-03-23 07:00:00+00:00,457.0,0.0,35.0,492.0
2022-03-23 08:00:00+00:00,545.0,0.0,0.0,545.0
2022-03-23 09:00:00+00:00,568.0,0.0,0.0,568.0
2022-03-23 10:00:00+00:00,498.0,0.0,0.0,498.0
2022-03-23 11:00:00+00:00,485.0,0.0,0.0,485.0
2022-03-23 12:00:00+00:00,508.0,0.0,0.0,508.0
2022-03-23 13:00:00+00:00,470.0,0.0,0.0,470.0
2022-03-23 14:00:00+00:00,487.0,0.0,0.0,487.0
2022-03-23 15:00:00+00:00,657.0,0.0,54.0,711.0
2022-03-23 16:00:00+00:00,568.0,0.0,215.0,783.0
2022-03-23 17:00:00+00:00,532.0,0.0,206.0,738.0
2022-03-23 18:00:00+00:00,529.0,0.0,202.0,731.0
2022-03-23 19:00:00+00:00,556.0,0.0,211.0,767.0
2022-03-23 20:00:00+00:00,596.0,0.0,231.0,827.0
2022-03-23 21:00:00+00:00,587.0,0.0,208.0,795.0
2022-03-23 22:00:00+00:00,574.0,0.0,209.0,783.0
2022-03-23 23:00:00+00:00,590.0,0.0,217.0,807.0
2022-03-24 00:00:00+00:00,594.0,0.0,219.0,813.0
2022-03-24 01:00:00+00:00,629.0,0.0,239.0,868.0
2022-03-24 02:00:00+00:00,647.0,0.0,245.0,892.0
2022-03-24 03:00:00+00:00,605.0,0.0,216.0,821.0
2022-03-24 04:00:00+00:00,610.0,0.0,209.0,819.0
2022-03-24 05:00:00+00:00,561.0,0.0,209.0,770.0
2022-03-24 06:00:00+00:00,548.0,0.0,206.0,754.0
2022-03-24 07:00:00+00:00,594.0,0.0,209.0,803.0
2022-03-24 08:00:00+00:00,600.0,0.0,193.0,793.0
2022-03-24 09:00:00+00:00,462.0,0.0,142.0,604.0
2022-03-24 10:00:00+00:00,358.0,123.0,105.0,586.0
2022-03-24 11:00:00+00:00,484.0,0.0,156.0,640.0
2022-03-24 12:00:00+00:00,572.0,0.0,187.0,759.0
2022-03-24 13:00:00+00:00,621.0,0.0,208.0,829.0
2022-03-24 14:00:00+00:00,613.0,0.0,217.0,830.0
2022-03-24 15:00:00+00:00,620.0,0.0,230.0,850.0
2022-03-24 16:00:00+00:00,607.0,0.0,229.0,836.0
2022-03-24 17:00:00+00:00,583.0,0.0,213.0,796.0
2022-03-24 18:00:00+00:00,549.0,0.0,193.0,742.0
2022-03-24 19:00:00+00:00,541.0,0.0,191.0,732.0
2022-03-24 20:00:00+00:00,530.0,0.0,184.0,714.0
2022-03-24 21:00:00+00:00,570.0,0.0,195.0,765.0
2022-03-24 22:00:00+00:00,602.0,0.0,210.0,812.0
2022-03-24 23:00:00+00:00,526.0,0.0,185.0,711.0
2022-03-25 00:00:00+00:00,518.0,0.0,196.0,714.0
2022-03-25 01:00:00+00:00,486.0,0.0,192.0,678.0
2022-03-25 02:00:00+00:00,507.0,0.0,201.0,708.0
2022-03-25 03:00:00+00:00,486.0,0.0,205.0,691.0
2022-03-25 04:00:00+00:00,552.0,0.0,236.0,788.0
2022-03-25 05:00:00+00:00,604.0,0.0,238.0,842.0
2022-03-25 06:00:00+00:00,603.0,0.0,232.0,835.0
2022-03-25 07:00:00+00:00,650.0,0.0,247.0,897.0
2022-03-25 08:00:00+00:00,609.0,0.0,224.0,833.0
2022-03-25 09:00:00+00:00,506.0,0.0,187.0,693.0
2022-03-25 10:00:00+00:00,516.0,0.0,187.0,703.0
2022-03-25 11:00:00+00:00,480.0,0.0,171.0,651.0
2022-03-25 12:00:00+00:00,533.0,0.0,190.0,723.0
2022-03-25 13:00:00+00:00,614.0,0.0,225.0,839.0
2022-03-25 14:00:00+00:00,597.0,0.0,220.0,817.0
2022-03-25 15:00:00+00:00,618.0,0.0,242.0,860.0
2022-03-25 16:00:00+00:00,613.0,0.0,237.0,850.0
2022-03-25 17:00:00+00:00,614.0,0.0,239.0,853.0
2022-03-25 18:00:00+00:00,600.0,0.0,243.0,843.0
2022-03-25 19:00:00+00:00,585.0,0.0,242.0,827.0
2022-03-25 20:00:00+00:00,547.0,0.0,216.0,763.0
2022-03-25 21:00:00+00:00,491.0,0.0,179.0,670.0
2022-03-25 22:00:00+00:00,456.0,0.0,169.0,625.0
2022-03-25 23:00:00+00:00,480.0,0.0,191.0,671.0
2022-03-26 00:00:00+00:00,476.0,0.0,189.0,665.0
2022-03-26 01:00:00+00:00,494.0,0.0,198.0,692.0
2022-03-26 02:00:00+00:00,488.0,0.0,196.0,684.0
2022-03-26 03:00:00+00:00,503.0,0.0,198.0,701.0
2022-03-26 04:00:00+00:00,486.0,0.0,200.0,686.0
2022-03-26 05:00:00+00:00,496.0,0.0,201.0,697.0
2022-03-26 06:00:00+00:00,409.0,0.0,170.0,579.0
2022-03-26 07:00:00+00:00,460.0,0.0,192.0,652.0
2022-03-26 08:00:00+00:00,472.0,0.0,187.0,659.0
2022-03-26 09:00:00+00:00,433.0,0.0,176.0,609.0
2022-03-26 10:00:00+00:00,430.0,0.0,187.0,617.0
2022-03-26 11:00:00+00:00,392.0,0.0,175.0,567.0
2022-03-26 12:00:00+00:00,377.0,0.0,165.0,542.0
2022-03-26 13:00:00+00:00,387.0,0.0,169.0,556.0
2022-03-26 14:00:00+00:00,373.0,0.0,173.0,546.0
2022-03-26 15:00:00+00:00,389.0,0.0,178.0,567.0
2022-03-26 16:00:00+00:00,352.0,0.0,156.0,508.0
2022-03-26 17:00:00+00:00,330.0,0.0,144.0,474.0
2022-03-26 18:00:00+00:00,326.0,0.0,150.0,476.0
2022-03-26 19:00:00+00:00,360.0,0.0,161.0,521.0
2022-03-26 20:00:00+00:00,360.0,0.0,145.0,505.0
2022-03-26 21:00:00+00:00,340.0,0.0,129.0,469.0
2022-03-26 22:00:00+00:00,461.0,0.0,130.0,591.0
2022-03-26 23:00:00+00:00,453.0,0.0,120.0,573.0
2022-03-27 00:00:00+00:00,467.0,0.0,127.0,594.0
2022-03-27 01:00:00+00:00,449.0,0.0,120.0,569.0
2022-03-27 02:00:00+00:00,372.0,0.0,94.0,466.0
2022-03-27 03:00:00+00:00,350.0,0.0,90.0,440.0
2022-03-27 04:00:00+00:00,329.0,0.0,82.0,411.0
2022-03-27 05:00:00+00:00,403.0,0.0,123.0,526.0
2022-03-27 06:00:00+00:00,404.0,0.0,118.0,522.0
2022-03-27 07:00:00+00:00,447.0,0.0,121.0,568.0
2022-03-27 08:00:00+00:00,477.0,0.0,140.0,617.0
2022-03-27 09:00:00+00:00,478.0,0.0,141.0,619.0
2022-03-27 10:00:00+00:00,478.0,0.0,140.0,618.0
2022-03-27 11:00:00+00:00,458.0,0.0,133.0,591.0
2022-03-27 12:00:00+00:00,419.0,0.0,130.0,549.0
2022-03-27 13:00:00+00:00,432.0,0.0,141.0,573.0
2022-03-27 14:00:00+00:00,431.0,0.0,145.0,576.0
2022-03-27 15:00:00+00:00,340.0,0.0,108.0,448.0
2022-03-27 16:00:00+00:00,313.0,0.0,102.0,415.0
2022-03-27 17:00:00+00:00,292.0,0.0,99.0,391.0
2022-03-27 18:00:00+00:00,327.0,0.0,115.0,442.0
2022-03-27 19:00:00+00:00,321.0,0.0,112.0,433.0
2022-03-27 20:00:00+00:00,317.0,0.0,93.0,410.0
2022-03-27 21:00:00+00:00,389.0,0.0,108.0,497.0
2022-03-27 22:00:00+00:00,409.0,0.0,125.0,534.0
2022-03-27 23:00:00+00:00,422.0,0.0,130.0,552.0
2022-03-28 00:00:00+00:00,412.0,0.0,126.0,538.0
2022-03-28 01:00:00+00:00,395.0,0.0,122.0,517.0
2022-03-28 02:00:00+00:00,351.0,0.0,111.0,462.0
2022-03-28 03:00:00+00:00,343.0,0.0,107.0,450.0
2022-03-28 04:00:00+00:00,305.0,0.0,95.0,400.0
2022-03-28 05:00:00+00:00,273.0,0.0,72.0,345.0
2022-03-28 06:00:00+00:00,288.0,0.0,72.0,360.0
2022-03-28 07:00:00+00:00,314.0,0.0,81.0,395.0
2022-03-28 08:00:00+00:00,301.0,0.0,82.0,383.0
2022-03-28 09:00:00+00:00,332.0,0.0,101.0,433.0
2022-03-28 10:00:00+00:00,317.0,0.0,94.0,411.0
2022-03-28 11:00:00+00:00,321.0,0.0,92.0,413.0
2022-03-28 12:00:00+00:00,344.0,0.0,102.0,446.0
2022-03-28 13:00:00+00:00,351.0,0.0,110.0,461.0
2022-03-28 14:00:00+00:00,286.0,0.0,89.0,375.0
2022-03-28 15:00:00+00:00,294.0,0.0,84.0,378.0
2022-03-28 16:00:00+00:00,285.0,0.0,78.0,363.0
2022-03-28 17:00:00+00:00,226.0,0.0,54.0,280.0
2022-03-28 18:00:00+00:00,227.0,0.0,51.0,278.0
2022-03-28 19:00:00+00:00,215.0,0.0,47.0,262.0
2022-03-28 20:00:00+00:00,267.0,0.0,54.0,321.0
2022-03-28 21:00:00+00:00,275.0,12.0,53.0,340.0
2022-03-28 22:00:00+00:00,265.0,0.0,54.0,319.0
2022-03-28 23:00:00+00:00,291.0,0.0,68.0,359.0
2022-03-29 00:00:00+00:00,328.0,0.0,80.0,408.0
2022-03-29 01:00:00+00:00,351.0,0.0,92.0,443.0
2022-03-29 02:00:00+00:00,353.0,0.0,101.0,454.0
2022-03-29 03:00:00+00:00,456.0,0.0,138.0,594.0
2022-03-29 04:00:00+00:00,474.0,0.0,138.0,612.0
2022-03-29 05:00:00+00:00,413.0,0.0,109.0,522.0
2022-03-29 06:00:00+00:00,381.0,0.0,90.0,471.0
2022-03-29 07:00:00+00:00,413.0,0.0,94.0,507.0
2022-03-29 08:00:00+00:00,442.0,0.0,110.0,552.0
2022-03-29 09:00:00+00:00,440.0,0.0,115.0,555.0
2022-03-29 10:00:00+00:00,428.0,0.0,110.0,538.0
2022-03-29 11:00:00+00:00,436.0,0.0,111.0,547.0
2022-03-29 12:00:00+00:00,453.0,0.0,116.0,569.0
2022-03-29 13:00:00+00:00,448.0,0.0,113.0,561.0
2022-03-29 14:00:00+00:00,504.0,0.0,137.0,641.0
2022-03-29 15:00:00+00:00,493.0,0.0,136.0,629.0
2022-03-29 16:00:00+00:00,488.0,0.0,136.0,624.0
2022-03-29 17:00:00+00:00,457.0,0.0,119.0,576.0
2022-03-29 18:00:00+00:00,494.0,0.0,136.0,630.0
