,FR,DE,LU,NL,UK,sum
2024-01-02 09:00:00+00:00,4254.25,0.0,0.0,0.0,0.0,4254.25
2024-01-02 10:00:00+00:00,4616.5,0.0,0.0,0.0,0.0,4616.5
2024-01-02 11:00:00+00:00,4258.25,0.0,0.0,0.0,0.0,4258.25
2024-01-02 12:00:00+00:00,4288.5,0.0,0.0,0.0,0.0,4288.5
2024-01-02 13:00:00+00:00,4158.5,0.0,0.0,0.0,0.0,4158.5
2024-01-02 14:00:00+00:00,3908.5,0.0,0.0,0.0,0.0,3908.5
2024-01-02 15:00:00+00:00,3563.5,0.0,0.0,0.0,0.0,3563.5
2024-01-02 16:00:00+00:00,3398.75,0.0,0.0,0.0,0.0,3398.75
2024-01-02 17:00:00+00:00,3536.0,0.0,0.0,0.0,0.0,3536.0
2024-01-02 18:00:00+00:00,3531.25,12.5,0.0,0.0,0.0,3543.75
2024-01-02 19:00:00+00:00,2577.25,911.0,0.0,0.0,0.0,3488.25
2024-01-02 20:00:00+00:00,2132.0,921.25,0.0,0.0,0.0,3053.25
2024-01-02 21:00:00+00:00,1433.5,675.5,11.75,0.0,0.0,2120.75
2024-01-02 22:00:00+00:00,752.25,562.25,28.5,0.0,0.0,1343.0
2024-01-02 23:00:00+00:00,1972.0,469.0,0.0,0.0,0.0,2441.0
2024-01-03 00:00:00+00:00,1366.0,611.25,0.0,0.0,0.0,1977.25
2024-01-03 01:00:00+00:00,0.0,939.0,0.0,0.0,0.0,939.0
2024-01-03 02:00:00+00:00,12.25,430.5,0.5,0.0,0.0,443.25
2024-01-03 03:00:00+00:00,81.75,384.5,0.0,0.0,0.0,466.25
2024-01-03 04:00:00+00:00,1798.0,708.5,0.0,0.0,0.0,2506.5
2024-01-03 05:00:00+00:00,1644.75,660.0,0.0,0.0,0.0,2304.75
2024-01-03 06:00:00+00:00,1375.75,582.25,0.0,0.0,0.0,1958.0
2024-01-03 07:00:00+00:00,1791.0,611.25,4.5,0.0,0.0,2406.75
2024-01-03 08:00:00+00:00,1748.5,843.5,15.25,0.0,0.0,2607.25
2024-01-03 09:00:00+00:00,1429.75,758.0,0.0,0.0,0.0,2187.75
2024-01-03 10:00:00+00:00,1310.5,790.75,0.0,0.0,0.0,2101.25
2024-01-03 11:00:00+00:00,1461.5,876.75,0.0,0.0,0.0,2338.25
2024-01-03 12:00:00+00:00,2024.25,950.25,0.0,0.0,0.0,2974.5
2024-01-03 13:00:00+00:00,2830.0,0.0,0.0,0.0,0.0,2830.0
2024-01-03 14:00:00+00:00,3467.25,0.0,0.0,0.0,0.0,3467.25
2024-01-03 15:00:00+00:00,3416.25,0.0,15.0,0.0,0.0,3431.25
2024-01-03 16:00:00+00:00,2890.5,0.0,6.0,0.0,0.0,2896.5
2024-01-03 17:00:00+00:00,2441.75,0.0,2.0,0.0,0.0,2443.75
2024-01-03 18:00:00+00:00,2080.0,769.0,0.0,0.0,0.0,2849.0
2024-01-03 19:00:00+00:00,3036.0,0.0,0.0,0.0,0.0,3036.0
2024-01-03 20:00:00+00:00,3611.0,0.0,0.0,0.0,0.0,3611.0
2024-01-03 21:00:00+00:00,3186.5,0.0,4.25,0.0,0.0,3190.75
2024-01-03 22:00:00+00:00,2421.25,0.0,16.25,0.0,0.0,2437.5
2024-01-03 23:00:00+00:00,2675.25,0.0,0.0,0.0,0.0,2675.25
2024-01-04 00:00:00+00:00,2924.75,0.0,0.0,0.0,0.0,2924.75
2024-01-04 01:00:00+00:00,2491.0,0.0,0.0,0.0,0.0,2491.0
2024-01-04 02:00:00+00:00,2622.0,12.25,0.0,0.0,0.0,2634.25
2024-01-04 03:00:00+00:00,2937.25,0.0,0.0,0.0,0.0,2937.25
2024-01-04 04:00:00+00:00,2934.0,10.25,10.25,0.0,0.0,2954.5
2024-01-04 05:00:00+00:00,2044.0,0.0,0.0,0.0,0.0,2044.0
2024-01-04 06:00:00+00:00,1956.0,189.75,0.0,0.0,0.0,2145.75
2024-01-04 07:00:00+00:00,1620.0,0.0,0.0,0.0,82.0,1640.5
2024-01-04 08:00:00+00:00,1655.75,0.0,0.0,0.0,281.0,1726.0
2024-01-04 09:00:00+00:00,1976.0,0.0,8.5,331.0,0.0,2067.25
2024-01-04 10:00:00+00:00,2268.5,0.0,41.25,132.0,0.0,2342.75
2024-01-04 11:00:00+00:00,2775.25,0.0,0.0,0.0,0.0,2775.25
2024-01-04 12:00:00+00:00,3665.0,0.0,0.0,0.0,0.0,3665.0
2024-01-04 13:00:00+00:00,4096.0,0.0,0.0,0.0,0.0,4096.0
2024-01-04 14:00:00+00:00,4747.5,0.0,0.0,0.0,0.0,4747.5
2024-01-04 15:00:00+00:00,4708.25,0.0,0.0,0.0,0.0,4708.25
2024-01-04 16:00:00+00:00,4432.25,0.0,0.0,0.0,0.0,4432.25
2024-01-04 17:00:00+00:00,3942.75,0.0,0.0,0.0,0.0,3942.75
2024-01-04 18:00:00+00:00,3629.75,0.0,0.0,0.0,0.0,3629.75
2024-01-04 19:00:00+00:00,4611.5,0.0,0.0,0.0,0.0,4611.5
2024-01-04 20:00:00+00:00,3654.5,0.0,0.0,0.0,0.0,3654.5
2024-01-04 21:00:00+00:00,3110.0,0.0,0.0,0.0,0.0,3110.0
2024-01-04 22:00:00+00:00,3133.75,0.0,0.0,0.0,0.0,3133.75
2024-01-04 23:00:00+00:00,2405.75,0.0,0.0,0.0,0.0,2405.75
2024-01-05 00:00:00+00:00,2353.25,0.0,0.0,0.0,0.0,2353.25
2024-01-05 01:00:00+00:00,2564.5,0.0,0.0,0.0,0.0,2564.5
2024-01-05 02:00:00+00:00,2467.5,0.0,0.0,0.0,0.0,2467.5
2024-01-05 03:00:00+00:00,2227.75,0.0,0.0,0.0,0.0,2227.75
2024-01-05 04:00:00+00:00,1693.0,0.0,0.0,0.0,0.0,1693.0
2024-01-05 05:00:00+00:00,1708.25,0.0,0.0,0.0,0.0,1708.25
2024-01-05 06:00:00+00:00,725.25,0.0,0.0,0.0,81.0,745.5
2024-01-05 07:00:00+00:00,892.5,193.5,0.0,0.0,0.0,1086.0
2024-01-05 08:00:00+00:00,891.0,64.25,40.75,0.0,0.0,996.0
2024-01-05 09:00:00+00:00,724.25,893.75,49.5,38.0,0.0,1677.0
2024-01-05 10:00:00+00:00,604.25,191.75,124.25,576.0,0.0,1064.25
2024-01-05 11:00:00+00:00,1143.5,774.25,50.5,0.0,0.0,1968.25
2024-01-05 12:00:00+00:00,1651.5,607.0,56.25,0.0,0.0,2314.75
2024-01-05 13:00:00+00:00,1330.25,586.5,0.0,0.0,0.0,1916.75
2024-01-05 14:00:00+00:00,2053.25,0.0,8.5,0.0,0.0,2061.75
2024-01-05 15:00:00+00:00,2563.75,0.0,53.0,0.0,0.0,2616.75
2024-01-05 16:00:00+00:00,2676.75,0.0,95.0,0.0,0.0,2771.75
2024-01-05 17:00:00+00:00,1839.5,0.0,121.5,368.0,0.0,2053.0
2024-01-05 18:00:00+00:00,1095.5,577.75,3.75,240.0,0.0,1737.0
2024-01-05 19:00:00+00:00,976.5,791.25,0.0,206.0,0.0,1819.25
2024-01-05 20:00:00+00:00,1053.0,78.25,0.0,650.0,0.0,1293.75
2024-01-05 21:00:00+00:00,1065.5,254.0,0.75,346.0,0.0,1406.75
2024-01-05 22:00:00+00:00,1240.5,0.0,43.0,579.0,0.0,1428.25
2024-01-05 23:00:00+00:00,1590.25,16.25,20.25,165.0,0.0,1668.0
2024-01-06 00:00:00+00:00,1499.25,0.0,9.0,302.0,0.0,1583.75
2024-01-06 01:00:00+00:00,1773.25,0.0,0.0,204.0,0.0,1824.25
2024-01-06 02:00:00+00:00,2440.5,0.0,0.0,0.0,0.0,2440.5
2024-01-06 03:00:00+00:00,3151.75,0.0,0.0,0.0,0.0,3151.75
2024-01-06 04:00:00+00:00,2847.75,0.0,0.0,0.0,0.0,2847.75
2024-01-06 05:00:00+00:00,2729.0,0.0,0.0,0.0,0.0,2729.0
2024-01-06 06:00:00+00:00,2149.25,0.0,0.0,0.0,0.0,2149.25
2024-01-06 07:00:00+00:00,2305.0,0.0,0.0,293.0,0.0,2378.25
2024-01-06 08:00:00+00:00,2367.25,0.0,0.0,144.0,0.0,2403.25
2024-01-06 09:00:00+00:00,2988.5,0.0,0.0,144.0,0.0,3024.5
2024-01-06 10:00:00+00:00,3266.25,0.0,0.0,265.0,0.0,3332.5
2024-01-06 11:00:00+00:00,3661.0,0.0,0.0,0.0,0.0,3661.0
2024-01-06 12:00:00+00:00,3840.75,0.0,0.0,0.0,0.0,3840.75
2024-01-06 13:00:00+00:00,4007.0,0.0,0.0,0.0,0.0,4007.0
2024-01-06 14:00:00+00:00,3839.25,0.0,0.0,0.0,0.0,3839.25
2024-01-06 15:00:00+00:00,3865.5,0.0,0.0,0.0,0.0,3865.5
2024-01-06 16:00:00+00:00,4159.0,0.0,0.0,0.0,0.0,4159.0
2024-01-06 17:00:00+00:00,3557.75,75.0,0.0,0.0,0.0,3632.75
2024-01-06 18:00:00+00:00,3030.75,79.0,0.0,0.0,0.0,3109.75
2024-01-06 19:00:00+00:00,2879.5,0.0,0.0,381.0,0.0,2974.75
2024-01-06 20:00:00+00:00,2143.25,0.0,41.0,681.0,0.0,2354.5
2024-01-06 21:00:00+00:00,2118.75,0.0,88.5,1127.0,0.0,2489.0
2024-01-06 22:00:00+00:00,1892.0,0.0,80.0,810.0,0.0,2174.5
2024-01-06 23:00:00+00:00,1587.75,400.25,101.75,433.0,0.0,2198.0
2024-01-07 00:00:00+00:00,1931.75,148.25,77.5,55.0,0.0,2171.25
2024-01-07 01:00:00+00:00,2428.25,0.0,45.75,41.0,0.0,2484.25
2024-01-07 02:00:00+00:00,2628.75,0.0,5.75,0.0,0.0,2634.5
2024-01-07 03:00:00+00:00,2643.75,0.0,0.0,0.0,0.0,2643.75
2024-01-07 04:00:00+00:00,2951.25,0.0,0.0,0.0,0.0,2951.25
2024-01-07 05:00:00+00:00,2511.25,0.0,0.0,0.0,0.0,2511.25
2024-01-07 06:00:00+00:00,2045.0,0.0,0.0,0.0,0.0,2045.0
2024-01-07 07:00:00+00:00,2216.25,0.0,0.25,0.0,0.0,2216.5
2024-01-07 08:00:00+00:00,2609.25,0.0,17.75,203.0,0.0,2677.75
2024-01-07 09:00:00+00:00,2755.75,0.0,24.0,655.0,0.0,2943.5
2024-01-07 10:00:00+00:00,2409.25,0.0,34.25,1129.0,0.0,2725.75
2024-01-07 11:00:00+00:00,2467.5,0.0,3.75,1151.0,0.0,2759.0
2024-01-07 12:00:00+00:00,2601.0,0.0,0.0,589.0,0.0,2748.25
2024-01-07 13:00:00+00:00,2870.0,0.0,0.0,119.0,0.0,2899.75
2024-01-07 14:00:00+00:00,2868.5,0.0,0.0,115.0,0.0,2897.25
2024-01-07 15:00:00+00:00,3652.5,0.0,0.0,37.0,0.0,3661.75
2024-01-07 16:00:00+00:00,3541.0,0.0,0.0,0.0,0.0,3541.0
2024-01-07 17:00:00+00:00,2398.25,107.25,0.0,66.0,0.0,2522.0
2024-01-07 18:00:00+00:00,1956.75,0.0,0.0,912.0,0.0,2184.75
2024-01-07 19:00:00+00:00,1055.75,189.5,0.0,703.0,0.0,1421.0
2024-01-07 20:00:00+00:00,266.0,238.5,13.5,984.0,0.0,764.0
2024-01-07 21:00:00+00:00,19.0,338.5,0.0,1244.0,0.0,668.5
2024-01-07 22:00:00+00:00,518.25,315.25,0.0,742.0,0.0,1019.0
2024-01-07 23:00:00+00:00,921.0,0.0,52.75,1535.0,0.0,1357.5
2024-01-08 00:00:00+00:00,1201.75,0.0,64.25,1331.0,0.0,1598.75
2024-01-08 01:00:00+00:00,1039.0,0.0,20.25,1125.0,0.0,1340.5
2024-01-08 02:00:00+00:00,1280.0,0.0,9.0,756.0,0.0,1478.0
2024-01-08 03:00:00+00:00,1493.0,0.0,0.0,503.0,0.0,1618.75
2024-01-08 04:00:00+00:00,964.5,0.0,0.0,557.0,0.0,1103.75
2024-01-08 05:00:00+00:00,146.25,0.0,0.0,867.0,21.0,368.25
2024-01-08 06:00:00+00:00,0.0,0.0,0.0,1286.0,445.0,432.75
2024-01-08 07:00:00+00:00,113.0,0.0,0.0,898.0,390.0,435.0
2024-01-08 08:00:00+00:00,34.5,0.0,0.0,1297.0,184.0,404.75
2024-01-08 09:00:00+00:00,0.0,0.0,0.0,2959.0,0.0,739.75
2024-01-08 10:00:00+00:00,0.0,543.75,0.0,2244.0,0.0,1104.75
2024-01-08 11:00:00+00:00,0.0,0.0,53.5,2983.0,39.0,809.0
2024-01-08 12:00:00+00:00,0.0,903.25,0.0,2132.0,230.0,1493.75
2024-01-08 13:00:00+00:00,0.0,554.75,0.0,2224.0,0.0,1110.75
2024-01-08 14:00:00+00:00,0.0,0.0,0.0,1758.0,58.0,454.0
2024-01-08 15:00:00+00:00,0.0,0.0,0.0,1304.0,316.0,405.0
2024-01-08 16:00:00+00:00,0.0,726.75,2.0,1687.0,64.0,1166.5
2024-01-08 17:00:00+00:00,0.0,0.0,104.5,3081.0,0.0,874.75
2024-01-08 18:00:00+00:00,0.0,0.0,69.75,3010.0,0.0,822.25
2024-01-08 19:00:00+00:00,0.0,0.0,58.0,2879.0,0.0,777.75
2024-01-08 20:00:00+00:00,0.0,0.0,33.0,2491.0,246.0,717.25
2024-01-08 21:00:00+00:00,0.0,0.0,58.5,2618.0,137.0,747.25
2024-01-08 22:00:00+00:00,0.0,0.0,0.0,2070.0,529.0,649.75
2024-01-08 23:00:00+00:00,0.0,0.0,10.0,2346.0,490.0,719.0
2024-01-09 00:00:00+00:00,0.0,0.0,26.5,2203.0,409.0,679.5
2024-01-09 01:00:00+00:00,0.0,18.0,0.0,1851.0,297.0,555.0
2024-01-09 02:00:00+00:00,0.0,0.0,4.75,1877.0,259.0,538.75
2024-01-09 03:00:00+00:00,0.0,0.0,6.0,1892.0,324.0,560.0
2024-01-09 04:00:00+00:00,0.0,0.0,0.0,1597.0,840.0,609.25
2024-01-09 05:00:00+00:00,0.0,0.0,3.0,1540.0,899.0,612.75
2024-01-09 06:00:00+00:00,0.0,0.0,0.0,1296.0,953.0,562.25
2024-01-09 07:00:00+00:00,0.0,0.0,0.0,1159.0,985.0,536.0
2024-01-09 08:00:00+00:00,0.0,0.0,82.5,1886.0,169.0,596.25
2024-01-09 09:00:00+00:00,0.0,0.0,129.75,2305.0,0.0,706.0
2024-01-09 10:00:00+00:00,0.0,0.0,58.75,1996.0,0.0,557.75
2024-01-09 11:00:00+00:00,0.0,0.0,1.75,1558.0,0.0,391.25
2024-01-09 12:00:00+00:00,0.0,0.0,0.0,1489.0,0.0,372.25
2024-01-09 13:00:00+00:00,0.0,0.0,0.0,978.0,0.0,244.5
2024-01-09 14:00:00+00:00,0.0,0.0,6.5,544.0,41.0,152.75
2024-01-09 15:00:00+00:00,0.0,0.0,28.5,445.0,0.0,139.75
2024-01-09 16:00:00+00:00,0.0,0.0,0.0,875.0,8.0,220.75
2024-01-09 17:00:00+00:00,0.0,0.0,1.75,1926.0,0.0,483.25
2024-01-09 18:00:00+00:00,0.0,0.0,20.5,2292.0,0.0,593.5
2024-01-09 19:00:00+00:00,0.0,0.0,56.0,2586.0,0.0,702.5
2024-01-09 20:00:00+00:00,0.0,0.0,34.75,2302.0,9.0,612.5
2024-01-09 21:00:00+00:00,0.0,93.5,2.0,1932.0,668.0,745.5
2024-01-09 22:00:00+00:00,0.0,55.5,0.5,2125.0,813.0,790.5
2024-01-09 23:00:00+00:00,0.0,0.0,14.5,2185.0,990.0,808.25
2024-01-10 00:00:00+00:00,0.0,259.75,0.0,1768.0,947.0,938.5
2024-01-10 01:00:00+00:00,0.0,0.0,3.0,2057.0,947.0,754.0
2024-01-10 02:00:00+00:00,0.0,0.0,14.25,2069.0,937.0,765.75
2024-01-10 03:00:00+00:00,0.0,0.0,0.0,1789.0,937.0,681.5
2024-01-10 04:00:00+00:00,0.0,0.0,0.0,1265.0,990.0,563.75
2024-01-10 05:00:00+00:00,0.0,0.0,0.0,829.0,996.0,456.25
2024-01-10 06:00:00+00:00,0.0,0.0,47.0,1022.0,542.0,438.0
2024-01-10 07:00:00+00:00,0.0,0.0,0.0,991.0,159.0,287.5
2024-01-10 08:00:00+00:00,0.0,6.0,44.5,1652.0,313.0,541.75
2024-01-10 09:00:00+00:00,0.0,0.0,103.5,3204.0,0.0,904.5
2024-01-10 10:00:00+00:00,0.0,248.0,95.0,3144.0,0.0,1129.0
2024-01-10 11:00:00+00:00,0.0,0.0,148.5,3535.0,0.0,1032.25
2024-01-10 12:00:00+00:00,0.0,0.0,81.75,3039.0,0.0,841.5
2024-01-10 13:00:00+00:00,0.0,0.0,35.75,2262.0,0.0,601.25
2024-01-10 14:00:00+00:00,41.0,0.0,0.0,1253.0,0.0,354.25
2024-01-10 15:00:00+00:00,447.0,0.0,32.25,1399.0,75.0,847.75
2024-01-10 16:00:00+00:00,0.0,74.5,0.0,1191.0,0.0,372.25
2024-01-10 17:00:00+00:00,0.0,42.0,34.25,1967.0,3.0,568.75
2024-01-10 18:00:00+00:00,0.0,405.0,18.0,1693.0,5.0,847.5
2024-01-10 19:00:00+00:00,0.0,0.0,122.25,2185.0,0.0,668.5
2024-01-10 20:00:00+00:00,0.0,0.0,52.25,1724.0,2.0,483.75
2024-01-10 21:00:00+00:00,25.5,0.0,10.75,1451.0,358.0,488.5
2024-01-10 22:00:00+00:00,0.0,0.0,7.25,1591.0,653.0,568.25
2024-01-10 23:00:00+00:00,0.0,0.0,0.0,1450.0,689.0,534.75
2024-01-11 00:00:00+00:00,66.75,0.0,0.0,1594.0,363.0,556.0
2024-01-11 01:00:00+00:00,12.75,0.0,0.0,1443.0,562.0,514.0
2024-01-11 02:00:00+00:00,342.5,0.0,0.0,1169.0,592.0,782.75
2024-01-11 03:00:00+00:00,420.0,0.0,0.0,969.0,813.0,865.5
2024-01-11 04:00:00+00:00,120.5,0.0,0.0,1203.0,943.0,657.0
2024-01-11 05:00:00+00:00,18.25,0.0,0.0,798.0,884.0,438.75
2024-01-11 06:00:00+00:00,1191.5,0.0,0.0,397.0,81.0,1311.0
2024-01-11 07:00:00+00:00,556.75,0.0,0.0,624.0,633.0,871.0
2024-01-11 08:00:00+00:00,206.0,8.0,11.25,918.0,293.0,528.0
2024-01-11 09:00:00+00:00,0.0,77.75,61.0,1763.0,0.0,579.5
2024-01-11 10:00:00+00:00,0.0,26.5,26.75,1782.0,0.0,498.75
2024-01-11 11:00:00+00:00,0.0,122.5,0.0,1258.0,0.0,437.0
2024-01-11 12:00:00+00:00,0.0,0.0,0.0,824.0,0.0,206.0
2024-01-11 13:00:00+00:00,137.0,0.0,0.0,228.0,0.0,194.0
2024-01-11 14:00:00+00:00,1134.0,0.0,16.0,114.0,0.0,1178.5
2024-01-11 15:00:00+00:00,1460.5,0.0,5.5,146.0,69.0,1519.75
2024-01-11 16:00:00+00:00,1986.0,0.0,59.75,7.0,0.0,2047.5
2024-01-11 17:00:00+00:00,950.25,26.75,3.5,112.0,8.0,1010.5
2024-01-11 18:00:00+00:00,360.5,378.25,0.0,140.0,0.0,773.75
2024-01-11 19:00:00+00:00,464.75,764.5,0.25,241.0,0.0,1289.75
2024-01-11 20:00:00+00:00,139.75,0.0,51.75,1185.0,0.0,487.75
2024-01-11 21:00:00+00:00,0.0,0.0,63.75,1165.0,269.0,422.25
2024-01-11 22:00:00+00:00,0.0,0.0,57.75,1752.0,536.0,629.75
2024-01-11 23:00:00+00:00,0.0,0.0,44.5,2053.0,884.0,778.75
2024-01-12 00:00:00+00:00,0.0,0.0,0.0,2026.0,828.0,713.5
2024-01-12 01:00:00+00:00,0.0,0.0,0.0,2370.0,784.0,788.5
2024-01-12 02:00:00+00:00,0.0,0.0,0.0,1919.0,669.0,647.0
2024-01-12 03:00:00+00:00,0.0,0.0,0.0,1845.0,562.0,601.75
2024-01-12 04:00:00+00:00,0.0,0.0,0.0,1722.0,791.0,628.25
2024-01-12 05:00:00+00:00,0.0,0.0,0.0,1379.0,981.0,590.0
2024-01-12 06:00:00+00:00,0.0,624.75,0.0,852.0,843.0,1048.5
2024-01-12 07:00:00+00:00,0.0,0.0,63.0,1448.0,291.0,497.75
2024-01-12 08:00:00+00:00,0.0,262.25,100.5,1398.0,380.0,807.25
2024-01-12 09:00:00+00:00,0.0,265.5,91.0,2104.0,0.0,882.5
2024-01-12 10:00:00+00:00,0.0,415.25,127.25,2526.0,0.0,1174.0
2024-01-12 11:00:00+00:00,0.0,429.25,86.75,2339.0,0.0,1100.75
2024-01-12 12:00:00+00:00,0.0,469.25,70.75,2334.0,0.0,1123.5
2024-01-12 13:00:00+00:00,0.0,448.25,34.5,2249.0,0.0,1045.0
2024-01-12 14:00:00+00:00,253.75,345.5,0.0,1985.0,0.0,1095.5
2024-01-12 15:00:00+00:00,522.75,180.0,0.0,1731.0,0.0,1135.5
2024-01-12 16:00:00+00:00,387.5,0.0,1.75,2493.0,0.0,1012.5
2024-01-12 17:00:00+00:00,0.0,488.25,42.0,2988.0,0.0,1277.25
2024-01-12 18:00:00+00:00,0.0,721.75,5.25,2734.0,0.0,1410.5
2024-01-12 19:00:00+00:00,0.0,344.75,23.5,3217.0,0.0,1172.5
2024-01-12 20:00:00+00:00,0.0,793.25,0.0,2148.0,0.0,1330.25
2024-01-12 21:00:00+00:00,0.0,680.25,0.0,2074.0,0.0,1198.75
2024-01-12 22:00:00+00:00,0.0,805.25,0.0,2429.0,133.0,1445.75
2024-01-12 23:00:00+00:00,0.0,718.5,12.75,2822.0,149.0,1474.0
2024-01-13 00:00:00+00:00,0.0,222.75,35.75,3023.0,11.0,1017.0
2024-01-13 01:00:00+00:00,0.0,837.0,9.75,2569.0,0.0,1489.0
2024-01-13 02:00:00+00:00,0.0,896.5,13.0,2525.0,44.0,1551.75
2024-01-13 03:00:00+00:00,0.0,951.25,0.0,2091.0,119.0,1503.75
2024-01-13 04:00:00+00:00,0.0,610.25,6.5,2337.0,26.0,1207.5
2024-01-13 05:00:00+00:00,0.0,762.75,5.25,2285.0,0.0,1339.25
2024-01-13 06:00:00+00:00,0.0,776.25,64.25,2428.0,59.0,1462.25
2024-01-13 07:00:00+00:00,0.0,725.75,118.25,2307.0,269.0,1488.0
2024-01-13 08:00:00+00:00,0.0,963.25,139.5,2233.0,340.0,1746.0
2024-01-13 09:00:00+00:00,0.0,965.5,128.0,2766.0,99.0,1809.75
2024-01-13 10:00:00+00:00,0.0,962.0,118.25,2674.0,0.0,1748.75
2024-01-13 11:00:00+00:00,0.0,956.25,111.5,2574.0,0.0,1711.25
2024-01-13 12:00:00+00:00,223.25,927.5,55.75,2101.0,0.0,1731.75
2024-01-13 13:00:00+00:00,15.25,842.0,81.75,2407.0,0.0,1540.75
2024-01-13 14:00:00+00:00,0.0,980.75,46.25,2642.0,0.0,1687.5
2024-01-13 15:00:00+00:00,0.0,933.0,21.25,2627.0,231.0,1668.75
2024-01-13 16:00:00+00:00,0.0,992.5,35.75,2851.0,0.0,1741.0
2024-01-13 17:00:00+00:00,0.0,994.5,63.25,3114.0,0.0,1836.25
2024-01-13 18:00:00+00:00,0.0,995.75,114.75,3524.0,34.0,2000.0
2024-01-13 19:00:00+00:00,0.0,989.25,136.75,3354.0,0.0,1964.5
2024-01-13 20:00:00+00:00,0.0,981.0,93.25,3185.0,139.0,1905.25
2024-01-13 21:00:00+00:00,0.0,979.75,26.25,3168.0,161.0,1838.25
2024-01-13 22:00:00+00:00,0.0,914.5,0.75,2672.0,395.0,1682.0
2024-01-13 23:00:00+00:00,0.0,962.5,15.25,2937.0,0.0,1712.0
2024-01-14 00:00:00+00:00,0.0,995.25,0.0,2935.0,0.0,1729.0
2024-01-14 01:00:00+00:00,0.0,970.75,0.0,2897.0,0.0,1695.0
2024-01-14 02:00:00+00:00,0.0,989.25,0.0,3126.0,0.0,1770.75
2024-01-14 03:00:00+00:00,0.0,998.0,0.0,2714.0,0.0,1676.5
2024-01-14 04:00:00+00:00,0.0,991.25,0.0,2496.0,0.0,1615.25
2024-01-14 05:00:00+00:00,0.0,976.0,0.0,2741.0,0.0,1661.25
2024-01-14 06:00:00+00:00,0.0,939.25,7.0,2638.0,0.0,1605.75
2024-01-14 07:00:00+00:00,0.0,900.5,54.25,2645.0,0.0,1616.0
2024-01-14 08:00:00+00:00,0.0,641.25,42.0,2997.0,0.0,1432.5
2024-01-14 09:00:00+00:00,0.0,728.25,53.75,3288.0,0.0,1604.0
2024-01-14 10:00:00+00:00,0.0,877.25,65.25,3065.0,0.0,1708.75
2024-01-14 11:00:00+00:00,0.0,492.5,0.0,3201.0,0.0,1292.75
2024-01-14 12:00:00+00:00,0.0,910.75,0.0,2453.0,0.0,1524.0
2024-01-14 13:00:00+00:00,0.0,980.5,0.0,2244.0,0.0,1541.5
2024-01-14 14:00:00+00:00,0.0,971.25,0.0,2487.0,0.0,1593.0
2024-01-14 15:00:00+00:00,0.0,971.0,5.5,2277.0,0.0,1545.75
