,DE,SE,NO,UK,NL,sum
2024-01-01 00:00:00+00:00,3518.25,0.0,0.0,0.0,694.0,3691.75
2024-01-01 01:00:00+00:00,3415.25,0.0,0.0,0.0,599.0,3565.0
2024-01-01 02:00:00+00:00,3501.0,0.0,0.0,0.0,649.0,3663.25
2024-01-01 03:00:00+00:00,3424.25,0.0,0.0,365.0,292.0,3588.5
2024-01-01 04:00:00+00:00,2918.0,0.0,0.0,434.0,695.0,3200.25
2024-01-01 05:00:00+00:00,3014.5,0.0,0.0,507.0,623.0,3297.0
2024-01-01 06:00:00+00:00,3281.25,0.0,0.0,464.0,463.0,3513.0
2024-01-01 07:00:00+00:00,3231.0,0.0,0.0,566.0,697.0,3546.75
2024-01-01 08:00:00+00:00,3498.0,0.0,0.0,151.0,698.0,3710.25
2024-01-01 09:00:00+00:00,3389.75,0.0,0.0,0.0,698.0,3564.25
2024-01-01 10:00:00+00:00,3503.5,0.0,0.0,0.0,698.0,3678.0
2024-01-01 11:00:00+00:00,3504.25,0.0,0.0,0.0,697.0,3678.5
2024-01-01 12:00:00+00:00,3489.25,36.0,0.0,0.0,698.0,3672.75
2024-01-01 13:00:00+00:00,3451.5,242.0,0.0,0.0,698.0,3686.5
2024-01-01 14:00:00+00:00,3365.5,9.0,0.0,0.0,673.0,3536.0
2024-01-01 15:00:00+00:00,3391.5,0.0,0.0,0.0,98.0,3416.0
2024-01-01 16:00:00+00:00,3476.0,0.0,0.0,0.0,0.0,3476.0
2024-01-01 17:00:00+00:00,3347.0,0.0,0.0,0.0,90.0,3369.5
2024-01-01 18:00:00+00:00,3528.5,0.0,0.0,0.0,8.0,3530.5
2024-01-01 19:00:00+00:00,3399.0,0.0,0.0,0.0,610.0,3551.5
2024-01-01 20:00:00+00:00,3380.0,0.0,0.0,0.0,560.0,3520.0
2024-01-01 21:00:00+00:00,3351.5,0.0,0.0,53.0,143.0,3400.5
2024-01-01 22:00:00+00:00,2316.75,0.0,0.0,760.0,697.0,2681.0
2024-01-01 23:00:00+00:00,2804.25,0.0,0.0,696.0,698.0,3152.75
2024-01-02 00:00:00+00:00,3047.5,0.0,0.0,469.0,698.0,3339.25
2024-01-02 01:00:00+00:00,2901.0,0.0,0.0,775.0,698.0,3269.25
2024-01-02 02:00:00+00:00,3012.75,0.0,0.0,782.0,698.0,3382.75
2024-01-02 03:00:00+00:00,2794.75,0.0,0.0,781.0,697.0,3164.25
2024-01-02 04:00:00+00:00,2334.5,0.0,0.0,769.0,697.0,2701.0
2024-01-02 05:00:00+00:00,2447.0,0.0,0.0,293.0,684.0,2691.25
2024-01-02 06:00:00+00:00,2290.75,0.0,0.0,98.0,380.0,2410.25
2024-01-02 07:00:00+00:00,2464.75,0.0,0.0,0.0,0.0,2464.75
2024-01-02 08:00:00+00:00,2507.0,0.0,0.0,0.0,0.0,2507.0
2024-01-02 09:00:00+00:00,1381.5,0.0,0.0,0.0,0.0,1381.5
2024-01-02 10:00:00+00:00,820.75,0.0,0.0,0.0,0.0,820.75
2024-01-02 11:00:00+00:00,257.0,0.0,0.0,0.0,0.0,257.0
2024-01-02 12:00:00+00:00,482.75,0.0,0.0,0.0,0.0,482.75
2024-01-02 13:00:00+00:00,220.0,0.0,0.0,0.0,0.0,220.0
2024-01-02 14:00:00+00:00,260.25,8.0,0.0,0.0,0.0,262.25
2024-01-02 15:00:00+00:00,477.5,1.0,0.0,0.0,0.0,477.75
2024-01-02 16:00:00+00:00,282.0,0.0,0.0,0.0,0.0,282.0
2024-01-02 17:00:00+00:00,443.0,0.0,0.0,0.0,0.0,443.0
2024-01-02 18:00:00+00:00,2068.0,0.0,0.0,0.0,0.0,2068.0
2024-01-02 19:00:00+00:00,1889.75,0.0,0.0,0.0,0.0,1889.75
2024-01-02 20:00:00+00:00,2836.5,0.0,0.0,0.0,0.0,2836.5
2024-01-02 21:00:00+00:00,2542.25,0.0,0.0,0.0,0.0,2542.25
2024-01-02 22:00:00+00:00,2961.25,0.0,0.0,0.0,0.0,2961.25
2024-01-02 23:00:00+00:00,3255.5,0.0,0.0,0.0,0.0,3255.5
2024-01-03 00:00:00+00:00,3265.25,0.0,0.0,0.0,77.0,3284.5
2024-01-03 01:00:00+00:00,3215.5,0.0,0.0,0.0,0.0,3215.5
2024-01-03 02:00:00+00:00,3206.0,0.0,0.0,0.0,69.0,3223.25
2024-01-03 03:00:00+00:00,3190.5,0.0,0.0,0.0,256.0,3254.5
2024-01-03 04:00:00+00:00,2930.25,0.0,0.0,0.0,493.0,3053.5
2024-01-03 05:00:00+00:00,2719.5,0.0,0.0,0.0,500.0,2844.5
2024-01-03 06:00:00+00:00,2445.5,0.0,0.0,0.0,0.0,2445.5
2024-01-03 07:00:00+00:00,2804.5,0.0,0.0,0.0,0.0,2804.5
2024-01-03 08:00:00+00:00,3011.25,0.0,0.0,0.0,0.0,3011.25
2024-01-03 09:00:00+00:00,3106.25,0.0,0.0,0.0,0.0,3106.25
2024-01-03 10:00:00+00:00,3271.75,0.0,0.0,0.0,0.0,3271.75
2024-01-03 11:00:00+00:00,3293.0,0.0,0.0,0.0,0.0,3293.0
2024-01-03 12:00:00+00:00,3302.0,0.0,0.0,0.0,0.0,3302.0
2024-01-03 13:00:00+00:00,2940.75,0.0,0.0,0.0,0.0,2940.75
2024-01-03 14:00:00+00:00,2354.5,0.0,0.0,0.0,0.0,2354.5
2024-01-03 15:00:00+00:00,2303.25,0.0,0.0,0.0,0.0,2303.25
2024-01-03 16:00:00+00:00,1086.75,0.0,0.0,0.0,0.0,1086.75
2024-01-03 17:00:00+00:00,140.25,51.0,0.0,0.0,0.0,153.0
2024-01-03 18:00:00+00:00,269.5,0.0,0.0,0.0,0.0,269.5
2024-01-03 19:00:00+00:00,817.5,0.0,0.0,0.0,0.0,817.5
2024-01-03 20:00:00+00:00,1230.75,0.0,0.0,0.0,0.0,1230.75
2024-01-03 21:00:00+00:00,1287.75,156.0,0.0,0.0,0.0,1326.75
2024-01-03 22:00:00+00:00,1984.0,0.0,0.0,0.0,0.0,1984.0
2024-01-03 23:00:00+00:00,2096.5,0.0,0.0,0.0,154.0,2135.0
2024-01-04 00:00:00+00:00,2036.25,0.0,0.0,0.0,697.0,2210.5
2024-01-04 01:00:00+00:00,2398.25,0.0,0.0,0.0,682.0,2568.75
2024-01-04 02:00:00+00:00,2496.5,0.0,0.0,0.0,698.0,2671.0
2024-01-04 03:00:00+00:00,2507.25,0.0,0.0,0.0,682.0,2677.75
2024-01-04 04:00:00+00:00,2072.5,0.0,0.0,0.0,328.0,2154.5
2024-01-04 05:00:00+00:00,1182.25,0.0,0.0,0.0,0.0,1182.25
2024-01-04 06:00:00+00:00,850.0,0.0,0.0,0.0,0.0,850.0
2024-01-04 07:00:00+00:00,757.0,0.0,0.0,73.0,0.0,775.25
2024-01-04 08:00:00+00:00,1548.25,0.0,0.0,0.0,0.0,1548.25
2024-01-04 09:00:00+00:00,1459.5,0.0,0.0,0.0,0.0,1459.5
2024-01-04 10:00:00+00:00,1695.25,0.0,0.0,0.0,0.0,1695.25
2024-01-04 11:00:00+00:00,1779.0,0.0,0.0,0.0,2.0,1779.5
2024-01-04 12:00:00+00:00,2602.25,0.0,0.0,0.0,0.0,2602.25
2024-01-04 13:00:00+00:00,1578.0,0.0,7.0,0.0,2.0,1580.25
2024-01-04 14:00:00+00:00,1298.25,0.0,146.0,0.0,465.0,1451.0
2024-01-04 15:00:00+00:00,1475.0,0.0,197.0,192.0,548.0,1709.25
2024-01-04 16:00:00+00:00,2246.25,0.0,3.0,84.0,192.0,2316.0
2024-01-04 17:00:00+00:00,1463.25,0.0,98.0,37.0,696.0,1671.0
2024-01-04 18:00:00+00:00,690.75,0.0,247.0,703.0,693.0,1101.5
2024-01-04 19:00:00+00:00,535.25,125.0,532.0,136.0,625.0,889.75
2024-01-04 20:00:00+00:00,669.75,8.0,785.0,117.0,697.0,1071.5
2024-01-04 21:00:00+00:00,445.5,577.0,572.0,48.0,689.0,917.0
2024-01-04 22:00:00+00:00,233.25,1094.0,646.0,0.0,687.0,840.0
2024-01-04 23:00:00+00:00,404.0,199.0,242.0,0.0,460.0,629.25
2024-01-05 00:00:00+00:00,1676.75,0.0,0.0,0.0,588.0,1823.75
2024-01-05 01:00:00+00:00,2311.5,0.0,0.0,0.0,697.0,2485.75
2024-01-05 02:00:00+00:00,2053.25,0.0,0.0,0.0,697.0,2227.5
2024-01-05 03:00:00+00:00,1602.5,0.0,0.0,0.0,697.0,1776.75
2024-01-05 04:00:00+00:00,1077.5,0.0,17.0,160.0,697.0,1296.0
2024-01-05 05:00:00+00:00,976.25,0.0,171.0,439.0,672.0,1296.75
2024-01-05 06:00:00+00:00,1338.0,0.0,571.0,13.0,72.0,1502.0
2024-01-05 07:00:00+00:00,1328.0,0.0,872.0,193.0,0.0,1594.25
2024-01-05 08:00:00+00:00,1802.75,0.0,622.0,0.0,0.0,1958.25
2024-01-05 09:00:00+00:00,1697.5,0.0,611.0,0.0,0.0,1850.25
2024-01-05 10:00:00+00:00,1729.25,0.0,557.0,0.0,0.0,1868.5
2024-01-05 11:00:00+00:00,2237.0,0.0,112.0,0.0,0.0,2265.0
2024-01-05 12:00:00+00:00,2022.0,0.0,189.0,0.0,0.0,2069.25
2024-01-05 13:00:00+00:00,1750.25,0.0,15.0,0.0,0.0,1754.0
2024-01-05 14:00:00+00:00,1274.5,0.0,67.0,0.0,0.0,1291.25
2024-01-05 15:00:00+00:00,1393.0,0.0,23.0,0.0,0.0,1398.75
2024-01-05 16:00:00+00:00,1925.25,0.0,359.0,0.0,0.0,2015.0
2024-01-05 17:00:00+00:00,1660.25,0.0,483.0,0.0,0.0,1781.0
2024-01-05 18:00:00+00:00,1557.25,0.0,357.0,0.0,0.0,1646.5
2024-01-05 19:00:00+00:00,1531.75,0.0,114.0,0.0,0.0,1560.25
2024-01-05 20:00:00+00:00,1831.5,0.0,0.0,0.0,0.0,1831.5
2024-01-05 21:00:00+00:00,1462.5,0.0,0.0,0.0,0.0,1462.5
2024-01-05 22:00:00+00:00,1308.75,0.0,0.0,0.0,0.0,1308.75
2024-01-05 23:00:00+00:00,2202.5,0.0,0.0,0.0,0.0,2202.5
2024-01-06 00:00:00+00:00,2591.25,0.0,0.0,0.0,208.0,2643.25
2024-01-06 01:00:00+00:00,2725.75,0.0,0.0,0.0,134.0,2759.25
2024-01-06 02:00:00+00:00,2761.25,0.0,0.0,0.0,470.0,2878.75
2024-01-06 03:00:00+00:00,2858.25,0.0,0.0,0.0,498.0,2982.75
2024-01-06 04:00:00+00:00,2815.0,0.0,0.0,0.0,517.0,2944.25
2024-01-06 05:00:00+00:00,2919.5,0.0,0.0,0.0,482.0,3040.0
2024-01-06 06:00:00+00:00,2905.0,0.0,0.0,0.0,49.0,2917.25
2024-01-06 07:00:00+00:00,2184.5,0.0,0.0,0.0,92.0,2207.5
2024-01-06 08:00:00+00:00,2025.25,0.0,0.0,0.0,547.0,2162.0
2024-01-06 09:00:00+00:00,2451.0,0.0,0.0,0.0,358.0,2540.5
2024-01-06 10:00:00+00:00,1893.5,0.0,0.0,0.0,503.0,2019.25
2024-01-06 11:00:00+00:00,2106.75,0.0,0.0,0.0,296.0,2180.75
2024-01-06 12:00:00+00:00,1805.5,0.0,0.0,0.0,600.0,1955.5
2024-01-06 13:00:00+00:00,2230.5,0.0,0.0,0.0,267.0,2297.25
2024-01-06 14:00:00+00:00,1756.25,0.0,0.0,81.0,604.0,1927.5
2024-01-06 15:00:00+00:00,1625.5,0.0,0.0,0.0,647.0,1787.25
2024-01-06 16:00:00+00:00,2840.0,0.0,0.0,0.0,178.0,2884.5
2024-01-06 17:00:00+00:00,3278.5,0.0,0.0,0.0,79.0,3298.25
2024-01-06 18:00:00+00:00,2842.5,0.0,0.0,0.0,25.0,2848.75
2024-01-06 19:00:00+00:00,3005.25,0.0,0.0,0.0,0.0,3005.25
2024-01-06 20:00:00+00:00,3020.75,0.0,0.0,0.0,377.0,3115.0
2024-01-06 21:00:00+00:00,3212.5,0.0,0.0,0.0,666.0,3379.0
2024-01-06 22:00:00+00:00,3036.0,0.0,0.0,0.0,582.0,3181.5
2024-01-06 23:00:00+00:00,3227.0,0.0,0.0,0.0,67.0,3243.75
2024-01-07 00:00:00+00:00,2742.75,0.0,0.0,0.0,530.0,2875.25
2024-01-07 01:00:00+00:00,3042.25,0.0,0.0,0.0,492.0,3165.25
2024-01-07 02:00:00+00:00,3121.5,0.0,0.0,0.0,479.0,3241.25
2024-01-07 03:00:00+00:00,3036.5,0.0,0.0,0.0,693.0,3209.75
2024-01-07 04:00:00+00:00,3125.75,0.0,0.0,0.0,600.0,3275.75
2024-01-07 05:00:00+00:00,3153.75,0.0,0.0,0.0,638.0,3313.25
2024-01-07 06:00:00+00:00,3149.25,0.0,0.0,0.0,642.0,3309.75
2024-01-07 07:00:00+00:00,3360.5,0.0,0.0,0.0,182.0,3406.0
2024-01-07 08:00:00+00:00,3094.25,0.0,0.0,0.0,604.0,3245.25
2024-01-07 09:00:00+00:00,2716.0,0.0,0.0,0.0,470.0,2833.5
2024-01-07 10:00:00+00:00,2472.5,0.0,0.0,0.0,424.0,2578.5
2024-01-07 11:00:00+00:00,2564.25,0.0,0.0,0.0,587.0,2711.0
2024-01-07 12:00:00+00:00,2228.25,2.0,0.0,0.0,697.0,2403.0
2024-01-07 13:00:00+00:00,2035.25,2.0,0.0,0.0,695.0,2209.5
2024-01-07 14:00:00+00:00,1841.75,40.0,0.0,0.0,633.0,2010.0
2024-01-07 15:00:00+00:00,2116.0,0.0,0.0,0.0,697.0,2290.25
2024-01-07 16:00:00+00:00,1741.25,0.0,0.0,0.0,674.0,1909.75
2024-01-07 17:00:00+00:00,2499.75,0.0,0.0,0.0,168.0,2541.75
2024-01-07 18:00:00+00:00,2382.75,0.0,0.0,0.0,523.0,2513.5
2024-01-07 19:00:00+00:00,1949.25,0.0,0.0,0.0,398.0,2048.75
2024-01-07 20:00:00+00:00,1213.0,0.0,0.0,0.0,697.0,1387.25
2024-01-07 21:00:00+00:00,457.0,0.0,0.0,0.0,697.0,631.25
2024-01-07 22:00:00+00:00,242.5,19.0,0.0,0.0,683.0,418.0
2024-01-07 23:00:00+00:00,193.25,510.0,0.0,0.0,677.0,490.0
2024-01-08 00:00:00+00:00,1367.25,337.0,0.0,0.0,257.0,1515.75
2024-01-08 01:00:00+00:00,1568.25,167.0,0.0,0.0,688.0,1782.0
2024-01-08 02:00:00+00:00,1751.5,43.0,0.0,0.0,691.0,1935.0
2024-01-08 03:00:00+00:00,2259.0,0.0,0.0,0.0,683.0,2429.75
2024-01-08 04:00:00+00:00,2718.5,0.0,0.0,0.0,404.0,2819.5
2024-01-08 05:00:00+00:00,1940.5,0.0,0.0,0.0,690.0,2113.0
2024-01-08 06:00:00+00:00,2483.75,0.0,0.0,313.0,697.0,2736.25
2024-01-08 07:00:00+00:00,3088.5,0.0,0.0,224.0,696.0,3318.5
2024-01-08 08:00:00+00:00,3366.75,0.0,0.0,23.0,696.0,3546.5
2024-01-08 09:00:00+00:00,3176.5,0.0,0.0,0.0,656.0,3340.5
2024-01-08 10:00:00+00:00,3256.75,0.0,0.0,0.0,696.0,3430.75
2024-01-08 11:00:00+00:00,3411.25,0.0,0.0,61.0,696.0,3600.5
2024-01-08 12:00:00+00:00,3328.75,0.0,0.0,99.0,697.0,3527.75
2024-01-08 13:00:00+00:00,2777.75,0.0,186.0,163.0,696.0,3039.0
2024-01-08 14:00:00+00:00,3426.5,0.0,158.0,0.0,696.0,3640.0
2024-01-08 15:00:00+00:00,2817.5,0.0,136.0,129.0,696.0,3057.75
2024-01-08 16:00:00+00:00,2567.25,0.0,184.0,391.0,696.0,2885.0
2024-01-08 17:00:00+00:00,2095.0,8.0,163.0,308.0,696.0,2388.75
2024-01-08 18:00:00+00:00,1864.5,0.0,426.0,0.0,696.0,2145.0
2024-01-08 19:00:00+00:00,1473.5,282.0,521.0,0.0,696.0,1848.25
2024-01-08 20:00:00+00:00,1278.25,479.0,810.0,0.0,697.0,1774.75
2024-01-08 21:00:00+00:00,463.25,812.0,777.0,0.0,678.0,1030.0
2024-01-08 22:00:00+00:00,785.5,659.0,561.0,0.0,278.0,1160.0
2024-01-08 23:00:00+00:00,244.0,1121.0,1073.0,408.0,697.0,1068.75
2024-01-09 00:00:00+00:00,98.25,1411.0,1412.0,536.0,694.0,1111.5
2024-01-09 01:00:00+00:00,1.75,1365.0,1149.0,563.0,627.0,927.75
2024-01-09 02:00:00+00:00,205.0,1318.0,1291.0,564.0,591.0,1146.0
2024-01-09 03:00:00+00:00,232.25,1338.0,1544.0,590.0,694.0,1273.75
2024-01-09 04:00:00+00:00,277.25,1267.0,1439.0,708.0,627.0,1287.5
2024-01-09 05:00:00+00:00,570.5,820.0,1426.0,776.0,697.0,1500.25
2024-01-09 06:00:00+00:00,961.75,703.0,1581.0,764.0,697.0,1898.0
2024-01-09 07:00:00+00:00,976.75,520.0,1657.0,40.0,697.0,1705.25
2024-01-09 08:00:00+00:00,972.75,612.0,1658.0,181.0,697.0,1759.75
2024-01-09 09:00:00+00:00,968.25,570.0,1588.0,278.0,697.0,1751.5
2024-01-09 10:00:00+00:00,966.5,490.0,1602.0,148.0,697.0,1700.75
2024-01-09 11:00:00+00:00,963.25,22.0,1638.0,549.0,697.0,1689.75
2024-01-09 12:00:00+00:00,946.25,120.0,1619.0,518.0,697.0,1684.75
2024-01-09 13:00:00+00:00,968.5,308.0,1619.0,775.0,697.0,1818.25
2024-01-09 14:00:00+00:00,963.75,649.0,1630.0,782.0,697.0,1903.25
2024-01-09 15:00:00+00:00,961.75,339.0,1653.0,777.0,697.0,1828.25
2024-01-09 16:00:00+00:00,959.0,221.0,1621.0,584.0,697.0,1739.75
2024-01-09 17:00:00+00:00,916.25,347.0,1660.0,457.0,697.0,1706.5
2024-01-09 18:00:00+00:00,592.25,733.0,1663.0,479.0,697.0,1485.25
2024-01-09 19:00:00+00:00,362.0,745.0,1663.0,372.0,697.0,1231.25
2024-01-09 20:00:00+00:00,137.75,866.0,1661.0,773.0,697.0,1137.0
2024-01-09 21:00:00+00:00,0.75,1210.0,1639.0,783.0,697.0,1083.0
2024-01-09 22:00:00+00:00,0.0,1171.0,1661.0,783.0,697.0,1078.0
2024-01-09 23:00:00+00:00,0.0,1726.0,1661.0,783.0,697.0,1216.75
2024-01-10 00:00:00+00:00,0.0,1750.0,1661.0,783.0,687.0,1220.25
2024-01-10 01:00:00+00:00,0.0,1819.0,1651.0,754.0,449.0,1168.25
2024-01-10 02:00:00+00:00,0.0,1761.0,1655.0,753.0,514.0,1170.75
2024-01-10 03:00:00+00:00,0.0,1877.0,1658.0,753.0,697.0,1246.25
2024-01-10 04:00:00+00:00,93.0,1677.0,1572.0,765.0,697.0,1270.75
2024-01-10 05:00:00+00:00,568.5,941.0,991.0,773.0,697.0,1419.0
2024-01-10 06:00:00+00:00,953.5,725.0,989.0,440.0,697.0,1666.25
2024-01-10 07:00:00+00:00,938.0,744.0,1154.0,33.0,697.0,1595.0
2024-01-10 08:00:00+00:00,965.25,581.0,1124.0,45.0,697.0,1577.0
2024-01-10 09:00:00+00:00,827.25,569.0,1033.0,354.0,697.0,1490.5
2024-01-10 10:00:00+00:00,825.75,500.0,1147.0,514.0,697.0,1540.25
2024-01-10 11:00:00+00:00,823.75,442.0,1154.0,46.0,697.0,1408.5
2024-01-10 12:00:00+00:00,771.5,790.0,1162.0,207.0,697.0,1485.5
2024-01-10 13:00:00+00:00,813.0,840.0,1561.0,768.0,697.0,1779.5
2024-01-10 14:00:00+00:00,563.75,1066.0,1657.0,783.0,697.0,1614.5
2024-01-10 15:00:00+00:00,257.5,1416.0,1663.0,776.0,697.0,1395.5
2024-01-10 16:00:00+00:00,566.0,1342.0,1663.0,487.0,683.0,1609.75
2024-01-10 17:00:00+00:00,501.25,1353.0,1663.0,475.0,667.0,1540.75
2024-01-10 18:00:00+00:00,595.75,1195.0,1663.0,154.0,697.0,1523.0
2024-01-10 19:00:00+00:00,158.75,1377.0,1663.0,85.0,697.0,1114.25
2024-01-10 20:00:00+00:00,69.75,1339.0,1658.0,20.0,697.0,998.25
2024-01-10 21:00:00+00:00,0.0,1504.0,1663.0,129.0,697.0,998.25
2024-01-10 22:00:00+00:00,0.0,1815.0,1662.0,242.0,661.0,1095.0
2024-01-10 23:00:00+00:00,0.25,1485.0,1630.0,717.0,278.0,1027.75
2024-01-11 00:00:00+00:00,1.0,1694.0,1378.0,536.0,28.0,910.0
2024-01-11 01:00:00+00:00,1.0,1692.0,1583.0,222.0,156.0,914.25
2024-01-11 02:00:00+00:00,1.0,1789.0,1598.0,299.0,126.0,954.0
2024-01-11 03:00:00+00:00,1.0,1768.0,1481.0,357.0,547.0,1039.25
2024-01-11 04:00:00+00:00,1.0,1645.0,1596.0,716.0,441.0,1100.5
2024-01-11 05:00:00+00:00,42.25,1301.0,1659.0,781.0,225.0,1033.75
2024-01-11 06:00:00+00:00,298.75,946.0,1656.0,782.0,52.0,1157.75
2024-01-11 07:00:00+00:00,322.25,1315.0,1539.0,758.0,2.0,1225.75
2024-01-11 08:00:00+00:00,311.0,1350.0,1157.0,671.0,156.0,1144.5
2024-01-11 09:00:00+00:00,259.5,1400.0,1187.0,11.0,637.0,1068.25
2024-01-11 10:00:00+00:00,3.0,1898.0,1188.0,0.0,672.0,942.5
2024-01-11 11:00:00+00:00,1.0,1824.0,1145.0,41.0,357.0,842.75
2024-01-11 12:00:00+00:00,1.0,1614.0,1090.0,265.0,440.0,853.25
2024-01-11 13:00:00+00:00,119.0,1377.0,1152.0,95.0,669.0,942.25
2024-01-11 14:00:00+00:00,220.0,905.0,1157.0,297.0,621.0,965.0
2024-01-11 15:00:00+00:00,441.5,198.0,1565.0,380.0,672.0,1145.25
2024-01-11 16:00:00+00:00,709.75,248.0,1642.0,215.0,463.0,1351.75
2024-01-11 17:00:00+00:00,494.5,838.0,1660.0,84.0,380.0,1235.0
2024-01-11 18:00:00+00:00,455.5,1243.0,1634.0,0.0,356.0,1263.75
2024-01-11 19:00:00+00:00,397.75,1142.0,1685.0,5.0,599.0,1255.5
2024-01-11 20:00:00+00:00,322.0,1384.0,1661.0,297.0,652.0,1320.5
2024-01-11 21:00:00+00:00,14.75,1828.0,1663.0,636.0,669.0,1213.75
2024-01-11 22:00:00+00:00,0.0,1620.0,1662.0,780.0,693.0,1188.75
2024-01-11 23:00:00+00:00,0.0,1890.0,1663.0,778.0,677.0,1252.0
2024-01-12 00:00:00+00:00,0.0,1939.0,1663.0,584.0,690.0,1219.0
2024-01-12 01:00:00+00:00,0.0,1903.0,1663.0,535.0,524.0,1156.25
2024-01-12 02:00:00+00:00,0.0,1757.0,1663.0,373.0,692.0,1121.25
2024-01-12 03:00:00+00:00,0.0,1912.0,1634.0,499.0,549.0,1148.5
2024-01-12 04:00:00+00:00,0.0,1894.0,1495.0,665.0,416.0,1117.5
2024-01-12 05:00:00+00:00,0.0,1625.0,1589.0,759.0,263.0,1059.0
2024-01-12 06:00:00+00:00,23.25,1461.0,1658.0,715.0,332.0,1064.75
2024-01-12 07:00:00+00:00,65.0,1650.0,1663.0,485.0,112.0,1042.5
2024-01-12 08:00:00+00:00,227.0,1387.0,1663.0,214.0,276.0,1112.0
2024-01-12 09:00:00+00:00,2.0,1590.0,1703.0,0.0,30.0,832.75
2024-01-12 10:00:00+00:00,0.25,1639.0,1643.0,0.0,0.0,820.75
2024-01-12 11:00:00+00:00,8.75,1654.0,1660.0,0.0,0.0,837.25
2024-01-12 12:00:00+00:00,30.75,1499.0,1662.0,0.0,0.0,821.0
2024-01-12 13:00:00+00:00,2.0,1936.0,1662.0,0.0,0.0,901.5
2024-01-12 14:00:00+00:00,1.0,1878.0,1637.0,0.0,0.0,879.75
2024-01-12 15:00:00+00:00,1.0,1569.0,1460.0,0.0,74.0,776.75
2024-01-12 16:00:00+00:00,0.0,1728.0,1358.0,0.0,0.0,771.5
2024-01-12 17:00:00+00:00,0.5,1983.0,1632.0,0.0,0.0,904.25
2024-01-12 18:00:00+00:00,0.0,1935.0,1639.0,0.0,0.0,893.5
2024-01-12 19:00:00+00:00,0.0,1593.0,1385.0,0.0,171.0,787.25
2024-01-12 20:00:00+00:00,0.0,1526.0,1428.0,0.0,431.0,846.25
2024-01-12 21:00:00+00:00,0.0,1748.0,1085.0,0.0,0.0,708.25
2024-01-12 22:00:00+00:00,0.0,1920.0,920.0,0.0,0.0,710.0
2024-01-12 23:00:00+00:00,0.0,1350.0,1039.0,0.0,0.0,597.25
2024-01-13 00:00:00+00:00,0.0,1273.0,362.0,0.0,0.0,408.75
2024-01-13 01:00:00+00:00,78.75,1263.0,25.0,0.0,0.0,400.75
2024-01-13 02:00:00+00:00,117.5,1216.0,0.0,0.0,0.0,421.5
2024-01-13 03:00:00+00:00,78.25,1215.0,0.0,0.0,0.0,382.0
2024-01-13 04:00:00+00:00,100.75,1407.0,0.0,0.0,0.0,452.5
2024-01-13 05:00:00+00:00,64.75,1368.0,0.0,0.0,0.0,406.75
2024-01-13 06:00:00+00:00,3.5,1335.0,0.0,0.0,0.0,337.25
2024-01-13 07:00:00+00:00,93.0,1232.0,0.0,0.0,0.0,401.0
2024-01-13 08:00:00+00:00,90.5,1084.0,0.0,0.0,0.0,361.5
2024-01-13 09:00:00+00:00,10.5,775.0,0.0,0.0,0.0,204.25
2024-01-13 10:00:00+00:00,103.75,579.0,0.0,0.0,0.0,248.5
2024-01-13 11:00:00+00:00,678.75,633.0,0.0,0.0,0.0,837.0
2024-01-13 12:00:00+00:00,729.0,875.0,0.0,0.0,0.0,947.75
2024-01-13 13:00:00+00:00,816.0,683.0,0.0,0.0,0.0,986.75
2024-01-13 14:00:00+00:00,823.0,356.0,0.0,0.0,0.0,912.0
2024-01-13 15:00:00+00:00,809.75,220.0,0.0,0.0,0.0,864.75
2024-01-13 16:00:00+00:00,553.5,277.0,0.0,0.0,0.0,622.75
2024-01-13 17:00:00+00:00,519.75,319.0,0.0,0.0,0.0,599.5
2024-01-13 18:00:00+00:00,544.75,319.0,0.0,0.0,0.0,624.5
2024-01-13 19:00:00+00:00,522.25,707.0,0.0,0.0,0.0,699.0
2024-01-13 20:00:00+00:00,530.0,847.0,0.0,0.0,0.0,741.75
2024-01-13 21:00:00+00:00,497.75,1036.0,0.0,0.0,0.0,756.75
2024-01-13 22:00:00+00:00,581.75,1012.0,0.0,0.0,0.0,834.75
2024-01-13 23:00:00+00:00,1052.0,1032.0,0.0,0.0,0.0,1310.0
2024-01-14 00:00:00+00:00,1182.25,942.0,0.0,0.0,0.0,1417.75
2024-01-14 01:00:00+00:00,1771.25,532.0,0.0,0.0,0.0,1904.25
2024-01-14 02:00:00+00:00,1840.25,437.0,0.0,0.0,0.0,1949.5
2024-01-14 03:00:00+00:00,1734.25,113.0,0.0,0.0,0.0,1762.5
2024-01-14 04:00:00+00:00,1120.5,0.0,0.0,0.0,0.0,1120.5
2024-01-14 05:00:00+00:00,522.75,81.0,0.0,0.0,0.0,543.0
2024-01-14 06:00:00+00:00,610.75,261.0,0.0,0.0,0.0,676.0
2024-01-14 07:00:00+00:00,755.75,945.0,0.0,0.0,0.0,992.0
2024-01-14 08:00:00+00:00,461.25,669.0,0.0,0.0,0.0,628.5
2024-01-14 09:00:00+00:00,328.0,564.0,23.0,0.0,0.0,474.75
2024-01-14 10:00:00+00:00,622.0,396.0,0.0,0.0,0.0,721.0
2024-01-14 11:00:00+00:00,451.5,222.0,0.0,0.0,144.0,543.0
2024-01-14 12:00:00+00:00,714.0,1.0,0.0,0.0,0.0,714.25
2024-01-14 13:00:00+00:00,774.75,0.0,0.0,0.0,0.0,774.75
