,BG,HU,MD,RS,UA,sum
2024-01-01 00:00:00+00:00,0.0,267.0,0.0,51.0,316.0,358.75
2024-01-01 01:00:00+00:00,0.0,241.0,0.0,43.0,240.0,311.75
2024-01-01 02:00:00+00:00,0.0,210.5,0.0,0.0,204.0,261.5
2024-01-01 03:00:00+00:00,0.0,153.25,0.0,0.0,159.0,193.0
2024-01-01 04:00:00+00:00,0.0,126.25,0.0,0.0,154.0,164.75
2024-01-01 05:00:00+00:00,0.0,158.75,0.0,0.0,167.0,200.5
2024-01-01 06:00:00+00:00,0.0,141.25,0.0,0.0,151.0,179.0
2024-01-01 07:00:00+00:00,0.0,152.75,0.0,0.0,162.0,193.25
2024-01-01 08:00:00+00:00,0.0,80.0,0.0,0.0,108.0,107.0
2024-01-01 09:00:00+00:00,0.0,118.75,0.0,0.0,114.0,147.25
2024-01-01 10:00:00+00:00,0.0,138.5,0.0,0.0,118.0,168.0
2024-01-01 11:00:00+00:00,0.0,148.0,0.0,0.0,113.0,176.25
2024-01-01 12:00:00+00:00,0.0,219.25,0.0,0.0,124.0,250.25
2024-01-01 13:00:00+00:00,0.0,276.25,0.0,0.0,152.0,314.25
2024-01-01 14:00:00+00:00,0.0,202.75,0.0,0.0,119.0,232.5
2024-01-01 15:00:00+00:00,0.0,247.5,0.0,0.0,147.0,284.25
2024-01-01 16:00:00+00:00,0.0,233.0,0.0,0.0,141.0,268.25
2024-01-01 17:00:00+00:00,0.0,212.5,0.0,0.0,128.0,244.5
2024-01-01 18:00:00+00:00,0.0,159.75,0.0,0.0,106.0,186.25
2024-01-01 19:00:00+00:00,0.0,149.5,0.0,0.0,108.0,176.5
2024-01-01 20:00:00+00:00,0.0,92.25,0.0,0.0,94.0,115.75
2024-01-01 21:00:00+00:00,0.0,126.25,0.0,0.0,125.0,157.5
2024-01-01 22:00:00+00:00,0.0,95.0,0.0,0.0,113.0,123.25
2024-01-01 23:00:00+00:00,0.0,2.5,0.0,0.0,50.0,15.0
2024-01-02 00:00:00+00:00,0.0,0.5,0.0,0.0,56.0,14.5
2024-01-02 01:00:00+00:00,0.0,9.75,0.0,0.0,49.0,22.0
2024-01-02 02:00:00+00:00,0.0,42.5,0.0,0.0,74.0,61.0
2024-01-02 03:00:00+00:00,0.0,161.25,0.0,0.0,152.0,199.25
2024-01-02 04:00:00+00:00,0.0,171.5,0.0,0.0,167.0,213.25
2024-01-02 05:00:00+00:00,0.0,157.75,0.0,0.0,157.0,197.0
2024-01-02 06:00:00+00:00,0.0,177.75,0.0,185.0,140.0,259.0
2024-01-02 07:00:00+00:00,0.0,215.5,0.0,189.0,130.0,295.25
2024-01-02 08:00:00+00:00,0.0,91.25,0.0,160.0,71.0,149.0
2024-01-02 09:00:00+00:00,0.0,9.25,0.0,127.0,6.0,42.5
2024-01-02 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 13:00:00+00:00,0.0,95.75,0.0,84.0,70.0,134.25
2024-01-02 14:00:00+00:00,0.0,183.5,0.0,190.0,143.0,266.75
2024-01-02 15:00:00+00:00,0.0,214.25,52.0,229.0,198.0,334.0
2024-01-02 16:00:00+00:00,0.0,195.5,32.0,196.0,199.0,302.25
2024-01-02 17:00:00+00:00,0.0,183.25,0.0,186.0,191.0,277.5
2024-01-02 18:00:00+00:00,0.0,165.75,0.0,153.0,173.0,247.25
2024-01-02 19:00:00+00:00,0.0,177.25,0.0,105.0,177.0,247.75
2024-01-02 20:00:00+00:00,0.0,256.0,0.0,99.0,232.0,338.75
2024-01-02 21:00:00+00:00,0.0,200.0,0.0,23.0,195.0,254.5
2024-01-02 22:00:00+00:00,0.0,260.0,69.0,77.0,240.0,356.5
2024-01-02 23:00:00+00:00,0.0,183.25,18.0,0.0,202.0,238.25
2024-01-03 00:00:00+00:00,0.0,146.5,0.0,0.0,172.0,189.5
2024-01-03 01:00:00+00:00,0.0,152.25,0.0,0.0,154.0,190.75
2024-01-03 02:00:00+00:00,0.0,145.5,0.0,0.0,138.0,180.0
2024-01-03 03:00:00+00:00,0.0,163.5,0.0,0.0,146.0,200.0
2024-01-03 04:00:00+00:00,0.0,308.75,0.0,0.0,229.0,366.0
2024-01-03 05:00:00+00:00,0.0,298.0,0.0,86.0,209.0,371.75
2024-01-03 06:00:00+00:00,0.0,303.25,0.0,87.0,235.0,383.75
2024-01-03 07:00:00+00:00,0.0,316.0,0.0,128.0,342.0,433.5
2024-01-03 08:00:00+00:00,0.0,334.25,0.0,171.0,386.0,473.5
2024-01-03 09:00:00+00:00,0.0,297.5,0.0,240.0,315.0,436.25
2024-01-03 10:00:00+00:00,0.0,311.75,0.0,270.0,293.0,452.5
2024-01-03 11:00:00+00:00,0.0,323.5,0.0,281.0,292.0,466.75
2024-01-03 12:00:00+00:00,0.0,224.25,0.0,180.0,136.0,303.25
2024-01-03 13:00:00+00:00,0.0,174.5,0.0,147.0,53.0,224.5
2024-01-03 14:00:00+00:00,0.0,151.0,0.0,187.0,28.0,204.75
2024-01-03 15:00:00+00:00,0.0,271.5,0.0,245.0,227.0,389.5
2024-01-03 16:00:00+00:00,0.0,197.0,0.0,185.0,168.0,285.25
2024-01-03 17:00:00+00:00,0.0,198.0,0.0,152.0,120.0,266.0
2024-01-03 18:00:00+00:00,0.0,186.75,0.0,134.0,135.0,254.0
2024-01-03 19:00:00+00:00,0.0,173.0,0.0,103.0,102.0,224.25
2024-01-03 20:00:00+00:00,0.0,96.0,0.0,67.0,74.0,131.25
2024-01-03 21:00:00+00:00,0.0,16.0,0.0,0.0,50.0,28.5
2024-01-03 22:00:00+00:00,0.0,75.75,0.0,0.0,121.0,106.0
2024-01-03 23:00:00+00:00,0.0,36.5,0.0,0.0,104.0,62.5
2024-01-04 00:00:00+00:00,0.0,7.25,0.0,0.0,92.0,30.25
2024-01-04 01:00:00+00:00,0.0,31.75,0.0,0.0,107.0,58.5
2024-01-04 02:00:00+00:00,0.0,60.25,0.0,0.0,106.0,86.75
2024-01-04 03:00:00+00:00,0.0,79.5,0.0,0.0,99.0,104.25
2024-01-04 04:00:00+00:00,0.0,163.5,0.0,64.0,166.0,221.0
2024-01-04 05:00:00+00:00,0.0,251.25,0.0,184.0,191.0,345.0
2024-01-04 06:00:00+00:00,0.0,327.0,0.0,272.0,150.0,432.5
2024-01-04 07:00:00+00:00,0.0,154.5,0.0,191.0,49.0,214.5
2024-01-04 08:00:00+00:00,0.0,10.5,0.0,130.0,0.0,43.0
2024-01-04 09:00:00+00:00,90.0,0.0,0.0,198.0,0.0,72.0
2024-01-04 10:00:00+00:00,206.0,0.5,0.0,229.0,0.0,109.25
2024-01-04 11:00:00+00:00,267.0,16.5,0.0,262.0,0.0,148.75
2024-01-04 12:00:00+00:00,132.0,60.75,0.0,250.0,0.0,156.25
2024-01-04 13:00:00+00:00,5.0,238.25,0.0,284.0,30.0,318.0
2024-01-04 14:00:00+00:00,0.0,320.0,0.0,269.0,120.0,417.25
2024-01-04 15:00:00+00:00,0.0,210.25,0.0,322.0,63.0,306.5
2024-01-04 16:00:00+00:00,0.0,61.75,0.0,226.0,58.0,132.75
2024-01-04 17:00:00+00:00,0.0,3.75,0.0,164.0,38.0,54.25
2024-01-04 18:00:00+00:00,0.0,29.75,0.0,127.0,42.0,72.0
2024-01-04 19:00:00+00:00,0.0,83.75,0.0,122.0,,114.25
2024-01-04 20:00:00+00:00,0.0,13.0,0.0,0.0,49.0,25.25
2024-01-04 21:00:00+00:00,0.0,0.25,0.0,0.0,5.0,1.5
2024-01-04 22:00:00+00:00,0.0,0.75,0.0,0.0,12.0,3.75
2024-01-04 23:00:00+00:00,0.0,0.25,0.0,0.0,59.0,15.0
2024-01-05 00:00:00+00:00,0.0,1.5,0.0,0.0,74.0,20.0
2024-01-05 01:00:00+00:00,0.0,5.0,0.0,0.0,68.0,22.0
2024-01-05 02:00:00+00:00,0.0,0.0,0.0,0.0,58.0,14.5
2024-01-05 03:00:00+00:00,0.0,18.25,0.0,0.0,69.0,35.5
2024-01-05 04:00:00+00:00,0.0,107.0,0.0,0.0,119.0,136.75
2024-01-05 05:00:00+00:00,0.0,171.75,0.0,0.0,200.0,221.75
2024-01-05 06:00:00+00:00,0.0,58.5,0.0,67.0,71.0,93.0
2024-01-05 07:00:00+00:00,1.0,0.0,0.0,25.0,0.0,6.5
2024-01-05 08:00:00+00:00,158.0,0.0,0.0,0.0,0.0,39.5
2024-01-05 09:00:00+00:00,176.0,0.0,0.0,0.0,0.0,44.0
2024-01-05 10:00:00+00:00,107.0,0.0,0.0,0.0,0.0,26.75
2024-01-05 11:00:00+00:00,46.0,0.0,0.0,0.0,0.0,11.5
2024-01-05 12:00:00+00:00,35.0,2.5,0.0,0.0,0.0,11.25
2024-01-05 13:00:00+00:00,0.0,62.0,0.0,231.0,27.0,126.5
2024-01-05 14:00:00+00:00,0.0,196.5,0.0,336.0,173.0,323.75
2024-01-05 15:00:00+00:00,0.0,233.0,0.0,433.0,197.0,390.5
2024-01-05 16:00:00+00:00,0.0,345.0,0.0,461.0,280.0,530.25
2024-01-05 17:00:00+00:00,0.0,304.0,0.0,441.0,254.0,477.75
2024-01-05 18:00:00+00:00,0.0,270.25,0.0,433.0,258.0,443.0
2024-01-05 19:00:00+00:00,0.0,259.25,0.0,391.0,228.0,414.0
2024-01-05 20:00:00+00:00,0.0,210.0,0.0,250.0,192.0,320.5
