,EE,LT,RU,sum
2024-01-06 10:00:00+00:00,0.0,534.0,0.0,534.0
2024-01-06 11:00:00+00:00,0.0,618.0,0.0,618.0
2024-01-06 12:00:00+00:00,0.0,623.0,0.0,623.0
2024-01-06 13:00:00+00:00,0.0,613.0,0.0,613.0
2024-01-06 14:00:00+00:00,0.0,557.0,0.0,557.0
2024-01-06 15:00:00+00:00,0.0,535.0,0.0,535.0
2024-01-06 16:00:00+00:00,0.0,582.0,0.0,582.0
2024-01-06 17:00:00+00:00,0.0,593.0,0.0,593.0
2024-01-06 18:00:00+00:00,0.0,610.0,0.0,610.0
2024-01-06 19:00:00+00:00,0.0,436.0,0.0,436.0
2024-01-06 20:00:00+00:00,0.0,413.0,0.0,413.0
2024-01-06 21:00:00+00:00,0.0,518.0,0.0,518.0
2024-01-06 22:00:00+00:00,0.0,516.0,0.0,516.0
2024-01-06 23:00:00+00:00,0.0,345.0,0.0,345.0
2024-01-07 00:00:00+00:00,0.0,225.0,0.0,225.0
2024-01-07 01:00:00+00:00,0.0,258.0,0.0,258.0
2024-01-07 02:00:00+00:00,0.0,273.0,0.0,273.0
2024-01-07 03:00:00+00:00,0.0,245.0,0.0,245.0
2024-01-07 04:00:00+00:00,0.0,289.0,0.0,289.0
2024-01-07 05:00:00+00:00,0.0,325.0,0.0,325.0
2024-01-07 06:00:00+00:00,0.0,389.0,0.0,389.0
2024-01-07 07:00:00+00:00,0.0,373.0,0.0,373.0
2024-01-07 08:00:00+00:00,0.0,396.0,0.0,396.0
2024-01-07 09:00:00+00:00,0.0,316.0,0.0,316.0
2024-01-07 10:00:00+00:00,0.0,286.0,0.0,286.0
2024-01-07 11:00:00+00:00,0.0,263.0,0.0,263.0
2024-01-07 12:00:00+00:00,0.0,269.0,0.0,269.0
2024-01-07 13:00:00+00:00,0.0,232.0,0.0,232.0
2024-01-07 14:00:00+00:00,0.0,288.0,0.0,288.0
2024-01-07 15:00:00+00:00,0.0,299.0,0.0,299.0
2024-01-07 16:00:00+00:00,31.0,211.0,3.0,245.0
2024-01-07 17:00:00+00:00,93.0,252.0,16.0,361.0
2024-01-07 18:00:00+00:00,142.0,177.0,40.0,359.0
2024-01-07 19:00:00+00:00,135.0,166.0,35.0,336.0
2024-01-07 20:00:00+00:00,186.0,69.0,54.0,309.0
2024-01-07 21:00:00+00:00,101.0,129.0,21.0,251.0
2024-01-07 22:00:00+00:00,46.0,124.0,2.0,172.0
2024-01-07 23:00:00+00:00,15.0,70.0,2.0,87.0
2024-01-08 00:00:00+00:00,31.0,0.0,11.0,42.0
2024-01-08 01:00:00+00:00,61.0,0.0,25.0,86.0
2024-01-08 02:00:00+00:00,73.0,0.0,27.0,100.0
2024-01-08 03:00:00+00:00,68.0,0.0,32.0,100.0
2024-01-08 04:00:00+00:00,83.0,0.0,32.0,115.0
2024-01-08 05:00:00+00:00,76.0,32.0,21.0,129.0
2024-01-08 06:00:00+00:00,109.0,11.0,23.0,143.0
2024-01-08 07:00:00+00:00,50.0,68.0,14.0,132.0
2024-01-08 08:00:00+00:00,26.0,80.0,0.0,106.0
2024-01-08 09:00:00+00:00,0.0,148.0,0.0,148.0
2024-01-08 10:00:00+00:00,0.0,183.0,0.0,183.0
2024-01-08 11:00:00+00:00,0.0,211.0,0.0,211.0
2024-01-08 12:00:00+00:00,0.0,211.0,0.0,211.0
2024-01-08 13:00:00+00:00,0.0,175.0,0.0,175.0
2024-01-08 14:00:00+00:00,0.0,65.0,0.0,65.0
2024-01-08 15:00:00+00:00,0.0,39.0,2.0,41.0
2024-01-08 16:00:00+00:00,0.0,0.0,13.0,13.0
2024-01-08 17:00:00+00:00,117.0,0.0,44.0,161.0
2024-01-08 18:00:00+00:00,65.0,0.0,43.0,108.0
2024-01-08 19:00:00+00:00,99.0,0.0,58.0,157.0
2024-01-08 20:00:00+00:00,55.0,0.0,51.0,106.0
2024-01-08 21:00:00+00:00,130.0,0.0,64.0,194.0
2024-01-08 22:00:00+00:00,175.0,0.0,83.0,258.0
2024-01-08 23:00:00+00:00,232.0,0.0,88.0,320.0
2024-01-09 00:00:00+00:00,259.0,0.0,98.0,357.0
2024-01-09 01:00:00+00:00,213.0,0.0,109.0,322.0
2024-01-09 02:00:00+00:00,230.0,0.0,112.0,342.0
2024-01-09 03:00:00+00:00,258.0,0.0,123.0,381.0
2024-01-09 04:00:00+00:00,280.0,0.0,124.0,404.0
2024-01-09 05:00:00+00:00,211.0,0.0,92.0,303.0
2024-01-09 06:00:00+00:00,223.0,0.0,81.0,304.0
2024-01-09 07:00:00+00:00,249.0,0.0,87.0,336.0
2024-01-09 08:00:00+00:00,176.0,0.0,53.0,229.0
2024-01-09 09:00:00+00:00,181.0,0.0,54.0,235.0
2024-01-09 10:00:00+00:00,172.0,0.0,60.0,232.0
2024-01-09 11:00:00+00:00,175.0,0.0,48.0,223.0
2024-01-09 12:00:00+00:00,192.0,0.0,61.0,253.0
2024-01-09 13:00:00+00:00,159.0,0.0,63.0,222.0
2024-01-09 14:00:00+00:00,185.0,0.0,76.0,261.0
2024-01-09 15:00:00+00:00,167.0,0.0,70.0,237.0
2024-01-09 16:00:00+00:00,224.0,0.0,79.0,303.0
2024-01-09 17:00:00+00:00,271.0,0.0,97.0,368.0
2024-01-09 18:00:00+00:00,330.0,0.0,123.0,453.0
2024-01-09 19:00:00+00:00,321.0,0.0,112.0,433.0
2024-01-09 20:00:00+00:00,282.0,0.0,103.0,385.0
2024-01-09 21:00:00+00:00,329.0,0.0,122.0,451.0
2024-01-09 22:00:00+00:00,361.0,0.0,123.0,484.0
2024-01-09 23:00:00+00:00,349.0,0.0,111.0,460.0
2024-01-10 00:00:00+00:00,352.0,0.0,106.0,458.0
2024-01-10 01:00:00+00:00,330.0,0.0,104.0,434.0
2024-01-10 02:00:00+00:00,351.0,0.0,123.0,474.0
2024-01-10 03:00:00+00:00,345.0,0.0,123.0,468.0
2024-01-10 04:00:00+00:00,228.0,0.0,90.0,318.0
2024-01-10 05:00:00+00:00,208.0,0.0,75.0,283.0
2024-01-10 06:00:00+00:00,171.0,0.0,60.0,231.0
2024-01-10 07:00:00+00:00,170.0,9.0,37.0,216.0
2024-01-10 08:00:00+00:00,167.0,31.0,31.0,229.0
2024-01-10 09:00:00+00:00,170.0,0.0,52.0,222.0
2024-01-10 10:00:00+00:00,211.0,0.0,53.0,264.0
2024-01-10 11:00:00+00:00,209.0,0.0,53.0,262.0
2024-01-10 12:00:00+00:00,230.0,0.0,80.0,310.0
2024-01-10 13:00:00+00:00,245.0,0.0,86.0,331.0
2024-01-10 14:00:00+00:00,292.0,0.0,102.0,394.0
2024-01-10 15:00:00+00:00,325.0,0.0,95.0,420.0
2024-01-10 16:00:00+00:00,360.0,0.0,105.0,465.0
2024-01-10 17:00:00+00:00,396.0,0.0,110.0,506.0
2024-01-10 18:00:00+00:00,439.0,0.0,130.0,569.0
2024-01-10 19:00:00+00:00,415.0,0.0,130.0,545.0
2024-01-10 20:00:00+00:00,365.0,0.0,118.0,483.0
2024-01-10 21:00:00+00:00,399.0,0.0,127.0,526.0
2024-01-10 22:00:00+00:00,367.0,0.0,128.0,495.0
2024-01-10 23:00:00+00:00,394.0,0.0,148.0,542.0
2024-01-11 00:00:00+00:00,322.0,0.0,128.0,450.0
2024-01-11 01:00:00+00:00,290.0,0.0,122.0,412.0
2024-01-11 02:00:00+00:00,336.0,0.0,140.0,476.0
2024-01-11 03:00:00+00:00,341.0,0.0,147.0,488.0
2024-01-11 04:00:00+00:00,310.0,0.0,126.0,436.0
2024-01-11 05:00:00+00:00,300.0,0.0,117.0,417.0
2024-01-11 06:00:00+00:00,311.0,0.0,109.0,420.0
2024-01-11 07:00:00+00:00,362.0,0.0,118.0,480.0
2024-01-11 08:00:00+00:00,289.0,0.0,98.0,387.0
2024-01-11 09:00:00+00:00,251.0,0.0,94.0,345.0
2024-01-11 10:00:00+00:00,295.0,0.0,98.0,393.0
2024-01-11 11:00:00+00:00,65.0,52.0,31.0,148.0
2024-01-11 12:00:00+00:00,0.0,133.0,9.0,142.0
2024-01-11 13:00:00+00:00,0.0,428.0,0.0,428.0
2024-01-11 14:00:00+00:00,0.0,522.0,0.0,522.0
2024-01-11 15:00:00+00:00,0.0,660.0,0.0,660.0
2024-01-11 16:00:00+00:00,0.0,700.0,0.0,700.0
2024-01-11 17:00:00+00:00,0.0,662.0,0.0,662.0
2024-01-11 18:00:00+00:00,0.0,557.0,0.0,557.0
2024-01-11 19:00:00+00:00,0.0,433.0,0.0,433.0
2024-01-11 20:00:00+00:00,0.0,167.0,0.0,167.0
2024-01-11 21:00:00+00:00,11.0,0.0,37.0,48.0
2024-01-11 22:00:00+00:00,190.0,0.0,90.0,280.0
2024-01-11 23:00:00+00:00,0.0,22.0,7.0,29.0
2024-01-12 00:00:00+00:00,0.0,0.0,23.0,23.0
2024-01-12 01:00:00+00:00,35.0,0.0,37.0,72.0
2024-01-12 02:00:00+00:00,112.0,0.0,77.0,189.0
2024-01-12 03:00:00+00:00,95.0,0.0,73.0,168.0
2024-01-12 04:00:00+00:00,98.0,0.0,61.0,159.0
2024-01-12 05:00:00+00:00,59.0,0.0,52.0,111.0
2024-01-12 06:00:00+00:00,0.0,30.0,25.0,55.0
2024-01-12 07:00:00+00:00,0.0,224.0,0.0,224.0
2024-01-12 08:00:00+00:00,0.0,175.0,0.0,175.0
2024-01-12 09:00:00+00:00,0.0,316.0,0.0,316.0
2024-01-12 10:00:00+00:00,0.0,348.0,0.0,348.0
2024-01-12 11:00:00+00:00,0.0,361.0,0.0,361.0
2024-01-12 12:00:00+00:00,0.0,596.0,0.0,596.0
2024-01-12 13:00:00+00:00,0.0,692.0,0.0,692.0
2024-01-12 14:00:00+00:00,0.0,768.0,0.0,768.0
2024-01-12 15:00:00+00:00,0.0,739.0,0.0,739.0
2024-01-12 16:00:00+00:00,0.0,775.0,0.0,775.0
2024-01-12 17:00:00+00:00,0.0,753.0,0.0,753.0
2024-01-12 18:00:00+00:00,0.0,673.0,0.0,673.0
2024-01-12 19:00:00+00:00,0.0,621.0,0.0,621.0
2024-01-12 20:00:00+00:00,0.0,428.0,0.0,428.0
2024-01-12 21:00:00+00:00,0.0,104.0,0.0,104.0
2024-01-12 22:00:00+00:00,103.0,0.0,57.0,160.0
2024-01-12 23:00:00+00:00,116.0,0.0,69.0,185.0
2024-01-13 00:00:00+00:00,114.0,0.0,68.0,182.0
2024-01-13 01:00:00+00:00,126.0,0.0,92.0,218.0
2024-01-13 02:00:00+00:00,171.0,0.0,121.0,292.0
2024-01-13 03:00:00+00:00,180.0,0.0,137.0,317.0
2024-01-13 04:00:00+00:00,197.0,0.0,146.0,343.0
2024-01-13 05:00:00+00:00,193.0,0.0,152.0,345.0
2024-01-13 06:00:00+00:00,160.0,0.0,143.0,303.0
2024-01-13 07:00:00+00:00,145.0,0.0,137.0,282.0
2024-01-13 08:00:00+00:00,166.0,0.0,141.0,307.0
2024-01-13 09:00:00+00:00,166.0,0.0,136.0,302.0
2024-01-13 10:00:00+00:00,154.0,0.0,134.0,288.0
2024-01-13 11:00:00+00:00,131.0,0.0,116.0,247.0
2024-01-13 12:00:00+00:00,143.0,0.0,122.0,265.0
2024-01-13 13:00:00+00:00,109.0,0.0,111.0,220.0
2024-01-13 14:00:00+00:00,83.0,0.0,104.0,187.0
2024-01-13 15:00:00+00:00,70.0,0.0,99.0,169.0
2024-01-13 16:00:00+00:00,39.0,0.0,88.0,127.0
2024-01-13 17:00:00+00:00,27.0,0.0,78.0,105.0
2024-01-13 18:00:00+00:00,0.0,0.0,62.0,62.0
2024-01-13 19:00:00+00:00,0.0,0.0,10.0,10.0
2024-01-13 20:00:00+00:00,0.0,19.0,0.0,19.0
2024-01-13 21:00:00+00:00,0.0,87.0,0.0,87.0
2024-01-13 22:00:00+00:00,0.0,0.0,5.0,5.0
2024-01-13 23:00:00+00:00,0.0,0.0,59.0,59.0
2024-01-14 00:00:00+00:00,20.0,0.0,73.0,93.0
2024-01-14 01:00:00+00:00,32.0,0.0,76.0,108.0
2024-01-14 02:00:00+00:00,30.0,0.0,82.0,112.0
2024-01-14 03:00:00+00:00,0.0,0.0,55.0,55.0
2024-01-14 04:00:00+00:00,0.0,0.0,12.0,12.0
2024-01-14 05:00:00+00:00,0.0,0.0,0.0,0.0
2024-01-14 06:00:00+00:00,0.0,0.0,7.0,7.0
2024-01-14 07:00:00+00:00,0.0,0.0,30.0,30.0
2024-01-14 08:00:00+00:00,0.0,0.0,23.0,23.0
2024-01-14 09:00:00+00:00,0.0,0.0,32.0,32.0
2024-01-14 10:00:00+00:00,0.0,0.0,18.0,18.0
2024-01-14 11:00:00+00:00,0.0,0.0,8.0,8.0
2024-01-14 12:00:00+00:00,0.0,0.0,7.0,7.0
2024-01-14 13:00:00+00:00,0.0,0.0,4.0,4.0
2024-01-14 14:00:00+00:00,0.0,0.0,0.0,0.0
2024-01-14 15:00:00+00:00,0.0,0.0,33.0,33.0
2024-01-14 16:00:00+00:00,0.0,0.0,74.0,74.0
2024-01-14 17:00:00+00:00,0.0,0.0,80.0,80.0
2024-01-14 18:00:00+00:00,0.0,0.0,85.0,85.0
2024-01-14 19:00:00+00:00,30.0,0.0,85.0,115.0
2024-01-14 20:00:00+00:00,0.0,0.0,23.0,23.0
2024-01-14 21:00:00+00:00,84.0,0.0,63.0,147.0
2024-01-14 22:00:00+00:00,37.0,0.0,53.0,90.0
2024-01-14 23:00:00+00:00,0.0,0.0,0.0,0.0
2024-01-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2024-01-15 01:00:00+00:00,0.0,0.0,11.0,11.0
2024-01-15 02:00:00+00:00,0.0,0.0,21.0,21.0
2024-01-15 03:00:00+00:00,0.0,0.0,17.0,17.0
2024-01-15 04:00:00+00:00,0.0,179.0,0.0,179.0
2024-01-15 05:00:00+00:00,0.0,170.0,0.0,170.0
2024-01-15 06:00:00+00:00,0.0,387.0,0.0,387.0
2024-01-15 07:00:00+00:00,0.0,449.0,0.0,449.0
2024-01-15 08:00:00+00:00,0.0,446.0,0.0,446.0
2024-01-15 09:00:00+00:00,0.0,452.0,0.0,452.0
2024-01-15 10:00:00+00:00,0.0,336.0,0.0,336.0
2024-01-15 11:00:00+00:00,0.0,328.0,0.0,328.0
2024-01-15 12:00:00+00:00,0.0,294.0,0.0,294.0
2024-01-15 13:00:00+00:00,0.0,310.0,0.0,310.0
2024-01-15 14:00:00+00:00,0.0,307.0,0.0,307.0
2024-01-15 15:00:00+00:00,0.0,353.0,0.0,353.0
2024-01-15 16:00:00+00:00,0.0,318.0,0.0,318.0
2024-01-15 17:00:00+00:00,0.0,278.0,0.0,278.0
2024-01-15 18:00:00+00:00,0.0,220.0,0.0,220.0
2024-01-15 19:00:00+00:00,0.0,37.0,0.0,37.0
2024-01-15 20:00:00+00:00,0.0,0.0,0.0,0.0
2024-01-15 21:00:00+00:00,0.0,0.0,0.0,0.0
2024-01-15 22:00:00+00:00,0.0,0.0,0.0,0.0
2024-01-15 23:00:00+00:00,0.0,48.0,0.0,48.0
2024-01-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2024-01-16 01:00:00+00:00,0.0,0.0,0.0,0.0
2024-01-16 02:00:00+00:00,0.0,0.0,1.0,1.0
2024-01-16 03:00:00+00:00,0.0,53.0,0.0,53.0
2024-01-16 04:00:00+00:00,0.0,335.0,0.0,335.0
2024-01-16 05:00:00+00:00,0.0,118.0,0.0,118.0
2024-01-16 06:00:00+00:00,0.0,22.0,0.0,22.0
2024-01-16 07:00:00+00:00,0.0,0.0,0.0,0.0
2024-01-16 08:00:00+00:00,0.0,17.0,0.0,17.0
2024-01-16 09:00:00+00:00,0.0,0.0,0.0,0.0
2024-01-16 10:00:00+00:00,0.0,27.0,0.0,27.0
2024-01-16 11:00:00+00:00,0.0,450.0,0.0,450.0
2024-01-16 12:00:00+00:00,0.0,528.0,0.0,528.0
2024-01-16 13:00:00+00:00,0.0,512.0,0.0,512.0
2024-01-16 14:00:00+00:00,0.0,529.0,0.0,529.0
2024-01-16 15:00:00+00:00,0.0,481.0,0.0,481.0
2024-01-16 16:00:00+00:00,0.0,398.0,0.0,398.0
2024-01-16 17:00:00+00:00,0.0,376.0,0.0,376.0
2024-01-16 18:00:00+00:00,0.0,322.0,0.0,322.0
2024-01-16 19:00:00+00:00,0.0,209.0,0.0,209.0
2024-01-16 20:00:00+00:00,0.0,257.0,0.0,257.0
2024-01-16 21:00:00+00:00,0.0,237.0,0.0,237.0
2024-01-16 22:00:00+00:00,0.0,90.0,0.0,90.0
2024-01-16 23:00:00+00:00,0.0,153.0,0.0,153.0
2024-01-17 00:00:00+00:00,0.0,234.0,0.0,234.0
2024-01-17 01:00:00+00:00,0.0,229.0,0.0,229.0
2024-01-17 02:00:00+00:00,0.0,213.0,0.0,213.0
2024-01-17 03:00:00+00:00,0.0,355.0,0.0,355.0
2024-01-17 04:00:00+00:00,0.0,421.0,0.0,421.0
2024-01-17 05:00:00+00:00,0.0,459.0,0.0,459.0
2024-01-17 06:00:00+00:00,0.0,624.0,0.0,624.0
2024-01-17 07:00:00+00:00,0.0,500.0,0.0,500.0
2024-01-17 08:00:00+00:00,0.0,379.0,0.0,379.0
2024-01-17 09:00:00+00:00,0.0,386.0,0.0,386.0
2024-01-17 10:00:00+00:00,0.0,123.0,0.0,123.0
2024-01-17 11:00:00+00:00,0.0,226.0,0.0,226.0
2024-01-17 12:00:00+00:00,0.0,125.0,0.0,125.0
2024-01-17 13:00:00+00:00,0.0,0.0,12.0,12.0
2024-01-17 14:00:00+00:00,0.0,17.0,0.0,17.0
2024-01-17 15:00:00+00:00,0.0,25.0,0.0,25.0
2024-01-17 16:00:00+00:00,0.0,0.0,27.0,27.0
2024-01-17 17:00:00+00:00,86.0,0.0,70.0,156.0
2024-01-17 18:00:00+00:00,150.0,0.0,80.0,230.0
2024-01-17 19:00:00+00:00,208.0,0.0,97.0,305.0
2024-01-17 20:00:00+00:00,159.0,0.0,84.0,243.0
2024-01-17 21:00:00+00:00,114.0,0.0,78.0,192.0
2024-01-17 22:00:00+00:00,63.0,0.0,59.0,122.0
2024-01-17 23:00:00+00:00,187.0,0.0,81.0,268.0
2024-01-18 00:00:00+00:00,180.0,0.0,80.0,260.0
2024-01-18 01:00:00+00:00,192.0,0.0,91.0,283.0
2024-01-18 02:00:00+00:00,241.0,0.0,113.0,354.0
2024-01-18 03:00:00+00:00,277.0,0.0,133.0,410.0
2024-01-18 04:00:00+00:00,208.0,0.0,116.0,324.0
2024-01-18 05:00:00+00:00,111.0,0.0,108.0,219.0
2024-01-18 06:00:00+00:00,82.0,0.0,104.0,186.0
2024-01-18 07:00:00+00:00,50.0,0.0,80.0,130.0
2024-01-18 08:00:00+00:00,44.0,0.0,80.0,124.0
2024-01-18 09:00:00+00:00,33.0,0.0,80.0,113.0
2024-01-18 10:00:00+00:00,0.0,0.0,60.0,60.0
2024-01-18 11:00:00+00:00,0.0,0.0,46.0,46.0
2024-01-18 12:00:00+00:00,0.0,0.0,59.0,59.0
2024-01-18 13:00:00+00:00,0.0,0.0,31.0,31.0
2024-01-18 14:00:00+00:00,0.0,0.0,36.0,36.0
