,CZ,DE,HU,IT,SI,CH,sum
2022-01-01 00:00:00+00:00,790.0,1757.0,0.0,0.0,32.5,0.0,1987.0
2022-01-01 01:00:00+00:00,609.0,1715.0,0.0,0.0,29.75,0.0,1897.0
2022-01-01 02:00:00+00:00,576.0,1617.0,0.0,0.0,75.25,0.0,1836.25
2022-01-01 03:00:00+00:00,531.0,1453.75,0.0,0.0,85.25,0.0,1671.75
2022-01-01 04:00:00+00:00,515.0,1463.0,0.0,0.0,97.5,0.0,1689.25
2022-01-01 05:00:00+00:00,583.0,1543.5,0.0,0.0,109.75,0.0,1799.0
2022-01-01 06:00:00+00:00,715.0,1375.5,0.75,0.0,167.25,0.0,1722.25
2022-01-01 07:00:00+00:00,752.0,1424.0,0.0,0.0,141.5,0.0,1753.5
2022-01-01 08:00:00+00:00,758.0,1550.5,40.5,0.0,130.75,0.0,1911.25
2022-01-01 09:00:00+00:00,603.0,1521.0,0.0,0.0,102.75,0.0,1774.5
2022-01-01 10:00:00+00:00,293.0,1304.25,0.0,0.0,18.25,0.0,1395.75
2022-01-01 11:00:00+00:00,263.0,1275.25,0.0,0.0,11.5,0.0,1352.5
2022-01-01 12:00:00+00:00,212.0,997.0,0.0,0.0,8.5,0.0,1058.5
2022-01-01 13:00:00+00:00,342.0,856.5,0.0,0.0,10.25,0.0,952.25
2022-01-01 14:00:00+00:00,581.0,941.0,0.0,0.0,0.25,0.0,1086.5
2022-01-01 15:00:00+00:00,858.0,869.75,0.0,0.0,0.0,0.0,1084.25
2022-01-01 16:00:00+00:00,1054.0,889.5,0.0,0.0,0.0,0.0,1153.0
2022-01-01 17:00:00+00:00,1119.0,1066.5,0.0,0.0,0.0,0.0,1346.25
2022-01-01 18:00:00+00:00,1229.0,1226.0,0.0,0.0,0.0,0.0,1533.25
2022-01-01 19:00:00+00:00,1193.0,1375.75,0.0,0.0,0.0,0.0,1674.0
2022-01-01 20:00:00+00:00,1229.0,1305.25,0.0,0.0,0.0,0.0,1612.5
2022-01-01 21:00:00+00:00,1358.0,1335.5,42.25,0.0,0.0,0.0,1717.25
2022-01-01 22:00:00+00:00,1273.0,1501.0,71.5,0.0,3.5,0.0,1894.25
2022-01-01 23:00:00+00:00,1658.0,1688.25,146.75,0.0,6.0,0.0,2255.5
2022-01-02 00:00:00+00:00,1626.0,1724.5,189.75,0.0,14.25,0.0,2335.0
2022-01-02 01:00:00+00:00,1354.0,1759.0,258.25,0.0,32.75,0.0,2388.5
2022-01-02 02:00:00+00:00,1213.0,1795.75,277.25,0.0,11.25,0.0,2387.5
2022-01-02 03:00:00+00:00,1194.0,1667.5,276.0,0.0,13.25,0.0,2255.25
2022-01-02 04:00:00+00:00,1183.0,1718.5,264.75,0.0,24.5,0.0,2303.5
2022-01-02 05:00:00+00:00,1176.0,1787.75,231.5,0.0,14.75,0.0,2328.0
2022-01-02 06:00:00+00:00,1248.0,1973.5,162.5,0.0,11.0,0.0,2459.0
2022-01-02 07:00:00+00:00,1393.0,2298.0,7.75,0.0,0.5,0.0,2654.5
2022-01-02 08:00:00+00:00,1454.0,2396.5,0.0,0.0,0.0,0.0,2760.0
2022-01-02 09:00:00+00:00,1379.0,2539.25,0.0,0.0,0.0,0.0,2884.0
2022-01-02 10:00:00+00:00,1335.0,2795.0,0.0,0.0,0.0,0.0,3128.75
2022-01-02 11:00:00+00:00,1334.0,2753.0,0.0,0.0,0.0,0.0,3086.5
2022-01-02 12:00:00+00:00,1339.0,2508.5,0.0,0.0,0.0,0.0,2843.25
2022-01-02 13:00:00+00:00,1418.0,2532.75,0.0,0.0,0.0,0.0,2887.25
2022-01-02 14:00:00+00:00,1485.0,2719.25,0.0,0.0,0.0,0.0,3090.5
2022-01-02 15:00:00+00:00,1635.0,2340.25,0.0,0.0,0.0,0.0,2749.0
2022-01-02 16:00:00+00:00,1740.0,2026.25,0.0,0.0,0.0,0.0,2461.25
2022-01-02 17:00:00+00:00,1656.0,2200.5,0.0,0.0,0.0,0.0,2614.5
2022-01-02 18:00:00+00:00,1627.0,2661.0,0.0,0.0,0.0,0.0,3067.75
2022-01-02 19:00:00+00:00,1529.0,2812.25,0.0,0.0,0.0,0.0,3194.5
2022-01-02 20:00:00+00:00,1428.0,2821.0,0.0,0.0,0.0,0.0,3178.0
2022-01-02 21:00:00+00:00,1504.0,2675.5,0.0,0.0,0.0,0.0,3051.5
2022-01-02 22:00:00+00:00,1321.0,2623.75,0.0,0.0,0.0,0.0,2954.0
2022-01-02 23:00:00+00:00,1230.0,2480.75,0.0,0.0,0.0,0.0,2788.25
2022-01-03 00:00:00+00:00,843.0,2397.0,0.0,0.0,0.0,0.0,2607.75
2022-01-03 01:00:00+00:00,728.0,2321.0,0.0,0.0,0.25,0.0,2503.25
2022-01-03 02:00:00+00:00,682.0,2182.75,0.0,0.0,3.0,0.0,2356.25
2022-01-03 03:00:00+00:00,713.0,2287.5,0.0,0.0,0.0,0.0,2465.75
2022-01-03 04:00:00+00:00,962.0,2358.75,0.0,0.0,0.0,0.0,2599.25
2022-01-03 05:00:00+00:00,1109.0,2670.75,0.0,0.0,0.0,0.0,2948.0
2022-01-03 06:00:00+00:00,1022.0,2117.0,0.0,0.0,0.0,0.0,2372.5
2022-01-03 07:00:00+00:00,1173.0,1980.0,0.0,0.0,0.0,0.0,2273.25
2022-01-03 08:00:00+00:00,1338.0,2166.75,0.0,0.0,0.0,0.0,2501.25
2022-01-03 09:00:00+00:00,1271.0,2228.0,0.0,0.0,0.0,0.0,2545.75
2022-01-03 10:00:00+00:00,1245.0,2243.75,0.0,0.0,0.0,0.0,2555.0
2022-01-03 11:00:00+00:00,1175.0,2144.5,0.0,0.0,0.0,0.0,2438.25
2022-01-03 12:00:00+00:00,1205.0,2093.25,0.0,0.0,0.0,0.0,2394.5
2022-01-03 13:00:00+00:00,1264.0,2044.75,0.0,0.0,0.0,0.0,2360.75
2022-01-03 14:00:00+00:00,1239.0,1924.25,0.0,0.0,0.0,0.0,2234.0
2022-01-03 15:00:00+00:00,1454.0,1855.25,0.0,0.0,0.0,0.0,2218.75
2022-01-03 16:00:00+00:00,1616.0,1526.5,0.0,0.0,0.0,0.0,1930.5
2022-01-03 17:00:00+00:00,1628.0,1531.25,0.0,0.0,0.0,0.0,1938.25
2022-01-03 18:00:00+00:00,1625.0,1619.25,0.0,0.0,0.0,0.0,2025.5
2022-01-03 19:00:00+00:00,1596.0,1831.5,0.0,0.0,0.0,0.0,2230.5
2022-01-03 20:00:00+00:00,1686.0,2003.0,0.0,0.0,0.0,0.0,2424.5
2022-01-03 21:00:00+00:00,1622.0,1636.5,0.0,0.0,0.0,0.0,2042.0
