,AL,BA,IT,XK,RS,sum
2023-01-01 00:00:00+00:00,3.0,433.0,0.0,0.0,86.0,522.0
2023-01-01 01:00:00+00:00,19.0,388.0,0.0,0.0,72.0,479.0
2023-01-01 02:00:00+00:00,8.0,330.0,0.0,0.0,71.0,409.0
2023-01-01 03:00:00+00:00,0.0,144.0,0.0,0.0,12.0,156.0
2023-01-01 04:00:00+00:00,0.0,157.0,0.0,0.0,0.0,157.0
2023-01-01 05:00:00+00:00,0.0,163.0,0.0,0.0,0.0,163.0
2023-01-01 06:00:00+00:00,0.0,145.0,0.0,0.0,0.0,145.0
2023-01-01 07:00:00+00:00,28.0,85.0,0.0,60.0,0.0,173.0
2023-01-01 08:00:00+00:00,38.0,120.0,0.0,72.0,0.0,230.0
2023-01-01 09:00:00+00:00,115.0,302.0,0.0,120.0,0.0,537.0
2023-01-01 10:00:00+00:00,170.0,290.0,0.0,145.0,0.0,605.0
2023-01-01 11:00:00+00:00,126.0,333.0,0.0,105.0,0.0,564.0
2023-01-01 12:00:00+00:00,112.0,360.0,0.0,98.0,0.0,570.0
2023-01-01 13:00:00+00:00,17.0,463.0,0.0,29.0,0.0,509.0
2023-01-01 14:00:00+00:00,0.0,595.0,0.0,0.0,10.0,605.0
2023-01-01 15:00:00+00:00,0.0,643.0,0.0,0.0,123.0,766.0
2023-01-01 16:00:00+00:00,0.0,667.0,0.0,0.0,236.0,903.0
2023-01-01 17:00:00+00:00,0.0,598.0,0.0,0.0,188.0,786.0
2023-01-01 18:00:00+00:00,0.0,661.0,0.0,0.0,218.0,879.0
2023-01-01 19:00:00+00:00,0.0,534.0,0.0,0.0,193.0,727.0
2023-01-01 20:00:00+00:00,0.0,492.0,0.0,0.0,163.0,655.0
2023-01-01 21:00:00+00:00,0.0,448.0,0.0,0.0,127.0,575.0
2023-01-01 22:00:00+00:00,0.0,492.0,0.0,0.0,92.0,584.0
2023-01-01 23:00:00+00:00,4.0,518.0,0.0,0.0,43.0,565.0
2023-01-02 00:00:00+00:00,19.0,492.0,0.0,35.0,0.0,546.0
2023-01-02 01:00:00+00:00,40.0,429.0,0.0,61.0,0.0,530.0
2023-01-02 02:00:00+00:00,12.0,428.0,0.0,64.0,0.0,504.0
2023-01-02 03:00:00+00:00,0.0,479.0,0.0,40.0,0.0,519.0
2023-01-02 04:00:00+00:00,1.0,480.0,0.0,42.0,0.0,523.0
2023-01-02 05:00:00+00:00,13.0,407.0,0.0,72.0,0.0,492.0
2023-01-02 06:00:00+00:00,19.0,407.0,0.0,43.0,0.0,469.0
2023-01-02 07:00:00+00:00,34.0,367.0,0.0,43.0,0.0,444.0
2023-01-02 08:00:00+00:00,43.0,377.0,0.0,26.0,38.0,484.0
2023-01-02 09:00:00+00:00,29.0,390.0,0.0,5.0,104.0,528.0
2023-01-02 10:00:00+00:00,68.0,348.0,0.0,24.0,90.0,530.0
2023-01-02 11:00:00+00:00,3.0,421.0,0.0,0.0,140.0,564.0
2023-01-02 12:00:00+00:00,8.0,424.0,0.0,0.0,142.0,574.0
2023-01-02 13:00:00+00:00,6.0,484.0,0.0,0.0,120.0,610.0
2023-01-02 14:00:00+00:00,0.0,503.0,0.0,0.0,147.0,650.0
2023-01-02 15:00:00+00:00,0.0,370.0,0.0,0.0,209.0,579.0
2023-01-02 16:00:00+00:00,0.0,641.0,0.0,0.0,249.0,890.0
