,DE,SE,NO,UK,NL,sum
2023-04-19 08:00:00+00:00,14.25,604.0,2.0,,697.0,340.0
2023-04-19 09:00:00+00:00,176.25,22.0,1.0,,697.0,356.25
2023-04-19 10:00:00+00:00,214.25,0.0,1.0,,697.0,388.75
2023-04-19 11:00:00+00:00,192.75,0.0,1.0,,697.0,367.25
2023-04-19 12:00:00+00:00,0.0,0.0,1.0,,697.0,174.5
2023-04-19 13:00:00+00:00,3.75,0.0,1.0,,697.0,178.25
2023-04-19 14:00:00+00:00,97.25,116.0,1.0,,697.0,300.75
2023-04-19 15:00:00+00:00,0.0,825.0,1.0,,669.0,373.75
2023-04-19 16:00:00+00:00,0.0,936.0,11.0,,9.0,239.0
2023-04-19 17:00:00+00:00,0.0,1571.0,341.0,,0.0,478.0
2023-04-19 18:00:00+00:00,0.0,997.0,580.0,,0.0,394.25
2023-04-19 19:00:00+00:00,0.0,953.0,732.0,,0.0,421.25
2023-04-19 20:00:00+00:00,0.0,863.0,400.0,,0.0,315.75
2023-04-19 21:00:00+00:00,0.0,1036.0,27.0,,0.0,265.75
2023-04-19 22:00:00+00:00,0.0,1069.0,177.0,,0.0,311.5
2023-04-19 23:00:00+00:00,9.75,1096.0,0.0,,0.0,283.75
2023-04-20 00:00:00+00:00,0.25,791.0,63.0,,0.0,213.75
2023-04-20 01:00:00+00:00,48.25,865.0,1.0,,0.0,264.75
2023-04-20 02:00:00+00:00,0.0,1047.0,6.0,,0.0,263.25
2023-04-20 03:00:00+00:00,0.0,1104.0,241.0,,0.0,336.25
2023-04-20 04:00:00+00:00,0.0,1334.0,123.0,,0.0,364.25
2023-04-20 05:00:00+00:00,8.0,1255.0,35.0,,0.0,330.5
2023-04-20 06:00:00+00:00,0.75,1030.0,48.0,,0.0,270.25
2023-04-20 07:00:00+00:00,30.75,701.0,1.0,,0.0,206.25
2023-04-20 08:00:00+00:00,24.0,537.0,1.0,,0.0,158.5
2023-04-20 09:00:00+00:00,3.0,210.0,0.0,,0.0,55.5
2023-04-20 10:00:00+00:00,25.0,186.0,1.0,,0.0,71.75
2023-04-20 11:00:00+00:00,0.5,123.0,1.0,,0.0,31.5
2023-04-20 12:00:00+00:00,11.5,84.0,1.0,,0.0,32.75
2023-04-20 13:00:00+00:00,43.5,69.0,1.0,,0.0,61.0
2023-04-20 14:00:00+00:00,22.5,59.0,1.0,,0.0,37.5
2023-04-20 15:00:00+00:00,14.0,510.0,1.0,,0.0,141.75
2023-04-20 16:00:00+00:00,91.75,848.0,11.0,,0.0,306.5
2023-04-20 17:00:00+00:00,0.0,1156.0,184.0,,0.0,335.0
2023-04-20 18:00:00+00:00,0.0,1050.0,439.0,,0.0,372.25
2023-04-20 19:00:00+00:00,1.25,1071.0,402.0,,0.0,369.5
2023-04-20 20:00:00+00:00,0.0,1098.0,337.0,,0.0,358.75
2023-04-20 21:00:00+00:00,0.75,1224.0,301.0,,0.0,382.0
2023-04-20 22:00:00+00:00,56.75,1109.0,10.0,,0.0,336.5
2023-04-20 23:00:00+00:00,41.0,873.0,1.0,,0.0,259.5
2023-04-21 00:00:00+00:00,22.25,890.0,1.0,,0.0,245.0
2023-04-21 01:00:00+00:00,35.25,1115.0,5.0,,0.0,315.25
2023-04-21 02:00:00+00:00,41.75,1017.0,259.0,,0.0,360.75
2023-04-21 03:00:00+00:00,51.25,1086.0,702.0,,0.0,498.25
2023-04-21 04:00:00+00:00,3.5,989.0,1124.0,,0.0,531.75
2023-04-21 05:00:00+00:00,19.0,1155.0,1159.0,,0.0,597.5
2023-04-21 06:00:00+00:00,217.0,1083.0,1129.0,,0.0,770.0
2023-04-21 07:00:00+00:00,86.0,1075.0,532.0,,0.0,487.75
2023-04-21 08:00:00+00:00,0.0,971.0,79.0,,0.0,262.5
2023-04-21 09:00:00+00:00,18.0,666.0,1.0,,0.0,184.75
2023-04-21 10:00:00+00:00,437.0,107.0,1.0,,0.0,464.0
2023-04-21 11:00:00+00:00,839.75,4.0,1.0,,0.0,841.0
2023-04-21 12:00:00+00:00,698.0,4.0,1.0,,0.0,699.25
2023-04-21 13:00:00+00:00,921.75,4.0,1.0,,0.0,923.0
2023-04-21 14:00:00+00:00,517.75,224.0,7.0,,0.0,575.5
2023-04-21 15:00:00+00:00,400.25,1058.0,328.0,,0.0,746.75
2023-04-21 16:00:00+00:00,571.0,1045.0,774.0,,0.0,1025.75
2023-04-21 17:00:00+00:00,107.25,1069.0,1134.0,,0.0,658.0
2023-04-21 18:00:00+00:00,330.75,1102.0,1160.0,,0.0,896.25
2023-04-21 19:00:00+00:00,79.75,1199.0,1160.0,,0.0,669.5
2023-04-21 20:00:00+00:00,0.0,1230.0,1159.0,,0.0,597.25
2023-04-21 21:00:00+00:00,0.0,1193.0,1003.0,,0.0,549.0
2023-04-21 22:00:00+00:00,37.0,1271.0,811.0,,0.0,557.5
2023-04-21 23:00:00+00:00,24.25,1341.0,486.0,,0.0,481.0
2023-04-22 00:00:00+00:00,49.0,1379.0,190.0,,0.0,441.25
2023-04-22 01:00:00+00:00,57.5,1243.0,208.0,,0.0,420.25
2023-04-22 02:00:00+00:00,0.0,1357.0,605.0,,0.0,490.5
2023-04-22 03:00:00+00:00,0.0,1346.0,905.0,,0.0,562.75
2023-04-22 04:00:00+00:00,0.0,1317.0,1140.0,,0.0,614.25
2023-04-22 05:00:00+00:00,0.0,1287.0,555.0,,0.0,460.5
2023-04-22 06:00:00+00:00,109.0,1256.0,33.0,,0.0,431.25
2023-04-22 07:00:00+00:00,145.75,1226.0,1.0,,0.0,452.5
2023-04-22 08:00:00+00:00,66.5,1159.0,1.0,,0.0,356.5
2023-04-22 09:00:00+00:00,193.0,1054.0,0.0,,0.0,456.5
2023-04-22 10:00:00+00:00,626.5,513.0,1.0,,0.0,755.0
2023-04-22 11:00:00+00:00,762.0,145.0,1.0,,0.0,798.5
2023-04-22 12:00:00+00:00,475.25,267.0,1.0,,0.0,542.25
2023-04-22 13:00:00+00:00,835.0,550.0,1.0,,0.0,972.75
2023-04-22 14:00:00+00:00,469.5,818.0,1.0,,0.0,674.25
2023-04-22 15:00:00+00:00,0.0,1266.0,96.0,,0.0,340.5
2023-04-22 16:00:00+00:00,0.0,1644.0,673.0,,0.0,579.25
2023-04-22 17:00:00+00:00,0.0,1603.0,1121.0,,0.0,681.0
2023-04-22 18:00:00+00:00,0.0,1271.0,1159.0,,0.0,607.5
2023-04-22 19:00:00+00:00,0.0,1347.0,1151.0,,0.0,624.5
2023-04-22 20:00:00+00:00,0.0,1326.0,1013.0,,0.0,584.75
2023-04-22 21:00:00+00:00,0.0,1291.0,874.0,,0.0,541.25
2023-04-22 22:00:00+00:00,0.0,1265.0,716.0,,0.0,495.25
2023-04-22 23:00:00+00:00,0.0,1507.0,705.0,,0.0,553.0
2023-04-23 00:00:00+00:00,0.0,1472.0,441.0,,0.0,478.25
2023-04-23 01:00:00+00:00,0.0,1527.0,112.0,,0.0,409.75
2023-04-23 02:00:00+00:00,0.0,1649.0,556.0,,0.0,551.25
2023-04-23 03:00:00+00:00,0.0,1663.0,909.0,,0.0,643.0
2023-04-23 04:00:00+00:00,0.0,1426.0,809.0,,0.0,558.75
2023-04-23 05:00:00+00:00,0.0,1547.0,585.0,,0.0,533.0
2023-04-23 06:00:00+00:00,0.0,1632.0,541.0,,43.0,554.0
2023-04-23 07:00:00+00:00,0.0,1289.0,12.0,,699.0,500.0
2023-04-23 08:00:00+00:00,0.0,1154.0,1.0,,698.0,463.25
2023-04-23 09:00:00+00:00,0.0,1031.0,1.0,,697.0,432.25
2023-04-23 10:00:00+00:00,63.75,474.0,1.0,,695.0,356.25
2023-04-23 11:00:00+00:00,951.75,13.0,1.0,,640.0,1115.25
2023-04-23 12:00:00+00:00,1611.25,0.0,1.0,,273.0,1679.75
2023-04-23 13:00:00+00:00,1943.0,0.0,1.0,,0.0,1943.25
2023-04-23 14:00:00+00:00,1545.75,150.0,5.0,,0.0,1584.5
2023-04-23 15:00:00+00:00,585.75,1114.0,475.0,,0.0,983.0
2023-04-23 16:00:00+00:00,0.25,1317.0,853.0,,51.0,555.5
2023-04-23 17:00:00+00:00,0.0,1623.0,1140.0,,346.0,777.25
2023-04-23 18:00:00+00:00,0.0,1539.0,1160.0,,66.0,691.25
2023-04-23 19:00:00+00:00,11.75,1222.0,1160.0,,0.0,607.25
2023-04-23 20:00:00+00:00,13.75,1317.0,1150.0,,0.0,630.5
2023-04-23 21:00:00+00:00,14.75,1053.0,987.0,,0.0,524.75
2023-04-23 22:00:00+00:00,303.0,1179.0,672.0,,0.0,765.75
2023-04-23 23:00:00+00:00,188.5,1228.0,271.0,,0.0,563.25
2023-04-24 00:00:00+00:00,283.5,1158.0,26.0,,114.0,608.0
2023-04-24 01:00:00+00:00,301.75,1126.0,132.0,,243.0,677.0
2023-04-24 02:00:00+00:00,162.5,1004.0,265.0,,179.0,524.5
2023-04-24 03:00:00+00:00,91.0,1182.0,439.0,,141.0,531.5
2023-04-24 04:00:00+00:00,0.0,1332.0,822.0,,306.0,615.0
2023-04-24 05:00:00+00:00,0.0,836.0,999.0,,75.0,477.5
2023-04-24 06:00:00+00:00,27.0,832.0,634.0,,0.0,393.5
2023-04-24 07:00:00+00:00,898.75,804.0,271.0,,0.0,1167.5
2023-04-24 08:00:00+00:00,1056.75,584.0,3.0,,0.0,1203.5
2023-04-24 09:00:00+00:00,1402.0,496.0,1.0,,0.0,1526.25
2023-04-24 10:00:00+00:00,1315.25,520.0,1.0,,412.0,1548.5
2023-04-24 11:00:00+00:00,1195.75,528.0,1.0,,545.0,1464.25
2023-04-24 12:00:00+00:00,635.25,725.0,1.0,,685.0,988.0
2023-04-24 13:00:00+00:00,474.0,607.0,1.0,,554.0,764.5
2023-04-24 14:00:00+00:00,431.25,885.0,1.0,,86.0,674.25
2023-04-24 15:00:00+00:00,742.25,799.0,2.0,,0.0,942.5
2023-04-24 16:00:00+00:00,445.25,936.0,265.0,,38.0,755.0
2023-04-24 17:00:00+00:00,160.5,520.0,425.0,,0.0,396.75
2023-04-24 18:00:00+00:00,0.0,364.0,357.0,,0.0,180.25
2023-04-24 19:00:00+00:00,1.0,370.0,280.0,,0.0,163.5
2023-04-24 20:00:00+00:00,23.0,66.0,5.0,,0.0,40.75
2023-04-24 21:00:00+00:00,1.0,4.0,1.0,,0.0,2.25
2023-04-24 22:00:00+00:00,398.25,4.0,1.0,,0.0,399.5
2023-04-24 23:00:00+00:00,236.0,0.0,1.0,,0.0,236.25
2023-04-25 00:00:00+00:00,243.5,9.0,1.0,,0.0,246.0
2023-04-25 01:00:00+00:00,495.5,129.0,1.0,,0.0,528.0
2023-04-25 02:00:00+00:00,369.5,27.0,1.0,,0.0,376.5
2023-04-25 03:00:00+00:00,115.25,0.0,1.0,,0.0,115.5
2023-04-25 04:00:00+00:00,185.0,0.0,43.0,,0.0,195.75
2023-04-25 05:00:00+00:00,24.0,73.0,61.0,,0.0,57.5
2023-04-25 06:00:00+00:00,33.75,22.0,1.0,,0.0,39.5
2023-04-25 07:00:00+00:00,280.75,0.0,1.0,,0.0,281.0
2023-04-25 08:00:00+00:00,305.75,0.0,1.0,,0.0,306.0
2023-04-25 09:00:00+00:00,426.75,0.0,0.0,,242.0,487.25
2023-04-25 10:00:00+00:00,60.5,0.0,0.0,,435.0,169.25
2023-04-25 11:00:00+00:00,66.5,0.0,0.0,,382.0,162.0
2023-04-25 12:00:00+00:00,38.5,0.0,0.0,,318.0,118.0
2023-04-25 13:00:00+00:00,50.25,0.0,0.0,,9.0,52.5
2023-04-25 14:00:00+00:00,38.25,0.0,0.0,,0.0,38.25
2023-04-25 15:00:00+00:00,11.0,0.0,0.0,,0.0,11.0
2023-04-25 16:00:00+00:00,73.5,10.0,0.0,,0.0,76.0
2023-04-25 17:00:00+00:00,51.5,0.0,0.0,,0.0,51.5
2023-04-25 18:00:00+00:00,141.25,0.0,0.0,,0.0,141.25
2023-04-25 19:00:00+00:00,72.25,0.0,0.0,,0.0,72.25
2023-04-25 20:00:00+00:00,78.75,0.0,0.0,,0.0,78.75
2023-04-25 21:00:00+00:00,93.75,0.0,0.0,,0.0,93.75
2023-04-25 22:00:00+00:00,263.25,0.0,0.0,,0.0,263.25
2023-04-25 23:00:00+00:00,197.5,0.0,0.0,,0.0,197.5
2023-04-26 00:00:00+00:00,240.25,0.0,0.0,,0.0,240.25
2023-04-26 01:00:00+00:00,233.5,0.0,0.0,,0.0,233.5
2023-04-26 02:00:00+00:00,407.75,0.0,0.0,,0.0,407.75
2023-04-26 03:00:00+00:00,431.0,0.0,0.0,,0.0,431.0
2023-04-26 04:00:00+00:00,208.0,0.0,0.0,,0.0,208.0
2023-04-26 05:00:00+00:00,212.75,0.0,0.0,,0.0,212.75
2023-04-26 06:00:00+00:00,286.0,0.0,0.0,,0.0,286.0
2023-04-26 07:00:00+00:00,575.5,0.0,0.0,,0.0,575.5
2023-04-26 08:00:00+00:00,588.5,0.0,0.0,,0.0,588.5
2023-04-26 09:00:00+00:00,61.0,0.0,0.0,,0.0,61.0
2023-04-26 10:00:00+00:00,43.75,0.0,0.0,,0.0,43.75
2023-04-26 11:00:00+00:00,37.25,0.0,0.0,,0.0,37.25
2023-04-26 12:00:00+00:00,16.25,0.0,0.0,,0.0,16.25
2023-04-26 13:00:00+00:00,92.75,0.0,0.0,,0.0,92.75
2023-04-26 14:00:00+00:00,5.0,0.0,0.0,,0.0,5.0
2023-04-26 15:00:00+00:00,178.0,0.0,0.0,,0.0,178.0
2023-04-26 16:00:00+00:00,26.75,193.0,3.0,,0.0,75.75
2023-04-26 17:00:00+00:00,0.0,186.0,85.0,,0.0,67.75
2023-04-26 18:00:00+00:00,0.0,449.0,167.0,,0.0,154.0
2023-04-26 19:00:00+00:00,0.0,460.0,342.0,,0.0,200.5
2023-04-26 20:00:00+00:00,0.0,759.0,337.0,,0.0,274.0
2023-04-26 21:00:00+00:00,0.0,880.0,397.0,,0.0,319.25
2023-04-26 22:00:00+00:00,0.0,752.0,611.0,,0.0,340.75
2023-04-26 23:00:00+00:00,0.0,581.0,374.0,,0.0,238.75
2023-04-27 00:00:00+00:00,0.0,574.0,297.0,,0.0,217.75
2023-04-27 01:00:00+00:00,0.0,600.0,347.0,,0.0,236.75
2023-04-27 02:00:00+00:00,0.0,740.0,316.0,,0.0,264.0
2023-04-27 03:00:00+00:00,0.0,767.0,575.0,,0.0,335.5
2023-04-27 04:00:00+00:00,0.0,850.0,476.0,,0.0,331.5
2023-04-27 05:00:00+00:00,0.0,609.0,276.0,,34.0,229.75
2023-04-27 06:00:00+00:00,0.0,75.0,0.0,,455.0,132.5
2023-04-27 07:00:00+00:00,0.0,0.0,0.0,,698.0,174.5
2023-04-27 08:00:00+00:00,0.0,0.0,0.0,,698.0,174.5
2023-04-27 09:00:00+00:00,0.0,0.0,0.0,,689.0,172.25
2023-04-27 10:00:00+00:00,0.0,0.0,0.0,,489.0,122.25
2023-04-27 11:00:00+00:00,0.0,0.0,0.0,,196.0,49.0
2023-04-27 12:00:00+00:00,0.0,0.0,0.0,,199.0,49.75
2023-04-27 13:00:00+00:00,0.0,0.0,0.0,,505.0,126.25
2023-04-27 14:00:00+00:00,0.0,22.0,0.0,,530.0,138.0
2023-04-27 15:00:00+00:00,0.0,191.0,124.0,,299.0,153.5
2023-04-27 16:00:00+00:00,0.0,532.0,465.0,,58.0,263.75
2023-04-27 17:00:00+00:00,0.0,548.0,742.0,,604.0,473.5
2023-04-27 18:00:00+00:00,0.0,893.0,1158.0,,384.0,608.75
2023-04-27 19:00:00+00:00,0.0,1075.0,1563.0,,341.0,744.75
2023-04-27 20:00:00+00:00,0.0,1257.0,1608.0,,426.0,822.75
2023-04-27 21:00:00+00:00,0.0,1387.0,1407.0,,645.0,859.75
2023-04-27 22:00:00+00:00,0.0,1686.0,1172.0,,358.0,804.0
2023-04-27 23:00:00+00:00,0.0,1781.0,833.0,,665.0,819.75
2023-04-28 00:00:00+00:00,0.0,1837.0,503.0,,633.0,743.25
2023-04-28 01:00:00+00:00,0.0,1827.0,629.0,,671.0,781.75
2023-04-28 02:00:00+00:00,0.0,1678.0,714.0,,672.0,766.0
2023-04-28 03:00:00+00:00,0.0,1708.0,980.0,,540.0,807.0
2023-04-28 04:00:00+00:00,0.0,1587.0,1176.0,,557.0,830.0
2023-04-28 05:00:00+00:00,0.0,1344.0,1147.0,,580.0,767.75
2023-04-28 06:00:00+00:00,126.5,1020.0,567.0,,0.0,523.25
2023-04-28 07:00:00+00:00,0.0,1240.0,865.0,,0.0,526.25
2023-04-28 08:00:00+00:00,0.0,1276.0,537.0,,208.0,505.25
2023-04-28 09:00:00+00:00,0.0,1542.0,195.0,,0.0,434.25
2023-04-28 10:00:00+00:00,0.0,1276.0,13.0,,0.0,322.25
2023-04-28 11:00:00+00:00,0.0,873.0,47.0,,0.0,230.0
2023-04-28 12:00:00+00:00,0.0,805.0,36.0,,345.0,296.5
2023-04-28 13:00:00+00:00,0.0,920.0,289.0,,426.0,408.75
2023-04-28 14:00:00+00:00,0.0,1044.0,399.0,,492.0,483.75
2023-04-28 15:00:00+00:00,0.0,1319.0,898.0,,678.0,723.75
2023-04-28 16:00:00+00:00,0.0,1318.0,991.0,,632.0,735.25
2023-04-28 17:00:00+00:00,0.0,1171.0,1397.0,,72.0,660.0
2023-04-28 18:00:00+00:00,0.0,1066.0,1616.0,,0.0,670.5
2023-04-28 19:00:00+00:00,0.0,1328.0,1631.0,,72.0,757.75
2023-04-28 20:00:00+00:00,0.0,1235.0,1631.0,,0.0,716.5
2023-04-28 21:00:00+00:00,0.0,1159.0,1631.0,,42.0,708.0
2023-04-28 22:00:00+00:00,0.0,1095.0,1631.0,,0.0,681.5
2023-04-28 23:00:00+00:00,0.0,1139.0,1621.0,,0.0,690.0
2023-04-29 00:00:00+00:00,0.0,1221.0,1630.0,,0.0,712.75
2023-04-29 01:00:00+00:00,0.0,1394.0,1631.0,,0.0,756.25
2023-04-29 02:00:00+00:00,0.0,1443.0,1622.0,,0.0,766.25
2023-04-29 03:00:00+00:00,0.0,1485.0,1629.0,,0.0,778.5
2023-04-29 04:00:00+00:00,0.0,1455.0,1629.0,,0.0,771.0
2023-04-29 05:00:00+00:00,0.0,1449.0,1613.0,,0.0,765.5
2023-04-29 06:00:00+00:00,0.0,1437.0,1349.0,,0.0,696.5
2023-04-29 07:00:00+00:00,0.0,1501.0,1056.0,,0.0,639.25
2023-04-29 08:00:00+00:00,0.0,1198.0,370.0,,302.0,467.5
2023-04-29 09:00:00+00:00,0.0,992.0,0.0,,698.0,422.5
2023-04-29 10:00:00+00:00,0.0,1053.0,0.0,,688.0,435.25
2023-04-29 11:00:00+00:00,0.0,1118.0,0.0,,430.0,387.0
2023-04-29 12:00:00+00:00,0.0,1042.0,0.0,,0.0,260.5
2023-04-29 13:00:00+00:00,0.0,575.0,0.0,,0.0,143.75
2023-04-29 14:00:00+00:00,0.0,482.0,0.0,,0.0,120.5
2023-04-29 15:00:00+00:00,0.0,577.0,0.0,,0.0,144.25
2023-04-29 16:00:00+00:00,26.0,346.0,0.0,,0.0,112.5
2023-04-29 17:00:00+00:00,0.0,466.0,4.0,,0.0,117.5
2023-04-29 18:00:00+00:00,0.0,333.0,198.0,,0.0,132.75
2023-04-29 19:00:00+00:00,0.0,259.0,399.0,,0.0,164.5
2023-04-29 20:00:00+00:00,0.0,747.0,378.0,,0.0,281.25
2023-04-29 21:00:00+00:00,0.0,772.0,591.0,,0.0,340.75
2023-04-29 22:00:00+00:00,0.0,843.0,275.0,,0.0,279.5
2023-04-29 23:00:00+00:00,0.0,914.0,95.0,,0.0,252.25
2023-04-30 00:00:00+00:00,0.0,919.0,142.0,,0.0,265.25
2023-04-30 01:00:00+00:00,0.0,835.0,205.0,,0.0,260.0
2023-04-30 02:00:00+00:00,0.0,924.0,216.0,,0.0,285.0
2023-04-30 03:00:00+00:00,0.0,963.0,310.0,,0.0,318.25
2023-04-30 04:00:00+00:00,0.0,726.0,18.0,,0.0,186.0
2023-04-30 05:00:00+00:00,0.0,640.0,0.0,,0.0,160.0
2023-04-30 06:00:00+00:00,0.0,681.0,0.0,,0.0,170.25
2023-04-30 07:00:00+00:00,0.0,767.0,0.0,,376.0,285.75
2023-04-30 08:00:00+00:00,20.5,532.0,0.0,,449.0,265.75
2023-04-30 09:00:00+00:00,802.25,23.0,0.0,,676.0,977.0
2023-04-30 10:00:00+00:00,2178.5,0.0,0.0,,189.0,2225.75
2023-04-30 11:00:00+00:00,1572.5,0.0,0.0,,698.0,1747.0
2023-04-30 12:00:00+00:00,1541.5,11.0,0.0,,677.0,1713.5
2023-04-30 13:00:00+00:00,1377.75,26.0,0.0,,177.0,1428.5
2023-04-30 14:00:00+00:00,1435.75,278.0,0.0,,0.0,1505.25
2023-04-30 15:00:00+00:00,333.25,1530.0,0.0,,0.0,715.75
2023-04-30 16:00:00+00:00,0.0,1674.0,172.0,,73.0,479.75
2023-04-30 17:00:00+00:00,0.0,1629.0,489.0,,244.0,590.5
2023-04-30 18:00:00+00:00,0.0,1672.0,874.0,,0.0,636.5
2023-04-30 19:00:00+00:00,0.0,1688.0,1124.0,,0.0,703.0
2023-04-30 20:00:00+00:00,0.0,1664.0,1529.0,,0.0,798.25
2023-04-30 21:00:00+00:00,0.0,1749.0,1610.0,,0.0,839.75
2023-04-30 22:00:00+00:00,0.0,1540.0,1349.0,,0.0,722.25
2023-04-30 23:00:00+00:00,0.0,1461.0,1106.0,,0.0,641.75
2023-05-01 00:00:00+00:00,0.0,1412.0,793.0,,0.0,551.25
2023-05-01 01:00:00+00:00,0.0,1419.0,529.0,,0.0,487.0
2023-05-01 02:00:00+00:00,0.0,1399.0,407.0,,0.0,451.5
2023-05-01 03:00:00+00:00,0.0,1325.0,812.0,,0.0,534.25
2023-05-01 04:00:00+00:00,0.0,1370.0,349.0,,0.0,429.75
2023-05-01 05:00:00+00:00,105.25,1255.0,94.0,,0.0,442.5
2023-05-01 06:00:00+00:00,448.25,1087.0,0.0,,0.0,720.0
2023-05-01 07:00:00+00:00,323.0,1066.0,0.0,,0.0,589.5
2023-05-01 08:00:00+00:00,238.0,740.0,0.0,,0.0,423.0
2023-05-01 09:00:00+00:00,453.75,384.0,0.0,,0.0,549.75
2023-05-01 10:00:00+00:00,20.25,365.0,0.0,,0.0,111.5
2023-05-01 11:00:00+00:00,601.75,427.0,0.0,,0.0,708.5
2023-05-01 12:00:00+00:00,861.5,17.0,0.0,,0.0,865.75
2023-05-01 13:00:00+00:00,1.0,716.0,0.0,,0.0,180.0
2023-05-01 14:00:00+00:00,0.0,1254.0,2.0,,25.0,320.25
2023-05-01 15:00:00+00:00,0.0,1189.0,173.0,,531.0,473.25
2023-05-01 16:00:00+00:00,0.0,1209.0,601.0,,288.0,524.5
2023-05-01 17:00:00+00:00,0.0,1213.0,776.0,,0.0,497.25
2023-05-01 18:00:00+00:00,0.0,1111.0,1022.0,,0.0,533.25
2023-05-01 19:00:00+00:00,0.0,890.0,1579.0,,0.0,617.25
2023-05-01 20:00:00+00:00,0.0,729.0,1460.0,,0.0,547.25
2023-05-01 21:00:00+00:00,0.0,746.0,1031.0,,0.0,444.25
2023-05-01 22:00:00+00:00,0.0,613.0,600.0,,0.0,303.25
2023-05-01 23:00:00+00:00,0.0,872.0,399.0,,0.0,317.75
2023-05-02 00:00:00+00:00,0.0,738.0,6.0,,0.0,186.0
2023-05-02 01:00:00+00:00,0.0,630.0,0.0,,0.0,157.5
2023-05-02 02:00:00+00:00,0.0,360.0,0.0,,0.0,90.0
2023-05-02 03:00:00+00:00,0.0,534.0,94.0,,0.0,157.0
2023-05-02 04:00:00+00:00,2.5,617.0,530.0,,0.0,289.25
2023-05-02 05:00:00+00:00,34.75,406.0,916.0,,0.0,365.25
2023-05-02 06:00:00+00:00,52.5,567.0,499.0,,0.0,319.0
2023-05-02 07:00:00+00:00,297.75,587.0,215.0,,0.0,498.25
2023-05-02 08:00:00+00:00,126.0,822.0,431.0,,0.0,439.25
2023-05-02 09:00:00+00:00,45.25,1050.0,45.0,,0.0,319.0
2023-05-02 10:00:00+00:00,18.0,1029.0,0.0,,0.0,275.25
2023-05-02 11:00:00+00:00,0.0,692.0,0.0,,299.0,247.75
2023-05-02 12:00:00+00:00,0.0,756.0,0.0,,180.0,234.0
2023-05-02 13:00:00+00:00,1.75,870.0,2.0,,0.0,219.75
2023-05-02 14:00:00+00:00,0.0,584.0,280.0,,0.0,216.0
2023-05-02 15:00:00+00:00,0.0,994.0,730.0,,0.0,431.0
2023-05-02 16:00:00+00:00,0.0,1094.0,1178.0,,0.0,568.0
2023-05-02 17:00:00+00:00,0.0,1062.0,1596.0,,0.0,664.5
2023-05-02 18:00:00+00:00,0.0,937.0,1568.0,,0.0,626.25
2023-05-02 19:00:00+00:00,0.0,1197.0,1559.0,,0.0,689.0
2023-05-02 20:00:00+00:00,0.0,1018.0,1630.0,,0.0,662.0
2023-05-02 21:00:00+00:00,0.0,1285.0,1620.0,,0.0,726.25
2023-05-02 22:00:00+00:00,0.0,1312.0,1421.0,,0.0,683.25
2023-05-02 23:00:00+00:00,0.0,1294.0,1180.0,,0.0,618.5
2023-05-03 00:00:00+00:00,0.0,1283.0,838.0,,0.0,530.25
2023-05-03 01:00:00+00:00,0.0,1431.0,545.0,,11.0,496.75
2023-05-03 02:00:00+00:00,0.0,1215.0,938.0,,341.0,623.5
2023-05-03 03:00:00+00:00,0.0,1373.0,1522.0,,0.0,723.75
2023-05-03 04:00:00+00:00,0.0,1535.0,1605.0,,15.0,788.75
2023-05-03 05:00:00+00:00,0.0,1590.0,1207.0,,431.0,807.0
2023-05-03 06:00:00+00:00,0.0,1357.0,841.0,,17.0,553.75
2023-05-03 07:00:00+00:00,0.0,1164.0,400.0,,633.0,549.25
2023-05-03 08:00:00+00:00,0.0,1031.0,22.0,,698.0,437.75
2023-05-03 09:00:00+00:00,45.0,695.0,0.0,,698.0,393.25
2023-05-03 10:00:00+00:00,157.0,854.0,0.0,,698.0,545.0
2023-05-03 11:00:00+00:00,204.75,744.0,0.0,,698.0,565.25
2023-05-03 12:00:00+00:00,8.25,636.0,0.0,,698.0,341.75
2023-05-03 13:00:00+00:00,102.25,423.0,111.0,,697.0,410.0
2023-05-03 14:00:00+00:00,0.75,677.0,437.0,,697.0,453.5
2023-05-03 15:00:00+00:00,0.0,1054.0,878.0,,697.0,657.25
2023-05-03 16:00:00+00:00,0.0,1365.0,1318.0,,698.0,845.25
2023-05-03 17:00:00+00:00,0.0,1683.0,1610.0,,698.0,997.75
2023-05-03 18:00:00+00:00,0.0,1643.0,1631.0,,698.0,993.0
2023-05-03 19:00:00+00:00,0.0,1751.0,1630.0,,698.0,1019.75
2023-05-03 20:00:00+00:00,0.0,1748.0,1631.0,,698.0,1019.25
2023-05-03 21:00:00+00:00,0.0,1676.0,1578.0,,698.0,988.0
2023-05-03 22:00:00+00:00,0.0,1311.0,1230.0,,698.0,809.75
2023-05-03 23:00:00+00:00,0.0,1809.0,628.0,,698.0,783.75
2023-05-04 00:00:00+00:00,0.0,1890.0,952.0,,698.0,885.0
2023-05-04 01:00:00+00:00,0.0,1911.0,997.0,,698.0,901.5
2023-05-04 02:00:00+00:00,0.0,1877.0,1150.0,,698.0,931.25
2023-05-04 03:00:00+00:00,0.0,1848.0,1551.0,,698.0,1024.25
2023-05-04 04:00:00+00:00,0.0,1781.0,1537.0,,698.0,1004.0
2023-05-04 05:00:00+00:00,0.0,1666.0,1132.0,,691.0,872.25
2023-05-04 06:00:00+00:00,0.0,1324.0,770.0,,692.0,696.5
2023-05-04 07:00:00+00:00,140.0,1124.0,335.0,,544.0,640.75
