,DK,FI,DE,SE,NL,UK,sum
2023-01-01 00:00:00+00:00,1611.0,0.0,1289.0,3009.0,649.0,0.0,2606.25
2023-01-01 01:00:00+00:00,1612.0,0.0,1298.0,3356.0,649.0,271.0,2770.0
2023-01-01 02:00:00+00:00,1612.0,0.0,1298.75,3278.0,649.0,713.0,2861.75
2023-01-01 03:00:00+00:00,1612.0,0.0,1308.25,3052.0,649.0,1003.0,2887.25
2023-01-01 04:00:00+00:00,1612.0,0.0,1319.5,3181.0,649.0,1014.0,2933.5
2023-01-01 05:00:00+00:00,1612.0,0.0,1374.0,3210.0,649.0,1014.0,2995.25
2023-01-01 06:00:00+00:00,1612.0,0.0,1394.0,3138.0,649.0,1014.0,2997.25
2023-01-01 07:00:00+00:00,1612.0,12.0,1374.75,3295.0,649.0,994.0,3015.25
2023-01-01 08:00:00+00:00,1612.0,25.0,1356.0,3328.0,649.0,562.0,2900.0
2023-01-01 09:00:00+00:00,1612.0,40.0,1329.25,3792.0,649.0,113.0,2880.75
2023-01-01 10:00:00+00:00,1613.0,48.0,1337.25,3703.0,649.0,0.0,2840.5
2023-01-01 11:00:00+00:00,1613.0,55.0,1338.5,3707.0,649.0,0.0,2844.5
2023-01-01 12:00:00+00:00,1613.0,57.0,1357.25,3727.0,649.0,0.0,2868.75
2023-01-01 13:00:00+00:00,1613.0,60.0,1384.75,3895.0,648.0,0.0,2938.75
2023-01-01 14:00:00+00:00,1613.0,52.0,1397.0,3315.0,613.0,0.0,2795.25
2023-01-01 15:00:00+00:00,1612.0,28.0,1358.75,2187.0,399.0,0.0,2415.25
2023-01-01 16:00:00+00:00,1612.0,27.0,1365.75,2499.0,89.0,0.0,2422.5
2023-01-01 17:00:00+00:00,1612.0,34.0,1366.25,2915.0,0.0,0.0,2506.5
2023-01-01 18:00:00+00:00,1612.0,33.0,1367.75,2791.0,0.0,0.0,2476.75
2023-01-01 19:00:00+00:00,1612.0,35.0,1398.0,2773.0,11.0,0.0,2505.75
2023-01-01 20:00:00+00:00,1612.0,17.0,1397.75,2338.0,278.0,0.0,2459.0
2023-01-01 21:00:00+00:00,1612.0,0.0,1358.5,2351.0,593.0,0.0,2497.5
2023-01-01 22:00:00+00:00,1612.0,0.0,1367.75,2335.0,649.0,0.0,2516.75
2023-01-01 23:00:00+00:00,1612.0,0.0,1398.25,2131.0,649.0,0.0,2496.25
2023-01-02 00:00:00+00:00,1612.0,0.0,1399.25,2167.0,649.0,0.0,2506.25
2023-01-02 01:00:00+00:00,1612.0,0.0,1399.5,2472.0,649.0,0.0,2582.75
2023-01-02 02:00:00+00:00,1613.0,0.0,1399.5,2423.0,649.0,0.0,2570.75
2023-01-02 03:00:00+00:00,1612.0,0.0,1399.25,2294.0,649.0,0.0,2538.0
2023-01-02 04:00:00+00:00,1598.0,0.0,1399.5,2120.0,635.0,0.0,2487.75
2023-01-02 05:00:00+00:00,1359.0,0.0,1378.25,1935.0,306.0,0.0,2278.25
2023-01-02 06:00:00+00:00,925.0,0.0,900.75,1074.0,0.0,0.0,1400.5
2023-01-02 07:00:00+00:00,498.0,0.0,527.75,1103.0,0.0,0.0,928.0
2023-01-02 08:00:00+00:00,97.0,0.0,580.75,1925.0,0.0,0.0,1086.25
