,AT,BE,CZ,DK,FR,LU,NL,NO,PL,SE,CH,sum
2023-01-01 00:00:00+00:00,45.0,587.0,802.0,0.0,0.0,0.0,15.75,0.0,0.0,0.0,88.0,936.25
2023-01-01 01:00:00+00:00,61.75,0.0,898.0,0.0,0.0,0.0,1032.0,0.0,0.0,0.0,41.0,1359.25
2023-01-01 02:00:00+00:00,68.75,0.0,871.0,0.0,0.0,0.0,1317.5,0.0,0.0,0.0,3.0,1607.0
2023-01-01 03:00:00+00:00,87.5,0.0,962.0,0.0,0.0,0.0,1446.0,0.0,0.0,0.0,0.25,1774.25
2023-01-01 04:00:00+00:00,76.0,0.0,920.0,0.0,0.0,0.0,1138.5,0.0,0.0,0.0,0.0,1444.5
2023-01-01 05:00:00+00:00,77.0,0.0,902.0,0.0,0.0,0.0,1421.75,0.0,0.0,0.0,0.0,1724.25
2023-01-01 06:00:00+00:00,79.5,0.0,906.0,0.0,0.0,0.0,1105.75,0.0,0.0,0.0,4.5,1416.25
2023-01-01 07:00:00+00:00,189.25,57.25,1043.0,0.0,0.0,0.0,1021.25,0.0,0.0,0.0,45.25,1573.75
2023-01-01 08:00:00+00:00,95.75,0.5,820.0,0.0,0.0,0.0,1162.5,0.0,0.0,0.0,80.0,1543.75
2023-01-01 09:00:00+00:00,60.75,0.0,698.0,0.0,0.0,0.0,1297.5,0.0,0.0,0.0,107.75,1640.5
2023-01-01 10:00:00+00:00,80.0,0.0,730.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,120.75,745.25
2023-01-01 11:00:00+00:00,94.5,0.0,969.0,0.0,0.0,0.0,351.25,0.0,0.0,0.0,90.0,778.0
2023-01-01 12:00:00+00:00,192.75,0.0,793.0,0.0,309.0,0.0,181.25,0.0,0.0,0.0,6.0,655.5
2023-01-01 13:00:00+00:00,293.0,0.0,582.0,0.0,758.0,0.0,296.0,0.0,0.0,0.0,11.5,935.5
2023-01-01 14:00:00+00:00,441.25,0.0,266.0,3.0,1278.0,0.0,27.0,0.0,0.0,0.0,321.25,1178.5
2023-01-01 15:00:00+00:00,535.25,97.25,124.0,321.0,1783.0,0.0,0.0,0.0,0.0,0.0,800.75,2231.0
