,BA,BG,HR,HU,XK,ME,MK,RO,sum
2023-01-01 00:00:00+00:00,0.0,246.0,214.0,522.0,0.0,0.0,0.0,449.0,1431.0
2023-01-01 01:00:00+00:00,0.0,249.0,164.0,455.0,0.0,0.0,0.0,440.0,1308.0
2023-01-01 02:00:00+00:00,0.0,208.0,159.0,394.0,0.0,0.0,8.0,402.0,1171.0
2023-01-01 03:00:00+00:00,0.0,142.0,123.0,313.0,0.0,0.0,67.0,348.0,993.0
2023-01-01 04:00:00+00:00,0.0,160.0,109.0,289.0,0.0,75.0,61.0,299.0,993.0
2023-01-01 05:00:00+00:00,0.0,157.0,125.0,293.0,0.0,84.0,52.0,325.0,1036.0
2023-01-01 06:00:00+00:00,0.0,148.0,97.0,262.0,0.0,120.0,15.0,277.0,919.0
2023-01-01 07:00:00+00:00,0.0,247.0,21.0,245.0,0.0,179.0,0.0,325.0,1017.0
2023-01-01 08:00:00+00:00,0.0,296.0,51.0,318.0,0.0,151.0,0.0,319.0,1135.0
2023-01-01 09:00:00+00:00,0.0,364.0,74.0,395.0,0.0,88.0,0.0,331.0,1252.0
2023-01-01 10:00:00+00:00,0.0,414.0,38.0,371.0,0.0,121.0,0.0,441.0,1385.0
2023-01-01 11:00:00+00:00,0.0,387.0,86.0,370.0,0.0,101.0,0.0,450.0,1394.0
2023-01-01 12:00:00+00:00,0.0,348.0,119.0,353.0,0.0,121.0,0.0,381.0,1322.0
2023-01-01 13:00:00+00:00,0.0,224.0,208.0,410.0,0.0,49.0,0.0,325.0,1216.0
2023-01-01 14:00:00+00:00,30.0,84.0,265.0,426.0,0.0,0.0,0.0,340.0,1145.0
2023-01-01 15:00:00+00:00,101.0,61.0,290.0,423.0,0.0,0.0,0.0,325.0,1200.0
2023-01-01 16:00:00+00:00,151.0,61.0,271.0,410.0,0.0,0.0,0.0,357.0,1250.0
2023-01-01 17:00:00+00:00,119.0,97.0,223.0,361.0,0.0,0.0,0.0,391.0,1191.0
2023-01-01 18:00:00+00:00,143.0,55.0,266.0,401.0,0.0,0.0,0.0,387.0,1252.0
2023-01-01 19:00:00+00:00,76.0,95.0,225.0,391.0,0.0,0.0,0.0,433.0,1220.0
2023-01-01 20:00:00+00:00,30.0,120.0,185.0,371.0,0.0,0.0,0.0,465.0,1171.0
2023-01-01 21:00:00+00:00,0.0,188.0,145.0,342.0,0.0,0.0,0.0,461.0,1136.0
2023-01-01 22:00:00+00:00,0.0,220.0,192.0,439.0,0.0,0.0,0.0,445.0,1296.0
2023-01-01 23:00:00+00:00,0.0,271.0,228.0,508.0,0.0,0.0,0.0,529.0,1536.0
2023-01-02 00:00:00+00:00,0.0,286.0,192.0,442.0,0.0,18.0,0.0,567.0,1505.0
2023-01-02 01:00:00+00:00,0.0,273.0,142.0,355.0,0.0,48.0,0.0,594.0,1412.0
2023-01-02 02:00:00+00:00,0.0,244.0,121.0,304.0,0.0,39.0,0.0,584.0,1292.0
2023-01-02 03:00:00+00:00,0.0,195.0,135.0,291.0,0.0,11.0,0.0,569.0,1201.0
2023-01-02 04:00:00+00:00,0.0,221.0,142.0,311.0,0.0,16.0,0.0,629.0,1319.0
2023-01-02 05:00:00+00:00,0.0,237.0,87.0,247.0,0.0,68.0,0.0,605.0,1244.0
2023-01-02 06:00:00+00:00,0.0,206.0,0.0,95.0,0.0,6.0,0.0,512.0,819.0
2023-01-02 07:00:00+00:00,0.0,263.0,0.0,93.0,0.0,15.0,0.0,437.0,808.0
2023-01-02 08:00:00+00:00,0.0,282.0,0.0,130.0,0.0,0.0,0.0,409.0,821.0
2023-01-02 09:00:00+00:00,0.0,296.0,0.0,146.0,0.0,0.0,0.0,402.0,844.0
2023-01-02 10:00:00+00:00,0.0,310.0,0.0,121.0,0.0,0.0,0.0,424.0,855.0
2023-01-02 11:00:00+00:00,0.0,259.0,10.0,162.0,0.0,0.0,0.0,354.0,785.0
2023-01-02 12:00:00+00:00,0.0,235.0,10.0,130.0,0.0,0.0,0.0,338.0,713.0
2023-01-02 13:00:00+00:00,40.0,150.0,57.0,163.0,0.0,0.0,0.0,233.0,643.0
2023-01-02 14:00:00+00:00,95.0,100.0,84.0,164.0,0.0,0.0,2.0,127.0,572.0
2023-01-02 15:00:00+00:00,116.0,61.0,75.0,158.0,0.0,0.0,55.0,49.0,514.0
2023-01-02 16:00:00+00:00,77.0,121.0,95.0,231.0,0.0,0.0,0.0,158.0,682.0
2023-01-02 17:00:00+00:00,42.0,162.0,65.0,211.0,0.0,0.0,0.0,213.0,693.0
2023-01-02 18:00:00+00:00,40.0,185.0,49.0,194.0,0.0,0.0,0.0,255.0,723.0
2023-01-02 19:00:00+00:00,9.0,190.0,34.0,193.0,0.0,0.0,0.0,297.0,723.0
2023-01-02 20:00:00+00:00,7.0,221.0,83.0,290.0,0.0,0.0,0.0,506.0,1107.0
2023-01-02 21:00:00+00:00,54.0,187.0,147.0,353.0,0.0,0.0,0.0,553.0,1294.0
2023-01-02 22:00:00+00:00,0.0,258.0,137.0,362.0,0.0,0.0,0.0,594.0,1351.0
2023-01-02 23:00:00+00:00,0.0,232.0,114.0,326.0,0.0,0.0,0.0,350.0,1022.0
2023-01-03 00:00:00+00:00,0.0,235.0,89.0,272.0,0.0,0.0,0.0,406.0,1002.0
2023-01-03 01:00:00+00:00,0.0,224.0,59.0,202.0,0.0,0.0,0.0,393.0,878.0
2023-01-03 02:00:00+00:00,0.0,198.0,62.0,184.0,0.0,0.0,0.0,509.0,953.0
2023-01-03 03:00:00+00:00,0.0,157.0,110.0,230.0,0.0,0.0,12.0,640.0,1149.0
2023-01-03 04:00:00+00:00,0.0,90.0,131.0,263.0,0.0,0.0,16.0,395.0,895.0
2023-01-03 05:00:00+00:00,0.0,64.0,150.0,279.0,0.0,0.0,4.0,295.0,792.0
2023-01-03 06:00:00+00:00,34.0,99.0,104.0,208.0,0.0,0.0,0.0,180.0,625.0
2023-01-03 07:00:00+00:00,46.0,134.0,60.0,132.0,0.0,0.0,0.0,101.0,473.0
2023-01-03 08:00:00+00:00,25.0,202.0,40.0,126.0,0.0,0.0,0.0,132.0,525.0
2023-01-03 09:00:00+00:00,11.0,236.0,13.0,101.0,0.0,0.0,0.0,165.0,526.0
2023-01-03 10:00:00+00:00,0.0,273.0,13.0,116.0,0.0,0.0,0.0,184.0,586.0
2023-01-03 11:00:00+00:00,21.0,258.0,22.0,109.0,0.0,0.0,0.0,127.0,537.0
2023-01-03 12:00:00+00:00,50.0,222.0,30.0,104.0,0.0,0.0,0.0,130.0,536.0
2023-01-03 13:00:00+00:00,100.0,118.0,80.0,149.0,0.0,0.0,1.0,65.0,513.0
2023-01-03 14:00:00+00:00,168.0,19.0,109.0,166.0,0.0,0.0,53.0,156.0,671.0
2023-01-03 15:00:00+00:00,175.0,58.0,98.0,164.0,0.0,0.0,49.0,80.0,624.0
2023-01-03 16:00:00+00:00,127.0,154.0,52.0,160.0,0.0,0.0,9.0,123.0,625.0
2023-01-03 17:00:00+00:00,138.0,148.0,44.0,143.0,0.0,0.0,3.0,167.0,643.0
2023-01-03 18:00:00+00:00,141.0,138.0,41.0,141.0,0.0,0.0,0.0,208.0,669.0
2023-01-03 19:00:00+00:00,66.0,172.0,13.0,144.0,0.0,0.0,0.0,305.0,700.0
2023-01-03 20:00:00+00:00,0.0,176.0,25.0,187.0,0.0,0.0,0.0,423.0,811.0
2023-01-03 21:00:00+00:00,0.0,281.0,31.0,203.0,0.0,0.0,0.0,412.0,927.0
2023-01-03 22:00:00+00:00,0.0,308.0,61.0,236.0,0.0,0.0,0.0,414.0,1019.0
2023-01-03 23:00:00+00:00,0.0,357.0,138.0,314.0,0.0,0.0,0.0,387.0,1196.0
2023-01-04 00:00:00+00:00,0.0,337.0,146.0,299.0,0.0,0.0,0.0,308.0,1090.0
2023-01-04 01:00:00+00:00,0.0,321.0,113.0,224.0,0.0,0.0,0.0,412.0,1070.0
2023-01-04 02:00:00+00:00,0.0,263.0,106.0,192.0,0.0,0.0,0.0,464.0,1025.0
2023-01-04 03:00:00+00:00,0.0,201.0,112.0,186.0,0.0,0.0,15.0,482.0,996.0
2023-01-04 04:00:00+00:00,0.0,116.0,147.0,245.0,0.0,0.0,0.0,330.0,838.0
2023-01-04 05:00:00+00:00,19.0,82.0,86.0,153.0,0.0,0.0,4.0,338.0,682.0
2023-01-04 06:00:00+00:00,67.0,47.0,85.0,147.0,0.0,0.0,27.0,288.0,661.0
2023-01-04 07:00:00+00:00,70.0,102.0,45.0,129.0,0.0,0.0,10.0,160.0,516.0
2023-01-04 08:00:00+00:00,48.0,151.0,43.0,155.0,0.0,0.0,0.0,91.0,488.0
2023-01-04 09:00:00+00:00,16.0,218.0,17.0,145.0,0.0,0.0,0.0,93.0,489.0
2023-01-04 10:00:00+00:00,21.0,212.0,31.0,160.0,0.0,0.0,0.0,84.0,508.0
2023-01-04 11:00:00+00:00,23.0,156.0,47.0,166.0,0.0,0.0,0.0,32.0,424.0
2023-01-04 12:00:00+00:00,21.0,117.0,0.0,74.0,0.0,0.0,0.0,25.0,237.0
2023-01-04 13:00:00+00:00,91.0,28.0,17.0,51.0,0.0,0.0,36.0,0.0,223.0
2023-01-04 14:00:00+00:00,146.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,172.0
2023-01-04 15:00:00+00:00,177.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,199.0
2023-01-04 16:00:00+00:00,159.0,20.0,19.0,67.0,0.0,0.0,13.0,0.0,278.0
2023-01-04 17:00:00+00:00,96.0,62.0,0.0,2.0,0.0,0.0,0.0,0.0,160.0
2023-01-04 18:00:00+00:00,103.0,52.0,31.0,65.0,0.0,0.0,2.0,13.0,266.0
2023-01-04 19:00:00+00:00,107.0,130.0,66.0,151.0,0.0,0.0,0.0,177.0,631.0
2023-01-04 20:00:00+00:00,0.0,216.0,57.0,202.0,0.0,0.0,0.0,270.0,745.0
2023-01-04 21:00:00+00:00,18.0,198.0,127.0,301.0,0.0,0.0,0.0,384.0,1028.0
2023-01-04 22:00:00+00:00,0.0,149.0,203.0,428.0,0.0,0.0,0.0,339.0,1119.0
2023-01-04 23:00:00+00:00,0.0,243.0,220.0,442.0,0.0,0.0,0.0,370.0,1275.0
2023-01-05 00:00:00+00:00,0.0,288.0,200.0,402.0,0.0,0.0,3.0,366.0,1259.0
2023-01-05 01:00:00+00:00,0.0,277.0,209.0,384.0,0.0,0.0,23.0,430.0,1323.0
2023-01-05 02:00:00+00:00,0.0,242.0,159.0,307.0,0.0,0.0,31.0,579.0,1318.0
2023-01-05 03:00:00+00:00,0.0,188.0,164.0,301.0,0.0,0.0,50.0,616.0,1319.0
2023-01-05 04:00:00+00:00,0.0,140.0,183.0,335.0,0.0,0.0,31.0,576.0,1265.0
2023-01-05 05:00:00+00:00,0.0,103.0,90.0,203.0,0.0,0.0,33.0,542.0,971.0
2023-01-05 06:00:00+00:00,30.0,55.0,73.0,177.0,0.0,0.0,31.0,394.0,760.0
2023-01-05 07:00:00+00:00,35.0,153.0,35.0,160.0,0.0,0.0,0.0,258.0,641.0
2023-01-05 08:00:00+00:00,0.0,243.0,20.0,169.0,0.0,0.0,0.0,324.0,756.0
2023-01-05 09:00:00+00:00,0.0,303.0,0.0,148.0,0.0,0.0,0.0,376.0,827.0
2023-01-05 10:00:00+00:00,0.0,343.0,0.0,147.0,0.0,0.0,0.0,426.0,916.0
2023-01-05 11:00:00+00:00,0.0,293.0,0.0,119.0,0.0,0.0,0.0,389.0,801.0
2023-01-05 12:00:00+00:00,0.0,270.0,0.0,95.0,0.0,0.0,0.0,366.0,731.0
2023-01-05 13:00:00+00:00,0.0,225.0,0.0,89.0,0.0,0.0,0.0,302.0,616.0
2023-01-05 14:00:00+00:00,42.0,147.0,28.0,116.0,0.0,0.0,0.0,168.0,501.0
2023-01-05 15:00:00+00:00,68.0,176.0,30.0,107.0,0.0,0.0,0.0,132.0,513.0
2023-01-05 16:00:00+00:00,46.0,213.0,14.0,100.0,0.0,0.0,0.0,187.0,560.0
2023-01-05 17:00:00+00:00,9.0,254.0,0.0,89.0,0.0,0.0,0.0,195.0,547.0
2023-01-05 18:00:00+00:00,0.0,290.0,0.0,71.0,0.0,0.0,0.0,246.0,607.0
2023-01-05 19:00:00+00:00,0.0,332.0,0.0,34.0,0.0,0.0,0.0,299.0,665.0
2023-01-05 20:00:00+00:00,0.0,337.0,0.0,115.0,0.0,0.0,0.0,467.0,919.0
2023-01-05 21:00:00+00:00,0.0,391.0,0.0,144.0,0.0,0.0,0.0,544.0,1079.0
2023-01-05 22:00:00+00:00,0.0,385.0,24.0,180.0,0.0,0.0,0.0,543.0,1132.0
2023-01-05 23:00:00+00:00,0.0,397.0,46.0,215.0,0.0,0.0,0.0,580.0,1238.0
2023-01-06 00:00:00+00:00,0.0,403.0,34.0,174.0,0.0,45.0,0.0,669.0,1325.0
2023-01-06 01:00:00+00:00,0.0,360.0,38.0,148.0,0.0,156.0,0.0,640.0,1342.0
2023-01-06 02:00:00+00:00,0.0,292.0,28.0,124.0,0.0,121.0,0.0,634.0,1199.0
2023-01-06 03:00:00+00:00,0.0,213.0,54.0,151.0,0.0,94.0,0.0,590.0,1102.0
2023-01-06 04:00:00+00:00,0.0,154.0,97.0,217.0,0.0,79.0,0.0,490.0,1037.0
2023-01-06 05:00:00+00:00,0.0,102.0,58.0,175.0,0.0,0.0,0.0,427.0,762.0
2023-01-06 06:00:00+00:00,0.0,157.0,0.0,63.0,0.0,19.0,0.0,350.0,589.0
2023-01-06 07:00:00+00:00,0.0,265.0,0.0,4.0,0.0,84.0,0.0,338.0,691.0
2023-01-06 08:00:00+00:00,0.0,257.0,0.0,40.0,0.0,35.0,0.0,391.0,723.0
2023-01-06 09:00:00+00:00,0.0,242.0,0.0,123.0,0.0,0.0,0.0,449.0,814.0
2023-01-06 10:00:00+00:00,0.0,236.0,0.0,119.0,0.0,0.0,0.0,477.0,832.0
2023-01-06 11:00:00+00:00,0.0,260.0,0.0,166.0,0.0,0.0,0.0,333.0,759.0
2023-01-06 12:00:00+00:00,0.0,226.0,29.0,207.0,0.0,0.0,0.0,261.0,723.0
2023-01-06 13:00:00+00:00,0.0,153.0,64.0,220.0,0.0,0.0,0.0,207.0,644.0
2023-01-06 14:00:00+00:00,55.0,105.0,119.0,256.0,0.0,0.0,0.0,132.0,667.0
2023-01-06 15:00:00+00:00,59.0,95.0,135.0,273.0,0.0,0.0,14.0,57.0,633.0
2023-01-06 16:00:00+00:00,10.0,153.0,103.0,243.0,0.0,0.0,0.0,124.0,633.0
2023-01-06 17:00:00+00:00,0.0,133.0,103.0,241.0,0.0,0.0,0.0,140.0,617.0
2023-01-06 18:00:00+00:00,24.0,143.0,110.0,250.0,0.0,0.0,0.0,94.0,621.0
2023-01-06 19:00:00+00:00,33.0,132.0,120.0,277.0,0.0,0.0,0.0,206.0,768.0
2023-01-06 20:00:00+00:00,8.0,138.0,108.0,261.0,0.0,0.0,0.0,318.0,833.0
2023-01-06 21:00:00+00:00,23.0,57.0,177.0,366.0,0.0,0.0,0.0,300.0,923.0
2023-01-06 22:00:00+00:00,0.0,73.0,206.0,423.0,0.0,0.0,0.0,198.0,900.0
2023-01-06 23:00:00+00:00,0.0,124.0,206.0,439.0,0.0,0.0,0.0,163.0,932.0
2023-01-07 00:00:00+00:00,0.0,141.0,164.0,341.0,0.0,0.0,0.0,200.0,846.0
2023-01-07 01:00:00+00:00,0.0,120.0,132.0,267.0,0.0,0.0,0.0,301.0,820.0
2023-01-07 02:00:00+00:00,0.0,84.0,123.0,222.0,0.0,0.0,10.0,368.0,807.0
2023-01-07 03:00:00+00:00,0.0,72.0,124.0,217.0,0.0,0.0,11.0,370.0,794.0
2023-01-07 04:00:00+00:00,0.0,33.0,149.0,253.0,0.0,0.0,34.0,283.0,752.0
2023-01-07 05:00:00+00:00,0.0,53.0,153.0,294.0,0.0,0.0,28.0,249.0,777.0
2023-01-07 06:00:00+00:00,0.0,91.0,122.0,256.0,0.0,0.0,0.0,182.0,651.0
2023-01-07 07:00:00+00:00,0.0,165.0,74.0,219.0,0.0,23.0,0.0,135.0,616.0
2023-01-07 08:00:00+00:00,0.0,228.0,65.0,221.0,0.0,12.0,0.0,165.0,691.0
2023-01-07 09:00:00+00:00,0.0,233.0,71.0,250.0,0.0,0.0,0.0,214.0,768.0
2023-01-07 10:00:00+00:00,0.0,220.0,67.0,229.0,0.0,0.0,0.0,259.0,775.0
2023-01-07 11:00:00+00:00,0.0,214.0,50.0,196.0,0.0,0.0,0.0,286.0,746.0
2023-01-07 12:00:00+00:00,0.0,113.0,98.0,218.0,0.0,0.0,0.0,243.0,672.0
2023-01-07 13:00:00+00:00,0.0,62.0,84.0,146.0,0.0,0.0,0.0,261.0,553.0
2023-01-07 14:00:00+00:00,58.0,0.0,150.0,185.0,0.0,0.0,22.0,262.0,677.0
2023-01-07 15:00:00+00:00,106.0,0.0,163.0,200.0,0.0,0.0,0.0,114.0,583.0
2023-01-07 16:00:00+00:00,90.0,12.0,156.0,228.0,0.0,0.0,0.0,117.0,603.0
2023-01-07 17:00:00+00:00,106.0,26.0,164.0,253.0,0.0,0.0,0.0,139.0,688.0
2023-01-07 18:00:00+00:00,79.0,59.0,136.0,232.0,0.0,0.0,0.0,158.0,664.0
2023-01-07 19:00:00+00:00,79.0,48.0,140.0,268.0,0.0,0.0,0.0,205.0,740.0
2023-01-07 20:00:00+00:00,52.0,48.0,118.0,260.0,0.0,0.0,0.0,272.0,750.0
2023-01-07 21:00:00+00:00,0.0,116.0,104.0,276.0,0.0,0.0,0.0,374.0,870.0
2023-01-07 22:00:00+00:00,0.0,140.0,124.0,307.0,0.0,0.0,0.0,355.0,926.0
2023-01-07 23:00:00+00:00,0.0,135.0,193.0,394.0,0.0,0.0,0.0,169.0,891.0
2023-01-08 00:00:00+00:00,0.0,141.0,171.0,337.0,0.0,0.0,0.0,219.0,868.0
2023-01-08 01:00:00+00:00,0.0,118.0,136.0,274.0,0.0,0.0,12.0,313.0,853.0
2023-01-08 02:00:00+00:00,0.0,81.0,159.0,285.0,0.0,0.0,35.0,292.0,852.0
2023-01-08 03:00:00+00:00,0.0,122.0,153.0,271.0,0.0,0.0,25.0,228.0,799.0
2023-01-08 04:00:00+00:00,0.0,84.0,167.0,290.0,0.0,0.0,31.0,281.0,853.0
2023-01-08 05:00:00+00:00,0.0,61.0,171.0,312.0,0.0,0.0,29.0,249.0,822.0
2023-01-08 06:00:00+00:00,0.0,0.0,152.0,279.0,0.0,0.0,31.0,304.0,766.0
2023-01-08 07:00:00+00:00,0.0,39.0,73.0,203.0,0.0,0.0,0.0,316.0,631.0
2023-01-08 08:00:00+00:00,0.0,132.0,34.0,192.0,0.0,0.0,0.0,339.0,697.0
2023-01-08 09:00:00+00:00,0.0,201.0,26.0,209.0,0.0,0.0,0.0,312.0,748.0
2023-01-08 10:00:00+00:00,0.0,225.0,3.0,169.0,0.0,0.0,0.0,395.0,792.0
2023-01-08 11:00:00+00:00,0.0,190.0,38.0,179.0,0.0,0.0,0.0,349.0,756.0
2023-01-08 12:00:00+00:00,0.0,151.0,32.0,138.0,0.0,0.0,0.0,380.0,701.0
2023-01-08 13:00:00+00:00,0.0,42.0,70.0,143.0,0.0,0.0,0.0,364.0,619.0
2023-01-08 14:00:00+00:00,81.0,0.0,145.0,218.0,0.0,0.0,41.0,280.0,765.0
2023-01-08 15:00:00+00:00,73.0,16.0,119.0,221.0,0.0,0.0,12.0,232.0,673.0
2023-01-08 16:00:00+00:00,44.0,137.0,45.0,180.0,0.0,0.0,0.0,265.0,671.0
2023-01-08 17:00:00+00:00,43.0,109.0,52.0,194.0,0.0,0.0,0.0,276.0,674.0
2023-01-08 18:00:00+00:00,51.0,131.0,53.0,211.0,0.0,0.0,0.0,277.0,723.0
2023-01-08 19:00:00+00:00,82.0,92.0,74.0,241.0,0.0,0.0,0.0,261.0,750.0
2023-01-08 20:00:00+00:00,21.0,159.0,27.0,205.0,0.0,0.0,0.0,336.0,748.0
2023-01-08 21:00:00+00:00,0.0,306.0,0.0,133.0,0.0,0.0,0.0,394.0,833.0
2023-01-08 22:00:00+00:00,0.0,376.0,0.0,133.0,0.0,0.0,0.0,274.0,783.0
2023-01-08 23:00:00+00:00,0.0,409.0,0.0,110.0,0.0,0.0,0.0,258.0,777.0
2023-01-09 00:00:00+00:00,0.0,366.0,0.0,5.0,0.0,0.0,49.0,262.0,682.0
2023-01-09 01:00:00+00:00,0.0,328.0,0.0,0.0,0.0,0.0,80.0,330.0,738.0
2023-01-09 02:00:00+00:00,0.0,292.0,0.0,0.0,0.0,11.0,89.0,469.0,861.0
2023-01-09 03:00:00+00:00,0.0,246.0,0.0,0.0,0.0,48.0,98.0,441.0,833.0
2023-01-09 04:00:00+00:00,0.0,167.0,0.0,1.0,0.0,0.0,126.0,368.0,662.0
2023-01-09 05:00:00+00:00,9.0,89.0,41.0,89.0,0.0,0.0,110.0,286.0,624.0
2023-01-09 06:00:00+00:00,0.0,124.0,0.0,83.0,0.0,0.0,68.0,146.0,421.0
2023-01-09 07:00:00+00:00,0.0,170.0,0.0,67.0,0.0,0.0,50.0,55.0,342.0
2023-01-09 08:00:00+00:00,0.0,232.0,0.0,13.0,0.0,0.0,15.0,67.0,327.0
2023-01-09 09:00:00+00:00,0.0,293.0,0.0,0.0,0.0,17.0,0.0,144.0,454.0
2023-01-09 10:00:00+00:00,0.0,337.0,0.0,0.0,0.0,51.0,0.0,147.0,535.0
2023-01-09 11:00:00+00:00,0.0,299.0,0.0,0.0,0.0,35.0,0.0,215.0,549.0
2023-01-09 12:00:00+00:00,0.0,296.0,0.0,0.0,0.0,62.0,0.0,229.0,587.0
2023-01-09 13:00:00+00:00,0.0,227.0,0.0,0.0,0.0,0.0,14.0,266.0,507.0
2023-01-09 14:00:00+00:00,0.0,157.0,0.0,0.0,0.0,0.0,39.0,227.0,423.0
2023-01-09 15:00:00+00:00,0.0,170.0,0.0,0.0,0.0,0.0,30.0,94.0,294.0
2023-01-09 16:00:00+00:00,0.0,232.0,0.0,1.0,0.0,0.0,8.0,108.0,349.0
2023-01-09 17:00:00+00:00,0.0,285.0,0.0,0.0,0.0,0.0,0.0,132.0,417.0
2023-01-09 18:00:00+00:00,0.0,284.0,0.0,0.0,0.0,0.0,0.0,143.0,427.0
2023-01-09 19:00:00+00:00,0.0,317.0,0.0,0.0,0.0,0.0,0.0,218.0,535.0
2023-01-09 20:00:00+00:00,0.0,319.0,0.0,1.0,0.0,0.0,0.0,407.0,727.0
2023-01-09 21:00:00+00:00,0.0,311.0,0.0,0.0,0.0,0.0,0.0,426.0,737.0
2023-01-09 22:00:00+00:00,0.0,421.0,0.0,0.0,0.0,99.0,0.0,299.0,819.0
2023-01-09 23:00:00+00:00,0.0,478.0,0.0,0.0,0.0,193.0,0.0,243.0,914.0
2023-01-10 00:00:00+00:00,0.0,503.0,0.0,0.0,0.0,320.0,0.0,269.0,1092.0
2023-01-10 01:00:00+00:00,0.0,476.0,0.0,0.0,18.0,340.0,0.0,282.0,1116.0
2023-01-10 02:00:00+00:00,0.0,390.0,0.0,0.0,24.0,266.0,40.0,306.0,1026.0
2023-01-10 03:00:00+00:00,0.0,389.0,0.0,0.0,0.0,242.0,56.0,330.0,1017.0
2023-01-10 04:00:00+00:00,0.0,236.0,0.0,0.0,0.0,99.0,110.0,250.0,695.0
2023-01-10 05:00:00+00:00,14.0,158.0,0.0,0.0,0.0,0.0,133.0,238.0,543.0
2023-01-10 06:00:00+00:00,4.0,179.0,0.0,0.0,0.0,0.0,32.0,157.0,372.0
2023-01-10 07:00:00+00:00,0.0,186.0,0.0,0.0,0.0,0.0,0.0,96.0,282.0
2023-01-10 08:00:00+00:00,0.0,251.0,0.0,0.0,0.0,72.0,0.0,17.0,340.0
2023-01-10 09:00:00+00:00,0.0,284.0,0.0,0.0,3.0,122.0,0.0,0.0,409.0
2023-01-10 10:00:00+00:00,0.0,287.0,0.0,0.0,46.0,140.0,0.0,0.0,473.0
2023-01-10 11:00:00+00:00,0.0,263.0,0.0,0.0,56.0,128.0,0.0,0.0,447.0
2023-01-10 12:00:00+00:00,0.0,264.0,0.0,0.0,42.0,130.0,0.0,33.0,469.0
2023-01-10 13:00:00+00:00,0.0,215.0,0.0,0.0,0.0,26.0,0.0,61.0,302.0
2023-01-10 14:00:00+00:00,4.0,191.0,0.0,0.0,0.0,0.0,0.0,86.0,281.0
2023-01-10 15:00:00+00:00,47.0,219.0,0.0,0.0,0.0,0.0,0.0,34.0,300.0
2023-01-10 16:00:00+00:00,21.0,297.0,0.0,0.0,0.0,0.0,0.0,35.0,353.0
2023-01-10 17:00:00+00:00,1.0,322.0,0.0,0.0,0.0,0.0,0.0,94.0,417.0
2023-01-10 18:00:00+00:00,0.0,341.0,0.0,0.0,0.0,0.0,0.0,176.0,517.0
2023-01-10 19:00:00+00:00,0.0,373.0,0.0,0.0,0.0,10.0,0.0,299.0,682.0
2023-01-10 20:00:00+00:00,0.0,292.0,0.0,0.0,0.0,12.0,0.0,346.0,650.0
2023-01-10 21:00:00+00:00,0.0,362.0,0.0,0.0,0.0,11.0,0.0,462.0,835.0
2023-01-10 22:00:00+00:00,0.0,426.0,0.0,0.0,0.0,2.0,0.0,361.0,789.0
2023-01-10 23:00:00+00:00,0.0,383.0,0.0,2.0,0.0,2.0,0.0,366.0,753.0
2023-01-11 00:00:00+00:00,0.0,354.0,0.0,0.0,0.0,13.0,37.0,404.0,808.0
2023-01-11 01:00:00+00:00,0.0,336.0,0.0,0.0,0.0,42.0,57.0,471.0,906.0
2023-01-11 02:00:00+00:00,0.0,315.0,0.0,0.0,0.0,131.0,47.0,421.0,914.0
2023-01-11 03:00:00+00:00,0.0,287.0,0.0,0.0,0.0,129.0,57.0,372.0,845.0
2023-01-11 04:00:00+00:00,0.0,167.0,0.0,0.0,0.0,20.0,78.0,322.0,587.0
2023-01-11 05:00:00+00:00,64.0,157.0,0.0,0.0,0.0,0.0,60.0,183.0,464.0
2023-01-11 06:00:00+00:00,145.0,91.0,0.0,11.0,0.0,0.0,54.0,66.0,367.0
2023-01-11 07:00:00+00:00,155.0,67.0,20.0,48.0,0.0,0.0,54.0,0.0,344.0
2023-01-11 08:00:00+00:00,85.0,118.0,0.0,28.0,0.0,0.0,11.0,0.0,242.0
2023-01-11 09:00:00+00:00,57.0,168.0,0.0,48.0,0.0,0.0,0.0,6.0,279.0
2023-01-11 10:00:00+00:00,28.0,190.0,0.0,3.0,0.0,0.0,2.0,0.0,223.0
2023-01-11 11:00:00+00:00,84.0,117.0,0.0,39.0,0.0,0.0,33.0,0.0,273.0
2023-01-11 12:00:00+00:00,71.0,109.0,0.0,35.0,0.0,0.0,44.0,0.0,259.0
2023-01-11 13:00:00+00:00,64.0,109.0,0.0,24.0,0.0,0.0,48.0,66.0,311.0
2023-01-11 14:00:00+00:00,115.0,86.0,26.0,43.0,0.0,0.0,48.0,58.0,376.0
2023-01-11 15:00:00+00:00,147.0,112.0,17.0,13.0,0.0,0.0,52.0,0.0,341.0
2023-01-11 16:00:00+00:00,116.0,169.0,0.0,6.0,0.0,0.0,30.0,26.0,347.0
2023-01-11 17:00:00+00:00,122.0,157.0,0.0,4.0,0.0,0.0,42.0,25.0,350.0
2023-01-11 18:00:00+00:00,62.0,202.0,0.0,4.0,0.0,0.0,14.0,112.0,394.0
2023-01-11 19:00:00+00:00,0.0,246.0,0.0,0.0,0.0,0.0,8.0,204.0,458.0
2023-01-11 20:00:00+00:00,0.0,245.0,0.0,4.0,0.0,0.0,0.0,323.0,572.0
2023-01-11 21:00:00+00:00,0.0,301.0,0.0,46.0,0.0,0.0,0.0,367.0,714.0
