,AL,BA,IT,XK,RS,sum
2024-01-03 23:00:00+00:00,0.0,659.0,0.0,0.0,233.0,892.0
2024-01-04 00:00:00+00:00,0.0,688.0,0.0,0.0,107.0,795.0
2024-01-04 01:00:00+00:00,0.0,709.0,0.0,0.0,34.0,743.0
2024-01-04 02:00:00+00:00,0.0,652.0,0.0,0.0,0.0,652.0
2024-01-04 03:00:00+00:00,0.0,620.0,0.0,0.0,0.0,620.0
2024-01-04 04:00:00+00:00,0.0,689.0,0.0,0.0,155.0,844.0
2024-01-04 05:00:00+00:00,0.0,817.0,0.0,0.0,285.0,1102.0
2024-01-04 06:00:00+00:00,0.0,816.0,0.0,0.0,352.0,1168.0
2024-01-04 07:00:00+00:00,5.0,525.0,0.0,0.0,263.0,793.0
2024-01-04 08:00:00+00:00,156.0,331.0,0.0,0.0,143.0,630.0
2024-01-04 09:00:00+00:00,250.0,264.0,0.0,23.0,44.0,581.0
2024-01-04 10:00:00+00:00,284.0,261.0,0.0,57.0,0.0,602.0
2024-01-04 11:00:00+00:00,250.0,290.0,0.0,33.0,0.0,573.0
2024-01-04 12:00:00+00:00,166.0,396.0,0.0,0.0,25.0,587.0
2024-01-04 13:00:00+00:00,28.0,617.0,0.0,0.0,239.0,884.0
2024-01-04 14:00:00+00:00,0.0,751.0,0.0,0.0,363.0,1114.0
2024-01-04 15:00:00+00:00,41.0,603.0,0.0,0.0,313.0,957.0
2024-01-04 16:00:00+00:00,79.0,522.0,0.0,0.0,299.0,900.0
2024-01-04 17:00:00+00:00,156.0,415.0,0.0,0.0,210.0,781.0
2024-01-04 18:00:00+00:00,54.0,501.0,0.0,0.0,308.0,863.0
2024-01-04 19:00:00+00:00,26.0,539.0,0.0,0.0,350.0,915.0
2024-01-04 20:00:00+00:00,16.0,523.0,0.0,0.0,375.0,914.0
2024-01-04 21:00:00+00:00,2.0,531.0,0.0,0.0,289.0,822.0
2024-01-04 22:00:00+00:00,1.0,529.0,0.0,0.0,281.0,811.0
2024-01-04 23:00:00+00:00,0.0,539.0,0.0,0.0,205.0,744.0
2024-01-05 00:00:00+00:00,0.0,511.0,0.0,0.0,126.0,637.0
2024-01-05 01:00:00+00:00,0.0,333.0,0.0,0.0,148.0,481.0
2024-01-05 02:00:00+00:00,0.0,321.0,0.0,0.0,81.0,402.0
2024-01-05 03:00:00+00:00,0.0,422.0,0.0,0.0,74.0,496.0
2024-01-05 04:00:00+00:00,0.0,461.0,0.0,0.0,149.0,610.0
2024-01-05 05:00:00+00:00,0.0,706.0,0.0,0.0,264.0,970.0
2024-01-05 06:00:00+00:00,0.0,650.0,0.0,0.0,365.0,1015.0
2024-01-05 07:00:00+00:00,68.0,463.0,0.0,0.0,202.0,733.0
2024-01-05 08:00:00+00:00,205.0,321.0,0.0,0.0,90.0,616.0
2024-01-05 09:00:00+00:00,244.0,300.0,0.0,24.0,19.0,587.0
2024-01-05 10:00:00+00:00,243.0,322.0,0.0,30.0,0.0,595.0
2024-01-05 11:00:00+00:00,94.0,478.0,0.0,0.0,71.0,643.0
2024-01-05 12:00:00+00:00,53.0,544.0,0.0,0.0,124.0,721.0
2024-01-05 13:00:00+00:00,6.0,673.0,0.0,0.0,295.0,974.0
2024-01-05 14:00:00+00:00,0.0,862.0,0.0,0.0,409.0,1271.0
2024-01-05 15:00:00+00:00,1.0,824.0,0.0,0.0,468.0,1293.0
2024-01-05 16:00:00+00:00,0.0,908.0,0.0,0.0,527.0,1435.0
2024-01-05 17:00:00+00:00,0.0,869.0,0.0,0.0,486.0,1355.0
2024-01-05 18:00:00+00:00,0.0,842.0,0.0,0.0,487.0,1329.0
2024-01-05 19:00:00+00:00,0.0,807.0,0.0,0.0,463.0,1270.0
2024-01-05 20:00:00+00:00,0.0,851.0,0.0,0.0,488.0,1339.0
2024-01-05 21:00:00+00:00,0.0,852.0,0.0,0.0,486.0,1338.0
2024-01-05 22:00:00+00:00,0.0,754.0,0.0,0.0,425.0,1179.0
2024-01-05 23:00:00+00:00,2.0,656.0,0.0,0.0,256.0,914.0
2024-01-06 00:00:00+00:00,12.0,553.0,0.0,0.0,130.0,695.0
2024-01-06 01:00:00+00:00,52.0,473.0,0.0,0.0,10.0,535.0
2024-01-06 02:00:00+00:00,107.0,395.0,0.0,36.0,0.0,538.0
2024-01-06 03:00:00+00:00,128.0,380.0,0.0,47.0,0.0,555.0
2024-01-06 04:00:00+00:00,138.0,411.0,0.0,70.0,0.0,619.0
2024-01-06 05:00:00+00:00,234.0,308.0,0.0,146.0,0.0,688.0
2024-01-06 06:00:00+00:00,186.0,330.0,0.0,148.0,0.0,664.0
2024-01-06 07:00:00+00:00,259.0,291.0,0.0,137.0,0.0,687.0
2024-01-06 08:00:00+00:00,331.0,232.0,0.0,158.0,0.0,721.0
2024-01-06 09:00:00+00:00,400.0,188.0,0.0,167.0,0.0,755.0
2024-01-06 10:00:00+00:00,393.0,203.0,0.0,148.0,0.0,744.0
2024-01-06 11:00:00+00:00,441.0,172.0,0.0,157.0,0.0,770.0
2024-01-06 12:00:00+00:00,394.0,198.0,0.0,127.0,0.0,719.0
2024-01-06 13:00:00+00:00,338.0,225.0,0.0,102.0,0.0,665.0
2024-01-06 14:00:00+00:00,317.0,251.0,0.0,81.0,0.0,649.0
2024-01-06 15:00:00+00:00,302.0,303.0,0.0,47.0,0.0,652.0
2024-01-06 16:00:00+00:00,373.0,253.0,0.0,88.0,0.0,714.0
2024-01-06 17:00:00+00:00,365.0,259.0,0.0,106.0,0.0,730.0
2024-01-06 18:00:00+00:00,387.0,247.0,0.0,129.0,0.0,763.0
2024-01-06 19:00:00+00:00,338.0,275.0,0.0,119.0,0.0,732.0
2024-01-06 20:00:00+00:00,201.0,351.0,0.0,78.0,0.0,630.0
2024-01-06 21:00:00+00:00,183.0,375.0,0.0,62.0,0.0,620.0
2024-01-06 22:00:00+00:00,256.0,297.0,0.0,100.0,0.0,653.0
2024-01-06 23:00:00+00:00,224.0,284.0,0.0,137.0,0.0,645.0
2024-01-07 00:00:00+00:00,290.0,231.0,0.0,196.0,0.0,717.0
2024-01-07 01:00:00+00:00,338.0,180.0,0.0,239.0,0.0,757.0
2024-01-07 02:00:00+00:00,345.0,179.0,0.0,260.0,0.0,784.0
2024-01-07 03:00:00+00:00,339.0,177.0,0.0,257.0,0.0,773.0
2024-01-07 04:00:00+00:00,295.0,213.0,0.0,224.0,0.0,732.0
2024-01-07 05:00:00+00:00,239.0,275.0,0.0,178.0,0.0,692.0
2024-01-07 06:00:00+00:00,221.0,289.0,0.0,173.0,0.0,683.0
2024-01-07 07:00:00+00:00,198.0,348.0,0.0,138.0,0.0,684.0
2024-01-07 08:00:00+00:00,212.0,305.0,0.0,124.0,0.0,641.0
2024-01-07 09:00:00+00:00,189.0,305.0,0.0,104.0,0.0,598.0
2024-01-07 10:00:00+00:00,160.0,320.0,0.0,80.0,0.0,560.0
2024-01-07 11:00:00+00:00,170.0,345.0,0.0,83.0,0.0,598.0
2024-01-07 12:00:00+00:00,164.0,378.0,0.0,68.0,0.0,610.0
2024-01-07 13:00:00+00:00,45.0,493.0,0.0,0.0,32.0,570.0
2024-01-07 14:00:00+00:00,141.0,435.0,0.0,0.0,0.0,576.0
2024-01-07 15:00:00+00:00,266.0,324.0,0.0,24.0,0.0,614.0
2024-01-07 16:00:00+00:00,288.0,311.0,0.0,38.0,0.0,637.0
2024-01-07 17:00:00+00:00,322.0,270.0,0.0,77.0,0.0,669.0
2024-01-07 18:00:00+00:00,223.0,376.0,0.0,16.0,0.0,615.0
2024-01-07 19:00:00+00:00,203.0,402.0,0.0,0.0,0.0,605.0
2024-01-07 20:00:00+00:00,125.0,463.0,0.0,0.0,0.0,588.0
2024-01-07 21:00:00+00:00,153.0,431.0,0.0,13.0,0.0,597.0
2024-01-07 22:00:00+00:00,131.0,432.0,0.0,23.0,0.0,586.0
2024-01-07 23:00:00+00:00,226.0,324.0,0.0,122.0,0.0,672.0
2024-01-08 00:00:00+00:00,185.0,364.0,0.0,158.0,0.0,707.0
2024-01-08 01:00:00+00:00,209.0,311.0,0.0,202.0,0.0,722.0
2024-01-08 02:00:00+00:00,196.0,305.0,0.0,209.0,0.0,710.0
2024-01-08 03:00:00+00:00,156.0,363.0,0.0,190.0,0.0,709.0
2024-01-08 04:00:00+00:00,59.0,505.0,0.0,110.0,0.0,674.0
2024-01-08 05:00:00+00:00,32.0,445.0,0.0,40.0,0.0,517.0
2024-01-08 06:00:00+00:00,220.0,311.0,0.0,88.0,0.0,619.0
2024-01-08 07:00:00+00:00,292.0,356.0,0.0,55.0,0.0,703.0
2024-01-08 08:00:00+00:00,323.0,335.0,0.0,52.0,0.0,710.0
2024-01-08 09:00:00+00:00,303.0,343.0,0.0,34.0,0.0,680.0
2024-01-08 10:00:00+00:00,262.0,400.0,0.0,4.0,0.0,666.0
2024-01-08 11:00:00+00:00,297.0,353.0,0.0,40.0,0.0,690.0
2024-01-08 12:00:00+00:00,258.0,378.0,0.0,14.0,0.0,650.0
2024-01-08 13:00:00+00:00,154.0,474.0,0.0,0.0,45.0,673.0
2024-01-08 14:00:00+00:00,207.0,452.0,0.0,0.0,24.0,683.0
2024-01-08 15:00:00+00:00,230.0,526.0,0.0,0.0,88.0,844.0
2024-01-08 16:00:00+00:00,196.0,545.0,0.0,0.0,92.0,833.0
2024-01-08 17:00:00+00:00,152.0,584.0,0.0,0.0,110.0,846.0
2024-01-08 18:00:00+00:00,291.0,428.0,0.0,0.0,0.0,719.0
2024-01-08 19:00:00+00:00,316.0,394.0,0.0,0.0,19.0,729.0
2024-01-08 20:00:00+00:00,98.0,498.0,0.0,0.0,147.0,743.0
2024-01-08 21:00:00+00:00,0.0,663.0,0.0,0.0,238.0,901.0
2024-01-08 22:00:00+00:00,0.0,625.0,0.0,0.0,232.0,857.0
2024-01-08 23:00:00+00:00,14.0,465.0,0.0,0.0,150.0,629.0
2024-01-09 00:00:00+00:00,50.0,422.0,0.0,0.0,0.0,472.0
2024-01-09 01:00:00+00:00,1.0,599.0,0.0,0.0,36.0,636.0
2024-01-09 02:00:00+00:00,3.0,493.0,0.0,0.0,0.0,496.0
2024-01-09 03:00:00+00:00,22.0,458.0,0.0,4.0,0.0,484.0
2024-01-09 04:00:00+00:00,0.0,579.0,0.0,0.0,0.0,579.0
2024-01-09 05:00:00+00:00,41.0,287.0,0.0,0.0,95.0,423.0
2024-01-09 06:00:00+00:00,146.0,270.0,0.0,0.0,58.0,474.0
2024-01-09 07:00:00+00:00,197.0,236.0,0.0,0.0,63.0,496.0
2024-01-09 08:00:00+00:00,228.0,298.0,0.0,0.0,75.0,601.0
2024-01-09 09:00:00+00:00,265.0,315.0,0.0,0.0,55.0,635.0
2024-01-09 10:00:00+00:00,185.0,412.0,0.0,0.0,93.0,690.0
2024-01-09 11:00:00+00:00,184.0,463.0,0.0,0.0,63.0,710.0
2024-01-09 12:00:00+00:00,232.0,411.0,0.0,0.0,21.0,664.0
2024-01-09 13:00:00+00:00,206.0,406.0,0.0,0.0,27.0,639.0
2024-01-09 14:00:00+00:00,278.0,368.0,0.0,0.0,60.0,706.0
2024-01-09 15:00:00+00:00,342.0,208.0,0.0,0.0,17.0,567.0
2024-01-09 16:00:00+00:00,379.0,182.0,0.0,0.0,0.0,561.0
2024-01-09 17:00:00+00:00,454.0,187.0,0.0,0.0,0.0,641.0
2024-01-09 18:00:00+00:00,410.0,134.0,0.0,0.0,0.0,544.0
2024-01-09 19:00:00+00:00,345.0,176.0,0.0,0.0,0.0,521.0
2024-01-09 20:00:00+00:00,425.0,217.0,0.0,0.0,0.0,642.0
2024-01-09 21:00:00+00:00,344.0,288.0,0.0,0.0,0.0,632.0
2024-01-09 22:00:00+00:00,258.0,313.0,0.0,0.0,56.0,627.0
2024-01-09 23:00:00+00:00,245.0,289.0,0.0,48.0,0.0,582.0
2024-01-10 00:00:00+00:00,171.0,359.0,0.0,46.0,0.0,576.0
2024-01-10 01:00:00+00:00,199.0,326.0,0.0,100.0,0.0,625.0
2024-01-10 02:00:00+00:00,164.0,366.0,0.0,74.0,0.0,604.0
2024-01-10 03:00:00+00:00,121.0,442.0,0.0,49.0,0.0,612.0
2024-01-10 04:00:00+00:00,112.0,514.0,0.0,0.0,0.0,626.0
2024-01-10 05:00:00+00:00,236.0,341.0,0.0,0.0,0.0,577.0
2024-01-10 06:00:00+00:00,311.0,223.0,0.0,0.0,0.0,534.0
2024-01-10 07:00:00+00:00,333.0,285.0,0.0,0.0,0.0,618.0
2024-01-10 08:00:00+00:00,455.0,255.0,0.0,20.0,0.0,730.0
2024-01-10 09:00:00+00:00,506.0,179.0,0.0,78.0,0.0,763.0
2024-01-10 10:00:00+00:00,425.0,206.0,0.0,74.0,0.0,705.0
2024-01-10 11:00:00+00:00,410.0,210.0,0.0,69.0,0.0,689.0
2024-01-10 12:00:00+00:00,399.0,238.0,0.0,42.0,0.0,679.0
2024-01-10 13:00:00+00:00,376.0,293.0,0.0,0.0,0.0,669.0
2024-01-10 14:00:00+00:00,235.0,328.0,0.0,0.0,0.0,563.0
2024-01-10 15:00:00+00:00,221.0,279.0,0.0,0.0,29.0,529.0
2024-01-10 16:00:00+00:00,305.0,174.0,0.0,0.0,22.0,501.0
2024-01-10 17:00:00+00:00,267.0,196.0,0.0,0.0,74.0,537.0
2024-01-10 18:00:00+00:00,242.0,249.0,0.0,0.0,46.0,537.0
2024-01-10 19:00:00+00:00,227.0,277.0,0.0,0.0,100.0,604.0
2024-01-10 20:00:00+00:00,283.0,318.0,0.0,0.0,100.0,701.0
2024-01-10 21:00:00+00:00,41.0,507.0,0.0,0.0,262.0,810.0
2024-01-10 22:00:00+00:00,19.0,549.0,0.0,0.0,275.0,843.0
2024-01-10 23:00:00+00:00,62.0,440.0,0.0,0.0,181.0,683.0
2024-01-11 00:00:00+00:00,97.0,428.0,0.0,0.0,87.0,612.0
2024-01-11 01:00:00+00:00,132.0,400.0,0.0,12.0,0.0,544.0
2024-01-11 02:00:00+00:00,101.0,442.0,0.0,3.0,0.0,546.0
2024-01-11 03:00:00+00:00,4.0,604.0,0.0,0.0,81.0,689.0
2024-01-11 04:00:00+00:00,0.0,660.0,0.0,0.0,117.0,777.0
2024-01-11 05:00:00+00:00,23.0,554.0,0.0,0.0,102.0,679.0
2024-01-11 06:00:00+00:00,56.0,402.0,0.0,0.0,73.0,531.0
2024-01-11 07:00:00+00:00,148.0,373.0,0.0,0.0,75.0,596.0
2024-01-11 08:00:00+00:00,206.0,340.0,0.0,0.0,31.0,577.0
2024-01-11 09:00:00+00:00,282.0,307.0,0.0,0.0,0.0,589.0
2024-01-11 10:00:00+00:00,325.0,229.0,0.0,0.0,0.0,554.0
2024-01-11 11:00:00+00:00,336.0,224.0,0.0,1.0,0.0,561.0
2024-01-11 12:00:00+00:00,271.0,306.0,0.0,0.0,0.0,577.0
2024-01-11 13:00:00+00:00,94.0,459.0,0.0,0.0,100.0,653.0
2024-01-11 14:00:00+00:00,39.0,473.0,0.0,0.0,177.0,689.0
2024-01-11 15:00:00+00:00,16.0,403.0,0.0,0.0,260.0,679.0
2024-01-11 16:00:00+00:00,2.0,411.0,67.0,0.0,398.0,878.0
2024-01-11 17:00:00+00:00,0.0,589.0,0.0,0.0,434.0,1023.0
2024-01-11 18:00:00+00:00,0.0,548.0,0.0,0.0,406.0,954.0
2024-01-11 19:00:00+00:00,0.0,572.0,0.0,0.0,401.0,973.0
2024-01-11 20:00:00+00:00,35.0,631.0,0.0,0.0,341.0,1007.0
2024-01-11 21:00:00+00:00,0.0,750.0,0.0,0.0,383.0,1133.0
2024-01-11 22:00:00+00:00,0.0,721.0,0.0,0.0,389.0,1110.0
2024-01-11 23:00:00+00:00,0.0,710.0,0.0,0.0,326.0,1036.0
2024-01-12 00:00:00+00:00,0.0,893.0,0.0,0.0,309.0,1202.0
2024-01-12 01:00:00+00:00,0.0,881.0,0.0,0.0,203.0,1084.0
2024-01-12 02:00:00+00:00,0.0,854.0,0.0,0.0,121.0,975.0
2024-01-12 03:00:00+00:00,0.0,899.0,0.0,0.0,111.0,1010.0
2024-01-12 04:00:00+00:00,0.0,909.0,0.0,0.0,166.0,1075.0
2024-01-12 05:00:00+00:00,0.0,643.0,0.0,0.0,172.0,815.0
2024-01-12 06:00:00+00:00,13.0,449.0,0.0,0.0,134.0,596.0
2024-01-12 07:00:00+00:00,91.0,291.0,0.0,0.0,40.0,422.0
2024-01-12 08:00:00+00:00,307.0,146.0,0.0,0.0,0.0,453.0
2024-01-12 09:00:00+00:00,332.0,109.0,0.0,0.0,0.0,441.0
2024-01-12 10:00:00+00:00,281.0,142.0,0.0,0.0,0.0,423.0
2024-01-12 11:00:00+00:00,235.0,84.0,0.0,0.0,0.0,319.0
2024-01-12 12:00:00+00:00,210.0,140.0,0.0,0.0,0.0,350.0
2024-01-12 13:00:00+00:00,152.0,278.0,0.0,0.0,40.0,470.0
2024-01-12 14:00:00+00:00,42.0,400.0,0.0,0.0,135.0,577.0
2024-01-12 15:00:00+00:00,44.0,353.0,0.0,0.0,160.0,557.0
2024-01-12 16:00:00+00:00,55.0,366.0,0.0,0.0,198.0,619.0
2024-01-12 17:00:00+00:00,49.0,383.0,0.0,0.0,209.0,641.0
2024-01-12 18:00:00+00:00,36.0,485.0,0.0,0.0,257.0,778.0
2024-01-12 19:00:00+00:00,54.0,470.0,0.0,0.0,245.0,769.0
2024-01-12 20:00:00+00:00,71.0,570.0,0.0,0.0,201.0,842.0
2024-01-12 21:00:00+00:00,13.0,690.0,0.0,0.0,285.0,988.0
2024-01-12 22:00:00+00:00,0.0,707.0,0.0,0.0,305.0,1012.0
2024-01-12 23:00:00+00:00,0.0,824.0,0.0,0.0,351.0,1175.0
2024-01-13 00:00:00+00:00,0.0,925.0,0.0,0.0,299.0,1224.0
2024-01-13 01:00:00+00:00,0.0,913.0,0.0,0.0,276.0,1189.0
2024-01-13 02:00:00+00:00,0.0,848.0,0.0,0.0,196.0,1044.0
2024-01-13 03:00:00+00:00,0.0,898.0,0.0,0.0,201.0,1099.0
2024-01-13 04:00:00+00:00,0.0,909.0,0.0,0.0,198.0,1107.0
2024-01-13 05:00:00+00:00,0.0,958.0,0.0,0.0,144.0,1102.0
2024-01-13 06:00:00+00:00,0.0,935.0,0.0,0.0,156.0,1091.0
2024-01-13 07:00:00+00:00,0.0,849.0,0.0,0.0,286.0,1135.0
2024-01-13 08:00:00+00:00,42.0,592.0,0.0,0.0,182.0,816.0
2024-01-13 09:00:00+00:00,33.0,581.0,0.0,0.0,201.0,815.0
2024-01-13 10:00:00+00:00,28.0,565.0,0.0,0.0,184.0,777.0
2024-01-13 11:00:00+00:00,0.0,622.0,0.0,0.0,209.0,831.0
2024-01-13 12:00:00+00:00,0.0,809.0,0.0,0.0,319.0,1128.0
2024-01-13 13:00:00+00:00,0.0,909.0,0.0,0.0,389.0,1298.0
2024-01-13 14:00:00+00:00,1.0,739.0,0.0,0.0,315.0,1055.0
2024-01-13 15:00:00+00:00,43.0,637.0,0.0,0.0,285.0,965.0
2024-01-13 16:00:00+00:00,21.0,720.0,0.0,0.0,336.0,1077.0
2024-01-13 17:00:00+00:00,16.0,708.0,0.0,0.0,339.0,1063.0
2024-01-13 18:00:00+00:00,16.0,674.0,0.0,0.0,314.0,1004.0
2024-01-13 19:00:00+00:00,3.0,757.0,0.0,0.0,322.0,1082.0
2024-01-13 20:00:00+00:00,6.0,716.0,0.0,0.0,319.0,1041.0
2024-01-13 21:00:00+00:00,0.0,793.0,0.0,0.0,366.0,1159.0
2024-01-13 22:00:00+00:00,0.0,806.0,0.0,0.0,368.0,1174.0
2024-01-13 23:00:00+00:00,0.0,765.0,0.0,0.0,317.0,1082.0
2024-01-14 00:00:00+00:00,0.0,804.0,0.0,0.0,296.0,1100.0
2024-01-14 01:00:00+00:00,0.0,809.0,0.0,0.0,211.0,1020.0
2024-01-14 02:00:00+00:00,0.0,787.0,0.0,0.0,170.0,957.0
2024-01-14 03:00:00+00:00,0.0,769.0,0.0,0.0,160.0,929.0
2024-01-14 04:00:00+00:00,0.0,736.0,0.0,0.0,145.0,881.0
2024-01-14 05:00:00+00:00,0.0,766.0,0.0,0.0,133.0,899.0
2024-01-14 06:00:00+00:00,0.0,711.0,0.0,0.0,88.0,799.0
2024-01-14 07:00:00+00:00,8.0,592.0,0.0,12.0,63.0,675.0
2024-01-14 08:00:00+00:00,72.0,452.0,0.0,54.0,16.0,594.0
2024-01-14 09:00:00+00:00,143.0,379.0,0.0,80.0,0.0,602.0
2024-01-14 10:00:00+00:00,203.0,301.0,0.0,121.0,0.0,625.0
2024-01-14 11:00:00+00:00,198.0,316.0,0.0,107.0,0.0,621.0
2024-01-14 12:00:00+00:00,122.0,443.0,0.0,62.0,53.0,680.0
2024-01-14 13:00:00+00:00,5.0,694.0,0.0,0.0,228.0,927.0
2024-01-14 14:00:00+00:00,0.0,856.0,0.0,0.0,297.0,1153.0
2024-01-14 15:00:00+00:00,8.0,839.0,0.0,0.0,300.0,1147.0
2024-01-14 16:00:00+00:00,16.0,744.0,0.0,0.0,293.0,1053.0
2024-01-14 17:00:00+00:00,8.0,765.0,0.0,0.0,310.0,1083.0
2024-01-14 18:00:00+00:00,2.0,774.0,0.0,0.0,332.0,1108.0
2024-01-14 19:00:00+00:00,6.0,765.0,0.0,0.0,313.0,1084.0
2024-01-14 20:00:00+00:00,19.0,777.0,0.0,0.0,310.0,1106.0
2024-01-14 21:00:00+00:00,0.0,889.0,0.0,0.0,372.0,1261.0
2024-01-14 22:00:00+00:00,0.0,900.0,0.0,0.0,168.0,1068.0
2024-01-14 23:00:00+00:00,0.0,833.0,0.0,0.0,319.0,1152.0
2024-01-15 00:00:00+00:00,0.0,828.0,0.0,0.0,176.0,1004.0
2024-01-15 01:00:00+00:00,0.0,778.0,0.0,0.0,83.0,861.0
