,AL,BA,IT,XK,RS,sum
2024-01-01 00:00:00+00:00,0.0,615.0,0.0,0.0,131.0,746.0
2024-01-01 01:00:00+00:00,0.0,628.0,0.0,0.0,98.0,726.0
2024-01-01 02:00:00+00:00,0.0,530.0,0.0,0.0,34.0,564.0
2024-01-01 03:00:00+00:00,0.0,475.0,0.0,0.0,0.0,475.0
2024-01-01 04:00:00+00:00,0.0,417.0,0.0,0.0,0.0,417.0
2024-01-01 05:00:00+00:00,0.0,512.0,0.0,0.0,6.0,518.0
2024-01-01 06:00:00+00:00,0.0,544.0,0.0,0.0,16.0,560.0
2024-01-01 07:00:00+00:00,0.0,516.0,0.0,0.0,0.0,516.0
2024-01-01 08:00:00+00:00,3.0,267.0,0.0,10.0,0.0,280.0
2024-01-01 09:00:00+00:00,0.0,208.0,0.0,0.0,0.0,208.0
2024-01-01 10:00:00+00:00,0.0,243.0,0.0,0.0,11.0,254.0
2024-01-01 11:00:00+00:00,2.0,245.0,0.0,3.0,11.0,261.0
2024-01-01 12:00:00+00:00,0.0,296.0,0.0,0.0,51.0,347.0
2024-01-01 13:00:00+00:00,0.0,489.0,0.0,0.0,164.0,653.0
2024-01-01 14:00:00+00:00,0.0,658.0,0.0,0.0,227.0,885.0
2024-01-01 15:00:00+00:00,0.0,870.0,0.0,0.0,266.0,1136.0
2024-01-01 16:00:00+00:00,0.0,870.0,0.0,0.0,252.0,1122.0
2024-01-01 17:00:00+00:00,0.0,854.0,0.0,0.0,205.0,1059.0
2024-01-01 18:00:00+00:00,0.0,821.0,0.0,0.0,184.0,1005.0
2024-01-01 19:00:00+00:00,0.0,692.0,0.0,0.0,164.0,856.0
2024-01-01 20:00:00+00:00,1.0,632.0,0.0,0.0,133.0,766.0
2024-01-01 21:00:00+00:00,0.0,667.0,0.0,0.0,154.0,821.0
2024-01-01 22:00:00+00:00,0.0,628.0,0.0,0.0,177.0,805.0
2024-01-01 23:00:00+00:00,0.0,538.0,0.0,0.0,140.0,678.0
2024-01-02 00:00:00+00:00,0.0,580.0,0.0,0.0,73.0,653.0
2024-01-02 01:00:00+00:00,0.0,553.0,0.0,47.0,0.0,600.0
2024-01-02 02:00:00+00:00,5.0,559.0,0.0,48.0,0.0,612.0
2024-01-02 03:00:00+00:00,0.0,725.0,0.0,0.0,6.0,731.0
2024-01-02 04:00:00+00:00,0.0,785.0,0.0,0.0,79.0,864.0
2024-01-02 05:00:00+00:00,0.0,736.0,0.0,0.0,261.0,997.0
2024-01-02 06:00:00+00:00,0.0,813.0,0.0,0.0,358.0,1171.0
2024-01-02 07:00:00+00:00,0.0,777.0,0.0,0.0,421.0,1198.0
2024-01-02 08:00:00+00:00,0.0,691.0,0.0,0.0,399.0,1090.0
2024-01-02 09:00:00+00:00,0.0,689.0,0.0,0.0,429.0,1118.0
2024-01-02 10:00:00+00:00,7.0,514.0,0.0,0.0,293.0,814.0
2024-01-02 11:00:00+00:00,3.0,527.0,0.0,0.0,258.0,788.0
2024-01-02 12:00:00+00:00,0.0,577.0,0.0,0.0,250.0,827.0
2024-01-02 13:00:00+00:00,0.0,812.0,0.0,0.0,394.0,1206.0
2024-01-02 14:00:00+00:00,0.0,916.0,0.0,0.0,451.0,1367.0
2024-01-02 15:00:00+00:00,0.0,925.0,0.0,0.0,495.0,1420.0
2024-01-02 16:00:00+00:00,0.0,867.0,0.0,0.0,509.0,1376.0
2024-01-02 17:00:00+00:00,0.0,852.0,0.0,0.0,499.0,1351.0
2024-01-02 18:00:00+00:00,0.0,853.0,0.0,0.0,508.0,1361.0
2024-01-02 19:00:00+00:00,0.0,871.0,0.0,0.0,513.0,1384.0
2024-01-02 20:00:00+00:00,0.0,866.0,0.0,0.0,491.0,1357.0
2024-01-02 21:00:00+00:00,0.0,804.0,0.0,0.0,435.0,1239.0
2024-01-02 22:00:00+00:00,0.0,859.0,0.0,0.0,428.0,1287.0
2024-01-02 23:00:00+00:00,0.0,835.0,0.0,0.0,243.0,1078.0
2024-01-03 00:00:00+00:00,0.0,695.0,0.0,0.0,139.0,834.0
2024-01-03 01:00:00+00:00,0.0,640.0,0.0,0.0,160.0,800.0
2024-01-03 02:00:00+00:00,0.0,601.0,0.0,0.0,94.0,695.0
2024-01-03 03:00:00+00:00,0.0,592.0,0.0,0.0,37.0,629.0
2024-01-03 04:00:00+00:00,0.0,699.0,0.0,0.0,108.0,807.0
2024-01-03 05:00:00+00:00,0.0,591.0,0.0,0.0,359.0,950.0
2024-01-03 06:00:00+00:00,0.0,820.0,0.0,0.0,422.0,1242.0
2024-01-03 07:00:00+00:00,0.0,844.0,0.0,0.0,486.0,1330.0
2024-01-03 08:00:00+00:00,0.0,823.0,0.0,0.0,535.0,1358.0
2024-01-03 09:00:00+00:00,0.0,861.0,0.0,0.0,490.0,1351.0
2024-01-03 10:00:00+00:00,0.0,710.0,0.0,0.0,472.0,1182.0
2024-01-03 11:00:00+00:00,0.0,708.0,0.0,0.0,468.0,1176.0
2024-01-03 12:00:00+00:00,0.0,651.0,0.0,0.0,443.0,1094.0
2024-01-03 13:00:00+00:00,0.0,608.0,0.0,0.0,389.0,997.0
2024-01-03 14:00:00+00:00,0.0,552.0,0.0,0.0,328.0,880.0
2024-01-03 15:00:00+00:00,0.0,778.0,0.0,0.0,418.0,1196.0
2024-01-03 16:00:00+00:00,5.0,675.0,0.0,0.0,354.0,1034.0
2024-01-03 17:00:00+00:00,0.0,718.0,0.0,0.0,435.0,1153.0
2024-01-03 18:00:00+00:00,0.0,747.0,0.0,0.0,499.0,1246.0
2024-01-03 19:00:00+00:00,0.0,747.0,0.0,0.0,404.0,1151.0
2024-01-03 20:00:00+00:00,0.0,722.0,0.0,0.0,321.0,1043.0
2024-01-03 21:00:00+00:00,0.0,661.0,0.0,0.0,243.0,904.0
2024-01-03 22:00:00+00:00,0.0,649.0,0.0,0.0,212.0,861.0
