,FR,SI,CH,AT,GR,MT,ME,sum
2023-01-01 00:00:00+00:00,0.0,965.0,1997.0,214.0,0.0,0.0,590.0,3766.0
2023-01-01 01:00:00+00:00,0.0,1054.0,1839.0,204.0,0.0,1.0,590.0,3688.0
2023-01-01 02:00:00+00:00,33.0,908.0,1664.0,217.0,0.0,0.0,452.0,3274.0
2023-01-01 03:00:00+00:00,6.0,799.0,2218.0,212.0,0.0,0.0,1.0,3236.0
2023-01-01 04:00:00+00:00,0.0,717.0,2277.0,194.0,0.0,0.0,1.0,3189.0
2023-01-01 05:00:00+00:00,0.0,833.0,2563.0,221.0,0.0,0.0,1.0,3618.0
2023-01-01 06:00:00+00:00,0.0,916.0,2554.0,210.0,0.0,0.0,1.0,3681.0
2023-01-01 07:00:00+00:00,0.0,841.0,2069.0,200.0,0.0,0.0,1.0,3111.0
2023-01-01 08:00:00+00:00,0.0,739.0,2347.0,186.0,210.0,0.0,81.0,3563.0
2023-01-01 09:00:00+00:00,12.0,734.0,1921.0,189.0,500.0,0.0,542.0,3898.0
2023-01-01 10:00:00+00:00,379.0,776.0,1543.0,195.0,508.0,0.0,599.0,4000.0
2023-01-01 11:00:00+00:00,799.0,624.0,1306.0,200.0,508.0,4.0,601.0,4042.0
2023-01-01 12:00:00+00:00,1109.0,675.0,507.0,171.0,505.0,2.0,601.0,3570.0
2023-01-01 13:00:00+00:00,1142.0,594.0,700.0,191.0,160.0,0.0,601.0,3388.0
2023-01-01 14:00:00+00:00,1664.0,454.0,1123.0,164.0,0.0,0.0,601.0,4006.0
2023-01-01 15:00:00+00:00,1919.0,163.0,1056.0,155.0,0.0,0.0,600.0,3893.0
2023-01-01 16:00:00+00:00,2339.0,88.0,459.0,156.0,0.0,0.0,589.0,3631.0
2023-01-01 17:00:00+00:00,2097.0,164.0,710.0,174.0,0.0,0.0,569.0,3714.0
2023-01-01 18:00:00+00:00,1891.0,277.0,946.0,170.0,0.0,21.0,572.0,3877.0
2023-01-01 19:00:00+00:00,1852.0,314.0,1279.0,109.0,0.0,0.0,492.0,4046.0
2023-01-01 20:00:00+00:00,1866.0,341.0,1248.0,108.0,0.0,0.0,500.0,4063.0
2023-01-01 21:00:00+00:00,1673.0,459.0,1123.0,124.0,0.0,0.0,484.0,3863.0
2023-01-01 22:00:00+00:00,1588.0,448.0,988.0,136.0,0.0,0.0,580.0,3740.0
2023-01-01 23:00:00+00:00,2015.0,331.0,498.0,167.0,0.0,0.0,589.0,3600.0
2023-01-02 00:00:00+00:00,1450.0,320.0,239.0,149.0,0.0,0.0,600.0,2758.0
2023-01-02 01:00:00+00:00,1276.0,257.0,386.0,162.0,0.0,0.0,601.0,2682.0
2023-01-02 02:00:00+00:00,1386.0,193.0,142.0,170.0,0.0,0.0,601.0,2492.0
2023-01-02 03:00:00+00:00,1406.0,24.0,221.0,165.0,0.0,0.0,601.0,2417.0
2023-01-02 04:00:00+00:00,1626.0,87.0,278.0,200.0,0.0,0.0,601.0,2792.0
2023-01-02 05:00:00+00:00,2066.0,33.0,691.0,192.0,0.0,0.0,601.0,3583.0
2023-01-02 06:00:00+00:00,2070.0,155.0,809.0,195.0,0.0,0.0,601.0,3830.0
2023-01-02 07:00:00+00:00,1966.0,451.0,733.0,189.0,0.0,0.0,600.0,3939.0
2023-01-02 08:00:00+00:00,1633.0,579.0,830.0,206.0,0.0,0.0,600.0,3848.0
2023-01-02 09:00:00+00:00,1617.0,588.0,1346.0,212.0,311.0,0.0,600.0,4674.0
2023-01-02 10:00:00+00:00,1638.0,568.0,1667.0,219.0,333.0,0.0,601.0,5026.0
2023-01-02 11:00:00+00:00,1873.0,429.0,1474.0,191.0,197.0,0.0,601.0,4765.0
2023-01-02 12:00:00+00:00,2026.0,293.0,1273.0,182.0,0.0,0.0,601.0,4375.0
2023-01-02 13:00:00+00:00,2074.0,290.0,1638.0,190.0,0.0,0.0,601.0,4793.0
2023-01-02 14:00:00+00:00,2102.0,418.0,1660.0,192.0,0.0,0.0,458.0,4830.0
2023-01-02 15:00:00+00:00,2289.0,603.0,1885.0,204.0,0.0,0.0,64.0,5045.0
2023-01-02 16:00:00+00:00,1760.0,610.0,1631.0,199.0,0.0,0.0,601.0,4801.0
2023-01-02 17:00:00+00:00,1274.0,868.0,1978.0,213.0,0.0,0.0,601.0,4934.0
2023-01-02 18:00:00+00:00,825.0,960.0,1954.0,215.0,0.0,0.0,600.0,4554.0
2023-01-02 19:00:00+00:00,1019.0,969.0,2108.0,214.0,0.0,0.0,600.0,4910.0
2023-01-02 20:00:00+00:00,1098.0,934.0,2124.0,202.0,0.0,0.0,599.0,4957.0
2023-01-02 21:00:00+00:00,1209.0,753.0,2041.0,200.0,0.0,0.0,561.0,4764.0
2023-01-02 22:00:00+00:00,735.0,959.0,2089.0,218.0,0.0,0.0,559.0,4560.0
2023-01-02 23:00:00+00:00,964.0,720.0,2195.0,204.0,0.0,0.0,599.0,4682.0
2023-01-03 00:00:00+00:00,1002.0,705.0,2364.0,194.0,0.0,0.0,601.0,4866.0
2023-01-03 01:00:00+00:00,1281.0,631.0,1953.0,179.0,0.0,0.0,600.0,4644.0
2023-01-03 02:00:00+00:00,1592.0,542.0,1881.0,193.0,0.0,0.0,601.0,4809.0
2023-01-03 03:00:00+00:00,1980.0,427.0,1725.0,184.0,0.0,0.0,601.0,4917.0
2023-01-03 04:00:00+00:00,2168.0,337.0,1888.0,186.0,0.0,0.0,601.0,5180.0
2023-01-03 05:00:00+00:00,2419.0,299.0,2144.0,192.0,0.0,0.0,601.0,5655.0
2023-01-03 06:00:00+00:00,2033.0,536.0,2201.0,224.0,0.0,0.0,600.0,5594.0
2023-01-03 07:00:00+00:00,2608.0,265.0,2727.0,215.0,0.0,1.0,600.0,6416.0
2023-01-03 08:00:00+00:00,2726.0,91.0,3089.0,184.0,0.0,3.0,600.0,6693.0
2023-01-03 09:00:00+00:00,2921.0,90.0,2871.0,195.0,239.0,1.0,601.0,6918.0
2023-01-03 10:00:00+00:00,2858.0,117.0,3395.0,212.0,507.0,0.0,601.0,7690.0
2023-01-03 11:00:00+00:00,2805.0,16.0,3213.0,182.0,473.0,0.0,600.0,7289.0
2023-01-03 12:00:00+00:00,2968.0,37.0,3545.0,184.0,222.0,0.0,579.0,7535.0
2023-01-03 13:00:00+00:00,3311.0,110.0,3856.0,192.0,0.0,0.0,600.0,8069.0
2023-01-03 14:00:00+00:00,3224.0,615.0,3516.0,209.0,0.0,1.0,601.0,8166.0
2023-01-03 15:00:00+00:00,3353.0,600.0,3333.0,219.0,0.0,0.0,600.0,8105.0
2023-01-03 16:00:00+00:00,3008.0,725.0,3690.0,276.0,0.0,0.0,601.0,8300.0
2023-01-03 17:00:00+00:00,2832.0,757.0,4011.0,280.0,0.0,0.0,601.0,8481.0
2023-01-03 18:00:00+00:00,2677.0,648.0,3877.0,266.0,0.0,0.0,600.0,8068.0
2023-01-03 19:00:00+00:00,2543.0,794.0,3868.0,282.0,0.0,0.0,600.0,8087.0
2023-01-03 20:00:00+00:00,2978.0,632.0,3903.0,274.0,0.0,1.0,600.0,8388.0
2023-01-03 21:00:00+00:00,2468.0,763.0,4055.0,275.0,0.0,0.0,600.0,8161.0
2023-01-03 22:00:00+00:00,1998.0,749.0,4322.0,274.0,0.0,0.0,600.0,7943.0
2023-01-03 23:00:00+00:00,2229.0,613.0,4392.0,266.0,0.0,0.0,600.0,8100.0
2023-01-04 00:00:00+00:00,1993.0,534.0,3492.0,261.0,0.0,0.0,601.0,6881.0
2023-01-04 01:00:00+00:00,1836.0,569.0,3091.0,265.0,0.0,0.0,601.0,6362.0
2023-01-04 02:00:00+00:00,1743.0,655.0,2641.0,269.0,0.0,0.0,601.0,5909.0
2023-01-04 03:00:00+00:00,1808.0,586.0,2732.0,266.0,0.0,0.0,601.0,5993.0
2023-01-04 04:00:00+00:00,1714.0,698.0,3422.0,276.0,0.0,0.0,597.0,6707.0
2023-01-04 05:00:00+00:00,1996.0,948.0,4599.0,263.0,0.0,1.0,503.0,8310.0
2023-01-04 06:00:00+00:00,2304.0,1014.0,4543.0,283.0,0.0,0.0,597.0,8741.0
2023-01-04 07:00:00+00:00,2509.0,945.0,4574.0,260.0,0.0,0.0,600.0,8888.0
2023-01-04 08:00:00+00:00,2593.0,983.0,4619.0,258.0,0.0,4.0,600.0,9057.0
2023-01-04 09:00:00+00:00,2853.0,956.0,4098.0,259.0,322.0,3.0,591.0,9082.0
2023-01-04 10:00:00+00:00,2922.0,695.0,4106.0,283.0,507.0,2.0,572.0,9087.0
2023-01-04 11:00:00+00:00,2858.0,607.0,4031.0,274.0,428.0,0.0,599.0,8797.0
2023-01-04 12:00:00+00:00,3029.0,335.0,3852.0,273.0,47.0,0.0,551.0,8087.0
2023-01-04 13:00:00+00:00,3033.0,213.0,4089.0,275.0,0.0,1.0,225.0,7836.0
2023-01-04 14:00:00+00:00,2933.0,216.0,3869.0,266.0,0.0,2.0,64.0,7350.0
2023-01-04 15:00:00+00:00,2799.0,387.0,4128.0,281.0,0.0,0.0,67.0,7662.0
2023-01-04 16:00:00+00:00,2734.0,723.0,4574.0,274.0,0.0,0.0,105.0,8410.0
2023-01-04 17:00:00+00:00,2771.0,873.0,4401.0,271.0,0.0,0.0,55.0,8371.0
2023-01-04 18:00:00+00:00,2725.0,920.0,4396.0,284.0,0.0,0.0,119.0,8444.0
2023-01-04 19:00:00+00:00,2403.0,964.0,3905.0,265.0,0.0,0.0,91.0,7628.0
2023-01-04 20:00:00+00:00,2559.0,1016.0,4674.0,264.0,0.0,0.0,503.0,9016.0
2023-01-04 21:00:00+00:00,2341.0,887.0,4583.0,265.0,298.0,1.0,500.0,8875.0
2023-01-04 22:00:00+00:00,2192.0,695.0,4448.0,269.0,357.0,0.0,566.0,8527.0
2023-01-04 23:00:00+00:00,1720.0,779.0,3767.0,272.0,106.0,0.0,486.0,7130.0
2023-01-05 00:00:00+00:00,1693.0,393.0,3900.0,262.0,0.0,0.0,473.0,6721.0
2023-01-05 01:00:00+00:00,1701.0,158.0,3854.0,280.0,0.0,0.0,597.0,6590.0
2023-01-05 02:00:00+00:00,1723.0,245.0,3623.0,290.0,0.0,0.0,601.0,6482.0
2023-01-05 03:00:00+00:00,1831.0,184.0,3820.0,277.0,0.0,0.0,601.0,6713.0
2023-01-05 04:00:00+00:00,2131.0,66.0,3967.0,280.0,0.0,0.0,601.0,7045.0
2023-01-05 05:00:00+00:00,2316.0,143.0,3809.0,267.0,0.0,0.0,601.0,7136.0
2023-01-05 06:00:00+00:00,2453.0,284.0,3824.0,266.0,0.0,0.0,600.0,7427.0
2023-01-05 07:00:00+00:00,2312.0,628.0,3621.0,264.0,0.0,0.0,568.0,7393.0
2023-01-05 08:00:00+00:00,2214.0,656.0,3103.0,275.0,0.0,2.0,527.0,6777.0
2023-01-05 09:00:00+00:00,2672.0,787.0,3058.0,270.0,0.0,0.0,570.0,7357.0
2023-01-05 10:00:00+00:00,2890.0,780.0,2898.0,265.0,115.0,0.0,575.0,7523.0
2023-01-05 11:00:00+00:00,3043.0,766.0,2630.0,264.0,103.0,0.0,568.0,7374.0
2023-01-05 12:00:00+00:00,3259.0,807.0,2486.0,257.0,0.0,0.0,600.0,7409.0
2023-01-05 13:00:00+00:00,3373.0,826.0,2538.0,281.0,0.0,0.0,600.0,7618.0
2023-01-05 14:00:00+00:00,3478.0,331.0,2906.0,273.0,0.0,0.0,592.0,7580.0
2023-01-05 15:00:00+00:00,3610.0,43.0,2882.0,260.0,0.0,0.0,600.0,7395.0
2023-01-05 16:00:00+00:00,3520.0,14.0,2914.0,273.0,0.0,0.0,600.0,7321.0
2023-01-05 17:00:00+00:00,3133.0,219.0,3135.0,259.0,0.0,0.0,600.0,7346.0
2023-01-05 18:00:00+00:00,3177.0,219.0,3010.0,262.0,0.0,0.0,600.0,7268.0
2023-01-05 19:00:00+00:00,3209.0,188.0,3280.0,272.0,0.0,0.0,599.0,7548.0
2023-01-05 20:00:00+00:00,3361.0,109.0,2784.0,258.0,0.0,0.0,578.0,7090.0
2023-01-05 21:00:00+00:00,3219.0,201.0,2735.0,273.0,0.0,0.0,599.0,7027.0
2023-01-05 22:00:00+00:00,3166.0,578.0,2397.0,271.0,0.0,0.0,585.0,6997.0
2023-01-05 23:00:00+00:00,2745.0,961.0,3230.0,282.0,0.0,0.0,538.0,7756.0
2023-01-06 00:00:00+00:00,2604.0,862.0,3243.0,255.0,0.0,3.0,599.0,7566.0
2023-01-06 01:00:00+00:00,2539.0,613.0,3166.0,261.0,0.0,1.0,601.0,7181.0
2023-01-06 02:00:00+00:00,2657.0,664.0,2764.0,264.0,0.0,1.0,601.0,6951.0
2023-01-06 03:00:00+00:00,2713.0,663.0,2839.0,256.0,0.0,0.0,601.0,7072.0
2023-01-06 04:00:00+00:00,2756.0,682.0,3017.0,270.0,0.0,1.0,601.0,7327.0
2023-01-06 05:00:00+00:00,2659.0,885.0,3460.0,262.0,0.0,0.0,600.0,7866.0
2023-01-06 06:00:00+00:00,2837.0,936.0,3903.0,275.0,0.0,0.0,577.0,8528.0
2023-01-06 07:00:00+00:00,2779.0,971.0,3757.0,289.0,0.0,0.0,599.0,8395.0
2023-01-06 08:00:00+00:00,2941.0,863.0,3646.0,276.0,183.0,0.0,600.0,8509.0
2023-01-06 09:00:00+00:00,3281.0,813.0,3593.0,259.0,498.0,0.0,601.0,9045.0
2023-01-06 10:00:00+00:00,3333.0,801.0,3677.0,255.0,399.0,0.0,601.0,9066.0
2023-01-06 11:00:00+00:00,3314.0,760.0,3498.0,258.0,349.0,0.0,601.0,8780.0
2023-01-06 12:00:00+00:00,3200.0,632.0,3011.0,271.0,339.0,0.0,600.0,8053.0
2023-01-06 13:00:00+00:00,3224.0,707.0,3718.0,275.0,0.0,0.0,583.0,8507.0
2023-01-06 14:00:00+00:00,3354.0,920.0,3783.0,267.0,0.0,0.0,585.0,8909.0
2023-01-06 15:00:00+00:00,3308.0,963.0,3733.0,277.0,0.0,0.0,541.0,8822.0
2023-01-06 16:00:00+00:00,3276.0,892.0,3823.0,284.0,0.0,0.0,599.0,8874.0
2023-01-06 17:00:00+00:00,3216.0,1020.0,3970.0,273.0,0.0,0.0,600.0,9079.0
2023-01-06 18:00:00+00:00,3407.0,976.0,3889.0,272.0,0.0,0.0,596.0,9140.0
2023-01-06 19:00:00+00:00,3583.0,997.0,3726.0,278.0,0.0,0.0,596.0,9180.0
2023-01-06 20:00:00+00:00,3577.0,955.0,3795.0,282.0,0.0,1.0,598.0,9208.0
2023-01-06 21:00:00+00:00,3417.0,864.0,3791.0,262.0,0.0,2.0,600.0,8936.0
2023-01-06 22:00:00+00:00,3289.0,895.0,3796.0,261.0,0.0,0.0,600.0,8841.0
2023-01-06 23:00:00+00:00,3306.0,658.0,3393.0,265.0,0.0,2.0,589.0,8213.0
2023-01-07 00:00:00+00:00,3045.0,335.0,3015.0,270.0,0.0,0.0,578.0,7243.0
2023-01-07 01:00:00+00:00,2886.0,251.0,2719.0,266.0,0.0,0.0,578.0,6700.0
2023-01-07 02:00:00+00:00,2944.0,213.0,2392.0,255.0,0.0,0.0,578.0,6382.0
2023-01-07 03:00:00+00:00,3067.0,347.0,2274.0,267.0,0.0,0.0,582.0,6537.0
2023-01-07 04:00:00+00:00,3018.0,482.0,2725.0,261.0,0.0,0.0,578.0,7064.0
2023-01-07 05:00:00+00:00,2984.0,864.0,3487.0,281.0,0.0,0.0,577.0,8193.0
2023-01-07 06:00:00+00:00,3313.0,907.0,4384.0,273.0,0.0,0.0,572.0,9449.0
2023-01-07 07:00:00+00:00,3534.0,902.0,4177.0,268.0,0.0,0.0,566.0,9447.0
2023-01-07 08:00:00+00:00,3601.0,746.0,3095.0,261.0,13.0,0.0,561.0,8277.0
2023-01-07 09:00:00+00:00,3550.0,793.0,2945.0,271.0,497.0,0.0,566.0,8622.0
2023-01-07 10:00:00+00:00,3676.0,739.0,2755.0,280.0,508.0,1.0,582.0,8541.0
2023-01-07 11:00:00+00:00,3819.0,782.0,3402.0,277.0,508.0,0.0,577.0,9365.0
2023-01-07 12:00:00+00:00,3646.0,647.0,3532.0,265.0,379.0,0.0,576.0,9045.0
2023-01-07 13:00:00+00:00,3705.0,686.0,3376.0,260.0,0.0,0.0,563.0,8590.0
2023-01-07 14:00:00+00:00,3744.0,555.0,3447.0,258.0,0.0,0.0,599.0,8603.0
2023-01-07 15:00:00+00:00,3646.0,493.0,3694.0,252.0,0.0,0.0,601.0,8686.0
2023-01-07 16:00:00+00:00,3320.0,679.0,4134.0,276.0,0.0,0.0,600.0,9009.0
2023-01-07 17:00:00+00:00,3274.0,979.0,4456.0,276.0,0.0,0.0,600.0,9585.0
2023-01-07 18:00:00+00:00,3333.0,1050.0,4408.0,252.0,0.0,0.0,600.0,9643.0
2023-01-07 19:00:00+00:00,3280.0,1064.0,4297.0,222.0,0.0,0.0,600.0,9463.0
2023-01-07 20:00:00+00:00,3231.0,1078.0,4518.0,233.0,0.0,0.0,571.0,9631.0
2023-01-07 21:00:00+00:00,2808.0,1087.0,4858.0,225.0,0.0,0.0,570.0,9548.0
2023-01-07 22:00:00+00:00,2446.0,915.0,4013.0,222.0,0.0,0.0,571.0,8167.0
2023-01-07 23:00:00+00:00,2708.0,789.0,3919.0,219.0,0.0,0.0,600.0,8235.0
2023-01-08 00:00:00+00:00,2560.0,692.0,3334.0,229.0,0.0,0.0,601.0,7416.0
2023-01-08 01:00:00+00:00,2209.0,796.0,2788.0,212.0,0.0,0.0,601.0,6606.0
2023-01-08 02:00:00+00:00,2113.0,739.0,2538.0,210.0,0.0,0.0,601.0,6201.0
2023-01-08 03:00:00+00:00,2191.0,506.0,2520.0,240.0,0.0,0.0,601.0,6058.0
2023-01-08 04:00:00+00:00,2182.0,453.0,2459.0,222.0,0.0,0.0,601.0,5917.0
2023-01-08 05:00:00+00:00,2386.0,645.0,2670.0,219.0,0.0,0.0,601.0,6521.0
2023-01-08 06:00:00+00:00,2590.0,718.0,2770.0,220.0,0.0,0.0,601.0,6899.0
2023-01-08 07:00:00+00:00,2851.0,750.0,2543.0,215.0,0.0,2.0,600.0,6961.0
2023-01-08 08:00:00+00:00,2934.0,909.0,2917.0,229.0,0.0,0.0,600.0,7589.0
2023-01-08 09:00:00+00:00,2836.0,803.0,2607.0,228.0,346.0,1.0,601.0,7422.0
2023-01-08 10:00:00+00:00,2783.0,328.0,2918.0,231.0,505.0,0.0,601.0,7366.0
2023-01-08 11:00:00+00:00,2786.0,48.0,2697.0,223.0,455.0,0.0,601.0,6810.0
2023-01-08 12:00:00+00:00,2802.0,128.0,1593.0,218.0,429.0,1.0,601.0,5772.0
2023-01-08 13:00:00+00:00,3009.0,108.0,1455.0,221.0,0.0,0.0,601.0,5394.0
2023-01-08 14:00:00+00:00,3047.0,123.0,1663.0,219.0,0.0,0.0,601.0,5653.0
2023-01-08 15:00:00+00:00,3261.0,554.0,2212.0,278.0,0.0,0.0,600.0,6905.0
2023-01-08 16:00:00+00:00,3467.0,704.0,2796.0,292.0,0.0,0.0,600.0,7859.0
2023-01-08 17:00:00+00:00,3662.0,745.0,2699.0,282.0,0.0,0.0,600.0,7988.0
2023-01-08 18:00:00+00:00,3730.0,825.0,2475.0,276.0,0.0,0.0,600.0,7906.0
2023-01-08 19:00:00+00:00,3510.0,766.0,2760.0,275.0,0.0,0.0,600.0,7911.0
2023-01-08 20:00:00+00:00,3448.0,765.0,3043.0,273.0,0.0,0.0,601.0,8130.0
2023-01-08 21:00:00+00:00,3337.0,749.0,2165.0,264.0,0.0,0.0,600.0,7115.0
2023-01-08 22:00:00+00:00,2617.0,389.0,1145.0,276.0,0.0,0.0,600.0,5027.0
2023-01-08 23:00:00+00:00,2213.0,241.0,620.0,276.0,0.0,1.0,598.0,3949.0
2023-01-09 00:00:00+00:00,2099.0,291.0,844.0,276.0,0.0,0.0,107.0,3617.0
2023-01-09 01:00:00+00:00,1904.0,520.0,1052.0,277.0,0.0,0.0,102.0,3855.0
2023-01-09 02:00:00+00:00,1897.0,583.0,1013.0,274.0,0.0,0.0,102.0,3869.0
2023-01-09 03:00:00+00:00,1960.0,655.0,1195.0,279.0,0.0,0.0,102.0,4191.0
2023-01-09 04:00:00+00:00,2439.0,639.0,1570.0,268.0,0.0,0.0,117.0,5033.0
2023-01-09 05:00:00+00:00,3137.0,722.0,3122.0,275.0,0.0,0.0,585.0,7841.0
2023-01-09 06:00:00+00:00,3360.0,874.0,3738.0,287.0,0.0,0.0,600.0,8859.0
2023-01-09 07:00:00+00:00,3357.0,1079.0,4128.0,281.0,0.0,6.0,600.0,9451.0
2023-01-09 08:00:00+00:00,3541.0,981.0,4332.0,275.0,0.0,9.0,600.0,9738.0
2023-01-09 09:00:00+00:00,3535.0,987.0,4135.0,277.0,53.0,2.0,600.0,9589.0
2023-01-09 10:00:00+00:00,3539.0,813.0,4035.0,278.0,249.0,7.0,580.0,9501.0
2023-01-09 11:00:00+00:00,3365.0,726.0,3766.0,269.0,203.0,1.0,579.0,8909.0
2023-01-09 12:00:00+00:00,3466.0,861.0,3574.0,289.0,98.0,0.0,572.0,8860.0
2023-01-09 13:00:00+00:00,3414.0,856.0,4130.0,270.0,155.0,0.0,579.0,9404.0
2023-01-09 14:00:00+00:00,3210.0,942.0,3927.0,278.0,0.0,0.0,575.0,8932.0
2023-01-09 15:00:00+00:00,3275.0,921.0,3885.0,275.0,0.0,0.0,599.0,8955.0
2023-01-09 16:00:00+00:00,3484.0,922.0,3820.0,275.0,0.0,0.0,575.0,9076.0
2023-01-09 17:00:00+00:00,3438.0,1095.0,3467.0,278.0,0.0,0.0,585.0,8863.0
2023-01-09 18:00:00+00:00,3672.0,1033.0,3674.0,259.0,0.0,0.0,600.0,9238.0
2023-01-09 19:00:00+00:00,3477.0,1081.0,3584.0,260.0,0.0,0.0,600.0,9002.0
2023-01-09 20:00:00+00:00,3190.0,823.0,3564.0,259.0,340.0,0.0,600.0,8776.0
2023-01-09 21:00:00+00:00,2938.0,0.0,2660.0,244.0,265.0,0.0,600.0,6707.0
2023-01-09 22:00:00+00:00,2512.0,533.0,2100.0,224.0,51.0,0.0,218.0,5638.0
2023-01-09 23:00:00+00:00,2199.0,593.0,2289.0,190.0,91.0,0.0,102.0,5464.0
2023-01-10 00:00:00+00:00,2301.0,841.0,2170.0,165.0,0.0,0.0,102.0,5579.0
2023-01-10 01:00:00+00:00,2137.0,894.0,2000.0,123.0,14.0,0.0,102.0,5270.0
2023-01-10 02:00:00+00:00,2167.0,710.0,1775.0,149.0,379.0,0.0,102.0,5282.0
2023-01-10 03:00:00+00:00,2379.0,707.0,1977.0,146.0,507.0,0.0,102.0,5818.0
2023-01-10 04:00:00+00:00,2876.0,667.0,1993.0,144.0,479.0,0.0,102.0,6261.0
2023-01-10 05:00:00+00:00,3357.0,726.0,3448.0,154.0,508.0,0.0,117.0,8310.0
2023-01-10 06:00:00+00:00,3531.0,925.0,3350.0,150.0,491.0,0.0,585.0,9032.0
2023-01-10 07:00:00+00:00,3175.0,1141.0,3103.0,152.0,0.0,0.0,600.0,8171.0
2023-01-10 08:00:00+00:00,3006.0,1061.0,2997.0,149.0,0.0,0.0,599.0,7812.0
2023-01-10 09:00:00+00:00,3061.0,1049.0,3236.0,153.0,0.0,0.0,580.0,8079.0
2023-01-10 10:00:00+00:00,3232.0,983.0,3193.0,140.0,0.0,0.0,548.0,8096.0
2023-01-10 11:00:00+00:00,3071.0,1039.0,2308.0,159.0,0.0,0.0,499.0,7076.0
2023-01-10 12:00:00+00:00,3274.0,1093.0,2469.0,149.0,0.0,0.0,524.0,7509.0
2023-01-10 13:00:00+00:00,3348.0,1068.0,3161.0,149.0,0.0,0.0,527.0,8253.0
2023-01-10 14:00:00+00:00,3417.0,1075.0,3411.0,161.0,0.0,0.0,598.0,8662.0
2023-01-10 15:00:00+00:00,3668.0,1048.0,3703.0,159.0,0.0,0.0,601.0,9179.0
2023-01-10 16:00:00+00:00,3497.0,1063.0,4047.0,157.0,0.0,0.0,600.0,9364.0
2023-01-10 17:00:00+00:00,3414.0,1084.0,4313.0,157.0,0.0,0.0,600.0,9568.0
2023-01-10 18:00:00+00:00,3426.0,1020.0,4740.0,199.0,0.0,0.0,600.0,9985.0
2023-01-10 19:00:00+00:00,2907.0,1051.0,4739.0,202.0,0.0,0.0,600.0,9499.0
2023-01-10 20:00:00+00:00,2734.0,935.0,4194.0,192.0,0.0,0.0,600.0,8655.0
2023-01-10 21:00:00+00:00,2662.0,947.0,3470.0,197.0,0.0,0.0,600.0,7876.0
2023-01-10 22:00:00+00:00,2276.0,1005.0,2997.0,168.0,0.0,0.0,588.0,7034.0
2023-01-10 23:00:00+00:00,2237.0,861.0,2776.0,162.0,0.0,0.0,600.0,6636.0
2023-01-11 00:00:00+00:00,2251.0,727.0,2173.0,169.0,0.0,0.0,600.0,5920.0
2023-01-11 01:00:00+00:00,2230.0,307.0,2401.0,159.0,0.0,0.0,600.0,5697.0
2023-01-11 02:00:00+00:00,2358.0,520.0,2094.0,141.0,0.0,0.0,600.0,5713.0
2023-01-11 03:00:00+00:00,2276.0,720.0,2075.0,149.0,0.0,0.0,600.0,5820.0
2023-01-11 04:00:00+00:00,2287.0,747.0,2443.0,157.0,0.0,0.0,600.0,6234.0
2023-01-11 05:00:00+00:00,2915.0,829.0,3606.0,207.0,0.0,0.0,600.0,8157.0
2023-01-11 06:00:00+00:00,3253.0,1048.0,3792.0,258.0,0.0,0.0,600.0,8951.0
2023-01-11 07:00:00+00:00,3043.0,1016.0,3674.0,245.0,0.0,0.0,600.0,8578.0
2023-01-11 08:00:00+00:00,2942.0,1031.0,3203.0,244.0,0.0,3.0,577.0,8000.0
2023-01-11 09:00:00+00:00,3209.0,1028.0,3107.0,245.0,0.0,0.0,591.0,8180.0
2023-01-11 10:00:00+00:00,3401.0,1081.0,3205.0,243.0,0.0,0.0,323.0,8253.0
2023-01-11 11:00:00+00:00,3253.0,755.0,2400.0,195.0,0.0,0.0,315.0,6918.0
2023-01-11 12:00:00+00:00,3437.0,788.0,2247.0,166.0,0.0,0.0,337.0,6975.0
2023-01-11 13:00:00+00:00,3316.0,916.0,2414.0,233.0,0.0,0.0,446.0,7325.0
2023-01-11 14:00:00+00:00,3197.0,909.0,2525.0,254.0,0.0,0.0,596.0,7481.0
2023-01-11 15:00:00+00:00,3283.0,859.0,2364.0,255.0,0.0,0.0,600.0,7361.0
2023-01-11 16:00:00+00:00,3328.0,920.0,2907.0,261.0,0.0,0.0,594.0,8010.0
2023-01-11 17:00:00+00:00,3059.0,926.0,4564.0,261.0,0.0,0.0,596.0,9406.0
2023-01-11 18:00:00+00:00,2861.0,894.0,4817.0,239.0,0.0,0.0,600.0,9411.0
2023-01-11 19:00:00+00:00,2906.0,860.0,4753.0,249.0,0.0,0.0,451.0,9219.0
2023-01-11 20:00:00+00:00,3069.0,636.0,4850.0,240.0,0.0,0.0,458.0,9253.0
2023-01-11 21:00:00+00:00,2766.0,193.0,4534.0,242.0,0.0,0.0,600.0,8335.0
2023-01-11 22:00:00+00:00,2471.0,832.0,4501.0,249.0,0.0,0.0,602.0,8655.0
2023-01-11 23:00:00+00:00,2250.0,923.0,4398.0,251.0,0.0,0.0,598.0,8420.0
2023-01-12 00:00:00+00:00,2189.0,1022.0,4209.0,260.0,0.0,0.0,596.0,8276.0
2023-01-12 01:00:00+00:00,2051.0,983.0,3709.0,242.0,0.0,0.0,596.0,7581.0
2023-01-12 02:00:00+00:00,2273.0,870.0,3516.0,241.0,43.0,0.0,596.0,7539.0
2023-01-12 03:00:00+00:00,2456.0,886.0,3698.0,240.0,0.0,0.0,596.0,7876.0
