,FR,SI,CH,AT,GR,MT,ME,sum
2023-07-08 07:00:00+00:00,1916.0,1115.0,2778.0,148.0,0.0,0.0,603.0,6560.0
2023-07-08 08:00:00+00:00,1843.0,973.0,2960.0,171.0,0.0,0.0,603.0,6550.0
2023-07-08 09:00:00+00:00,1615.0,1051.0,3112.0,168.0,50.0,0.0,603.0,6599.0
2023-07-08 10:00:00+00:00,1261.0,1094.0,3134.0,170.0,50.0,0.0,584.0,6293.0
2023-07-08 11:00:00+00:00,1482.0,1018.0,3123.0,172.0,50.0,0.0,534.0,6379.0
2023-07-08 12:00:00+00:00,1364.0,974.0,3390.0,172.0,29.0,0.0,474.0,6403.0
2023-07-08 13:00:00+00:00,1662.0,1017.0,3077.0,167.0,0.0,0.0,465.0,6388.0
2023-07-08 14:00:00+00:00,2310.0,985.0,2881.0,171.0,0.0,0.0,599.0,6946.0
2023-07-08 15:00:00+00:00,2827.0,876.0,2636.0,170.0,0.0,0.0,603.0,7112.0
2023-07-08 16:00:00+00:00,3067.0,807.0,3333.0,165.0,20.0,0.0,603.0,7995.0
2023-07-08 17:00:00+00:00,2776.0,640.0,3315.0,140.0,51.0,0.0,603.0,7525.0
2023-07-08 18:00:00+00:00,2485.0,649.0,2747.0,103.0,51.0,0.0,603.0,6638.0
2023-07-08 19:00:00+00:00,2359.0,906.0,3053.0,107.0,51.0,0.0,603.0,7079.0
2023-07-08 20:00:00+00:00,1734.0,973.0,2891.0,112.0,51.0,0.0,603.0,6364.0
2023-07-08 21:00:00+00:00,1633.0,848.0,2919.0,107.0,53.0,0.0,603.0,6163.0
2023-07-08 22:00:00+00:00,2368.0,932.0,3333.0,114.0,203.0,0.0,603.0,7553.0
2023-07-08 23:00:00+00:00,2607.0,879.0,3321.0,106.0,192.0,0.0,603.0,7708.0
2023-07-09 00:00:00+00:00,2735.0,814.0,3312.0,110.0,395.0,0.0,603.0,7969.0
2023-07-09 01:00:00+00:00,2898.0,899.0,3110.0,111.0,381.0,0.0,602.0,8001.0
2023-07-09 02:00:00+00:00,2909.0,873.0,2978.0,108.0,506.0,0.0,603.0,7977.0
2023-07-09 03:00:00+00:00,2718.0,941.0,3014.0,108.0,506.0,0.0,603.0,7890.0
2023-07-09 04:00:00+00:00,2727.0,1005.0,3019.0,111.0,506.0,0.0,603.0,7971.0
2023-07-09 05:00:00+00:00,2190.0,1010.0,2556.0,107.0,506.0,0.0,603.0,6972.0
2023-07-09 06:00:00+00:00,2035.0,1065.0,2869.0,105.0,506.0,0.0,580.0,7160.0
2023-07-09 07:00:00+00:00,1834.0,1000.0,2912.0,108.0,506.0,0.0,603.0,6963.0
2023-07-09 08:00:00+00:00,1395.0,876.0,2909.0,106.0,509.0,0.0,603.0,6398.0
2023-07-09 09:00:00+00:00,1208.0,734.0,2842.0,117.0,509.0,0.0,572.0,5982.0
2023-07-09 10:00:00+00:00,701.0,721.0,2851.0,102.0,509.0,0.0,603.0,5487.0
2023-07-09 11:00:00+00:00,763.0,602.0,2674.0,112.0,509.0,0.0,603.0,5263.0
2023-07-09 12:00:00+00:00,912.0,518.0,2750.0,107.0,504.0,0.0,572.0,5363.0
2023-07-09 13:00:00+00:00,1640.0,765.0,3067.0,112.0,256.0,0.0,603.0,6443.0
2023-07-09 14:00:00+00:00,2500.0,906.0,2751.0,108.0,1.0,0.0,603.0,6869.0
2023-07-09 15:00:00+00:00,3056.0,890.0,2768.0,110.0,52.0,0.0,594.0,7470.0
2023-07-09 16:00:00+00:00,3262.0,833.0,3239.0,109.0,471.0,0.0,599.0,8513.0
2023-07-09 17:00:00+00:00,2885.0,919.0,3505.0,112.0,509.0,0.0,602.0,8532.0
2023-07-09 18:00:00+00:00,2896.0,890.0,2994.0,107.0,509.0,0.0,603.0,7999.0
2023-07-09 19:00:00+00:00,2695.0,1036.0,2686.0,109.0,509.0,0.0,599.0,7634.0
2023-07-09 20:00:00+00:00,2505.0,1101.0,2779.0,108.0,506.0,0.0,599.0,7598.0
2023-07-09 21:00:00+00:00,2167.0,1085.0,2990.0,99.0,415.0,0.0,603.0,7359.0
2023-07-09 22:00:00+00:00,2627.0,1053.0,3366.0,109.0,263.0,0.0,599.0,8017.0
2023-07-09 23:00:00+00:00,2957.0,1070.0,3347.0,110.0,505.0,0.0,599.0,8588.0
2023-07-10 00:00:00+00:00,3059.0,1030.0,3212.0,106.0,509.0,0.0,599.0,8515.0
2023-07-10 01:00:00+00:00,3183.0,1085.0,2801.0,103.0,509.0,0.0,599.0,8280.0
2023-07-10 02:00:00+00:00,3087.0,1048.0,2857.0,110.0,509.0,0.0,599.0,8210.0
2023-07-10 03:00:00+00:00,2987.0,873.0,2824.0,106.0,491.0,0.0,602.0,7883.0
2023-07-10 04:00:00+00:00,2437.0,420.0,2076.0,111.0,56.0,0.0,544.0,5644.0
2023-07-10 05:00:00+00:00,2044.0,227.0,1787.0,107.0,160.0,0.0,544.0,4869.0
2023-07-10 06:00:00+00:00,2197.0,639.0,1969.0,131.0,506.0,0.0,578.0,6020.0
2023-07-10 07:00:00+00:00,1853.0,1002.0,2295.0,175.0,509.0,0.0,603.0,6437.0
2023-07-10 08:00:00+00:00,1728.0,937.0,2831.0,183.0,509.0,0.0,603.0,6791.0
2023-07-10 09:00:00+00:00,1813.0,794.0,3090.0,176.0,509.0,0.0,603.0,6985.0
2023-07-10 10:00:00+00:00,1396.0,865.0,2889.0,180.0,509.0,0.0,603.0,6442.0
2023-07-10 11:00:00+00:00,1491.0,864.0,2930.0,183.0,509.0,0.0,604.0,6581.0
2023-07-10 12:00:00+00:00,1374.0,864.0,2752.0,181.0,505.0,0.0,604.0,6280.0
2023-07-10 13:00:00+00:00,1936.0,949.0,3260.0,178.0,394.0,0.0,604.0,7321.0
2023-07-10 14:00:00+00:00,2129.0,857.0,3136.0,177.0,506.0,0.0,604.0,7409.0
2023-07-10 15:00:00+00:00,2326.0,784.0,2714.0,177.0,343.0,0.0,603.0,6947.0
2023-07-10 16:00:00+00:00,2197.0,655.0,3128.0,196.0,504.0,0.0,600.0,7280.0
2023-07-10 17:00:00+00:00,2103.0,671.0,2331.0,120.0,199.0,0.0,502.0,5926.0
2023-07-10 18:00:00+00:00,2076.0,421.0,2429.0,143.0,0.0,0.0,415.0,5484.0
2023-07-10 19:00:00+00:00,1948.0,186.0,2267.0,115.0,0.0,0.0,598.0,5114.0
2023-07-10 20:00:00+00:00,1214.0,165.0,866.0,150.0,0.0,0.0,603.0,2998.0
2023-07-10 21:00:00+00:00,1469.0,629.0,1513.0,165.0,117.0,0.0,527.0,4420.0
2023-07-10 22:00:00+00:00,2239.0,778.0,2267.0,165.0,53.0,0.0,596.0,6098.0
2023-07-10 23:00:00+00:00,2388.0,776.0,1793.0,115.0,0.0,0.0,603.0,5675.0
2023-07-11 00:00:00+00:00,2568.0,763.0,2375.0,164.0,69.0,0.0,603.0,6542.0
2023-07-11 01:00:00+00:00,2724.0,640.0,2582.0,169.0,329.0,0.0,603.0,7047.0
2023-07-11 02:00:00+00:00,2705.0,593.0,2757.0,172.0,508.0,0.0,603.0,7338.0
2023-07-11 03:00:00+00:00,2498.0,587.0,2693.0,166.0,437.0,0.0,597.0,6978.0
2023-07-11 04:00:00+00:00,2108.0,432.0,1420.0,120.0,0.0,0.0,381.0,4461.0
2023-07-11 05:00:00+00:00,1990.0,481.0,1446.0,173.0,185.0,0.0,378.0,4653.0
2023-07-11 06:00:00+00:00,2007.0,892.0,2014.0,168.0,506.0,0.0,596.0,6183.0
2023-07-11 07:00:00+00:00,1803.0,1082.0,2738.0,152.0,509.0,0.0,603.0,6887.0
2023-07-11 08:00:00+00:00,1958.0,1067.0,3127.0,152.0,509.0,0.0,603.0,7416.0
2023-07-11 09:00:00+00:00,2017.0,919.0,3127.0,146.0,509.0,0.0,603.0,7321.0
2023-07-11 10:00:00+00:00,1741.0,959.0,3050.0,149.0,509.0,0.0,603.0,7011.0
2023-07-11 11:00:00+00:00,1731.0,1004.0,2923.0,153.0,509.0,0.0,603.0,6923.0
2023-07-11 12:00:00+00:00,1822.0,1015.0,2978.0,151.0,509.0,0.0,604.0,7079.0
2023-07-11 13:00:00+00:00,2079.0,930.0,2997.0,149.0,509.0,0.0,604.0,7268.0
2023-07-11 14:00:00+00:00,2385.0,745.0,2729.0,147.0,502.0,0.0,602.0,7110.0
2023-07-11 15:00:00+00:00,2579.0,609.0,2737.0,149.0,148.0,0.0,555.0,6777.0
2023-07-11 16:00:00+00:00,3037.0,565.0,3989.0,147.0,0.0,0.0,593.0,8331.0
2023-07-11 17:00:00+00:00,2676.0,198.0,2567.0,148.0,0.0,0.0,312.0,5901.0
2023-07-11 18:00:00+00:00,2452.0,128.0,1923.0,153.0,0.0,0.0,303.0,4959.0
2023-07-11 19:00:00+00:00,2635.0,182.0,2043.0,146.0,0.0,0.0,301.0,5307.0
2023-07-11 20:00:00+00:00,2326.0,628.0,1742.0,153.0,0.0,0.0,232.0,5081.0
2023-07-11 21:00:00+00:00,2720.0,950.0,2572.0,143.0,0.0,0.0,220.0,6605.0
2023-07-11 22:00:00+00:00,2906.0,987.0,2848.0,149.0,237.0,0.0,591.0,7718.0
2023-07-11 23:00:00+00:00,2560.0,1076.0,3115.0,155.0,367.0,0.0,603.0,7876.0
2023-07-12 00:00:00+00:00,2557.0,918.0,3138.0,143.0,266.0,0.0,603.0,7625.0
2023-07-12 01:00:00+00:00,2237.0,682.0,2391.0,147.0,504.0,0.0,603.0,6564.0
2023-07-12 02:00:00+00:00,2172.0,601.0,2269.0,155.0,473.0,0.0,569.0,6239.0
2023-07-12 03:00:00+00:00,2196.0,625.0,2566.0,152.0,471.0,0.0,1.0,6011.0
2023-07-12 04:00:00+00:00,2558.0,539.0,2127.0,144.0,408.0,0.0,0.0,5776.0
2023-07-12 05:00:00+00:00,2116.0,793.0,2116.0,150.0,0.0,0.0,1.0,5176.0
2023-07-12 06:00:00+00:00,2222.0,722.0,2508.0,145.0,271.0,0.0,1.0,5869.0
2023-07-12 07:00:00+00:00,1509.0,681.0,2321.0,148.0,317.0,0.0,207.0,5183.0
2023-07-12 08:00:00+00:00,1339.0,825.0,2426.0,145.0,505.0,0.0,603.0,5843.0
2023-07-12 09:00:00+00:00,1247.0,887.0,2617.0,148.0,488.0,0.0,603.0,5990.0
2023-07-12 10:00:00+00:00,1091.0,715.0,2427.0,147.0,467.0,0.0,603.0,5450.0
2023-07-12 11:00:00+00:00,978.0,888.0,2179.0,151.0,492.0,0.0,599.0,5287.0
2023-07-12 12:00:00+00:00,501.0,857.0,2091.0,149.0,508.0,0.0,595.0,4701.0
2023-07-12 13:00:00+00:00,419.0,716.0,1626.0,153.0,400.0,0.0,493.0,3807.0
2023-07-12 14:00:00+00:00,1135.0,808.0,2020.0,147.0,0.0,0.0,532.0,4642.0
2023-07-12 15:00:00+00:00,1413.0,453.0,1656.0,151.0,0.0,0.0,325.0,3998.0
2023-07-12 16:00:00+00:00,2095.0,249.0,2226.0,150.0,0.0,0.0,0.0,4720.0
2023-07-12 17:00:00+00:00,2302.0,373.0,2510.0,152.0,0.0,0.0,0.0,5337.0
2023-07-12 18:00:00+00:00,2112.0,169.0,1796.0,152.0,0.0,0.0,0.0,4229.0
2023-07-12 19:00:00+00:00,1736.0,74.0,1515.0,143.0,0.0,0.0,0.0,3468.0
2023-07-12 20:00:00+00:00,1150.0,71.0,785.0,150.0,0.0,0.0,0.0,2156.0
2023-07-12 21:00:00+00:00,1411.0,438.0,1106.0,147.0,0.0,0.0,0.0,3102.0
2023-07-12 22:00:00+00:00,2126.0,711.0,2366.0,148.0,0.0,0.0,493.0,5844.0
2023-07-12 23:00:00+00:00,2026.0,832.0,2411.0,144.0,0.0,0.0,527.0,5940.0
2023-07-13 00:00:00+00:00,1811.0,958.0,2598.0,143.0,0.0,0.0,527.0,6037.0
2023-07-13 01:00:00+00:00,1882.0,811.0,2472.0,149.0,0.0,0.0,540.0,5854.0
2023-07-13 02:00:00+00:00,1837.0,963.0,2329.0,150.0,0.0,0.0,523.0,5802.0
2023-07-13 03:00:00+00:00,1609.0,952.0,1949.0,146.0,0.0,0.0,318.0,4974.0
2023-07-13 04:00:00+00:00,1367.0,228.0,1103.0,148.0,0.0,0.0,201.0,3047.0
2023-07-13 05:00:00+00:00,1214.0,16.0,925.0,145.0,0.0,0.0,179.0,2479.0
2023-07-13 06:00:00+00:00,1625.0,493.0,1717.0,146.0,0.0,0.0,339.0,4320.0
2023-07-13 07:00:00+00:00,1330.0,803.0,2117.0,146.0,12.0,0.0,553.0,4961.0
2023-07-13 08:00:00+00:00,861.0,822.0,2152.0,148.0,398.0,0.0,517.0,4898.0
2023-07-13 09:00:00+00:00,1168.0,853.0,2696.0,150.0,303.0,0.0,489.0,5659.0
2023-07-13 10:00:00+00:00,880.0,659.0,2691.0,149.0,0.0,0.0,510.0,4889.0
2023-07-13 11:00:00+00:00,812.0,647.0,2587.0,146.0,0.0,0.0,485.0,4677.0
2023-07-13 12:00:00+00:00,639.0,840.0,2705.0,156.0,0.0,0.0,460.0,4800.0
2023-07-13 13:00:00+00:00,593.0,838.0,2535.0,152.0,0.0,0.0,417.0,4535.0
2023-07-13 14:00:00+00:00,685.0,902.0,2494.0,148.0,0.0,0.0,215.0,4444.0
2023-07-13 15:00:00+00:00,1024.0,618.0,2129.0,150.0,0.0,0.0,203.0,4124.0
2023-07-13 16:00:00+00:00,1562.0,404.0,2451.0,148.0,0.0,0.0,202.0,4767.0
2023-07-13 17:00:00+00:00,1713.0,77.0,2586.0,151.0,0.0,0.0,188.0,4715.0
2023-07-13 18:00:00+00:00,1668.0,1.0,1971.0,149.0,0.0,0.0,1.0,3790.0
2023-07-13 19:00:00+00:00,1478.0,0.0,1756.0,145.0,0.0,0.0,1.0,3380.0
2023-07-13 20:00:00+00:00,712.0,196.0,707.0,144.0,0.0,0.0,0.0,1759.0
2023-07-13 21:00:00+00:00,828.0,263.0,768.0,147.0,0.0,0.0,0.0,2006.0
2023-07-13 22:00:00+00:00,1957.0,817.0,2451.0,144.0,0.0,0.0,301.0,5670.0
2023-07-13 23:00:00+00:00,2314.0,1185.0,2974.0,148.0,0.0,0.0,485.0,7106.0
2023-07-14 00:00:00+00:00,2234.0,1151.0,2920.0,147.0,0.0,0.0,543.0,6995.0
2023-07-14 01:00:00+00:00,2198.0,1030.0,3265.0,146.0,0.0,0.0,520.0,7159.0
2023-07-14 02:00:00+00:00,2158.0,973.0,3358.0,148.0,0.0,0.0,546.0,7183.0
2023-07-14 03:00:00+00:00,1891.0,779.0,2209.0,144.0,0.0,0.0,554.0,5577.0
2023-07-14 04:00:00+00:00,2084.0,840.0,900.0,141.0,0.0,0.0,401.0,4366.0
2023-07-14 05:00:00+00:00,2591.0,858.0,528.0,153.0,0.0,0.0,382.0,4512.0
2023-07-14 06:00:00+00:00,2966.0,978.0,1368.0,149.0,58.0,0.0,498.0,6017.0
2023-07-14 07:00:00+00:00,2645.0,1003.0,1207.0,149.0,505.0,0.0,520.0,6029.0
2023-07-14 08:00:00+00:00,2640.0,930.0,1413.0,146.0,299.0,0.0,494.0,5922.0
2023-07-14 09:00:00+00:00,2715.0,818.0,1473.0,148.0,282.0,0.0,456.0,5892.0
2023-07-14 10:00:00+00:00,2943.0,840.0,1929.0,153.0,0.0,0.0,431.0,6296.0
2023-07-14 11:00:00+00:00,2905.0,919.0,1956.0,151.0,0.0,0.0,414.0,6345.0
2023-07-14 12:00:00+00:00,2658.0,822.0,1802.0,147.0,0.0,0.0,391.0,5820.0
2023-07-14 13:00:00+00:00,2522.0,826.0,1955.0,150.0,0.0,0.0,397.0,5850.0
2023-07-14 14:00:00+00:00,2490.0,756.0,1969.0,147.0,0.0,0.0,324.0,5686.0
2023-07-14 15:00:00+00:00,2300.0,543.0,2152.0,145.0,0.0,0.0,521.0,5661.0
2023-07-14 16:00:00+00:00,2702.0,213.0,2110.0,152.0,0.0,0.0,603.0,5780.0
2023-07-14 17:00:00+00:00,2829.0,355.0,2142.0,157.0,0.0,0.0,602.0,6085.0
2023-07-14 18:00:00+00:00,2613.0,369.0,2145.0,180.0,0.0,0.0,601.0,5908.0
2023-07-14 19:00:00+00:00,2436.0,290.0,2837.0,175.0,0.0,0.0,600.0,6338.0
2023-07-14 20:00:00+00:00,2487.0,465.0,2697.0,178.0,0.0,0.0,510.0,6337.0
2023-07-14 21:00:00+00:00,2315.0,607.0,3543.0,178.0,0.0,0.0,573.0,7216.0
2023-07-14 22:00:00+00:00,2321.0,636.0,3365.0,179.0,283.0,0.0,542.0,7326.0
2023-07-14 23:00:00+00:00,2360.0,741.0,3513.0,177.0,0.0,0.0,603.0,7394.0
2023-07-15 00:00:00+00:00,2353.0,785.0,3673.0,176.0,0.0,0.0,603.0,7590.0
2023-07-15 01:00:00+00:00,2264.0,791.0,3488.0,180.0,0.0,0.0,603.0,7326.0
2023-07-15 02:00:00+00:00,2265.0,645.0,3623.0,178.0,53.0,0.0,603.0,7367.0
2023-07-15 03:00:00+00:00,2182.0,791.0,3653.0,174.0,331.0,0.0,603.0,7734.0
2023-07-15 04:00:00+00:00,2213.0,761.0,3635.0,178.0,499.0,0.0,601.0,7887.0
2023-07-15 05:00:00+00:00,1884.0,734.0,3161.0,183.0,509.0,0.0,517.0,6988.0
2023-07-15 06:00:00+00:00,1587.0,910.0,3227.0,182.0,509.0,0.0,446.0,6861.0
2023-07-15 07:00:00+00:00,1450.0,1004.0,3084.0,175.0,509.0,0.0,472.0,6694.0
2023-07-15 08:00:00+00:00,1597.0,621.0,2991.0,178.0,509.0,0.0,599.0,6495.0
2023-07-15 09:00:00+00:00,1352.0,658.0,3381.0,182.0,501.0,0.0,603.0,6677.0
2023-07-15 10:00:00+00:00,888.0,568.0,3493.0,180.0,317.0,0.0,603.0,6049.0
2023-07-15 11:00:00+00:00,869.0,415.0,3409.0,181.0,152.0,0.0,603.0,5629.0
2023-07-15 12:00:00+00:00,985.0,312.0,3481.0,177.0,140.0,0.0,604.0,5699.0
2023-07-15 13:00:00+00:00,1172.0,285.0,3585.0,180.0,0.0,0.0,604.0,5826.0
2023-07-15 14:00:00+00:00,1488.0,397.0,3354.0,179.0,0.0,0.0,603.0,6021.0
2023-07-15 15:00:00+00:00,1702.0,407.0,3317.0,182.0,73.0,0.0,603.0,6284.0
2023-07-15 16:00:00+00:00,2186.0,297.0,3515.0,182.0,57.0,0.0,603.0,6840.0
2023-07-15 17:00:00+00:00,2560.0,268.0,3550.0,177.0,264.0,0.0,603.0,7422.0
2023-07-15 18:00:00+00:00,2320.0,222.0,3332.0,177.0,415.0,0.0,603.0,7069.0
2023-07-15 19:00:00+00:00,2172.0,312.0,2795.0,176.0,486.0,0.0,603.0,6544.0
2023-07-15 20:00:00+00:00,2014.0,539.0,2701.0,178.0,449.0,0.0,603.0,6484.0
2023-07-15 21:00:00+00:00,1788.0,527.0,2417.0,179.0,220.0,0.0,602.0,5733.0
2023-07-15 22:00:00+00:00,1936.0,451.0,2768.0,177.0,508.0,0.0,577.0,6417.0
2023-07-15 23:00:00+00:00,1839.0,613.0,2755.0,178.0,480.0,0.0,602.0,6467.0
2023-07-16 00:00:00+00:00,1564.0,710.0,2672.0,179.0,254.0,0.0,603.0,5982.0
2023-07-16 01:00:00+00:00,1464.0,798.0,2835.0,179.0,293.0,0.0,603.0,6172.0
2023-07-16 02:00:00+00:00,1376.0,732.0,3001.0,181.0,508.0,0.0,603.0,6401.0
2023-07-16 03:00:00+00:00,1361.0,676.0,2885.0,177.0,506.0,0.0,603.0,6208.0
2023-07-16 04:00:00+00:00,1472.0,513.0,2775.0,174.0,453.0,0.0,603.0,5990.0
2023-07-16 05:00:00+00:00,1431.0,571.0,2954.0,177.0,509.0,0.0,603.0,6245.0
2023-07-16 06:00:00+00:00,1251.0,663.0,2873.0,175.0,476.0,0.0,603.0,6041.0
2023-07-16 07:00:00+00:00,1206.0,1000.0,3279.0,174.0,509.0,0.0,603.0,6771.0
2023-07-16 08:00:00+00:00,1051.0,828.0,3488.0,194.0,509.0,0.0,603.0,6673.0
2023-07-16 09:00:00+00:00,687.0,628.0,3389.0,201.0,507.0,0.0,603.0,6015.0
2023-07-16 10:00:00+00:00,500.0,720.0,3546.0,198.0,391.0,0.0,603.0,5958.0
2023-07-16 11:00:00+00:00,566.0,657.0,3454.0,204.0,423.0,0.0,603.0,5907.0
2023-07-16 12:00:00+00:00,862.0,546.0,3513.0,201.0,425.0,0.0,604.0,6151.0
2023-07-16 13:00:00+00:00,875.0,468.0,3467.0,198.0,334.0,0.0,603.0,5945.0
2023-07-16 14:00:00+00:00,928.0,423.0,3589.0,193.0,0.0,0.0,600.0,5733.0
2023-07-16 15:00:00+00:00,1020.0,460.0,3322.0,203.0,0.0,0.0,486.0,5491.0
2023-07-16 16:00:00+00:00,1543.0,628.0,3495.0,201.0,125.0,0.0,443.0,6435.0
2023-07-16 17:00:00+00:00,2328.0,96.0,3096.0,200.0,499.0,0.0,520.0,6739.0
2023-07-16 18:00:00+00:00,2307.0,40.0,3005.0,201.0,228.0,0.0,593.0,6374.0
2023-07-16 19:00:00+00:00,2080.0,186.0,3141.0,198.0,319.0,0.0,603.0,6527.0
2023-07-16 20:00:00+00:00,1998.0,214.0,3138.0,201.0,509.0,0.0,599.0,6659.0
2023-07-16 21:00:00+00:00,2051.0,220.0,3065.0,196.0,493.0,0.0,598.0,6623.0
2023-07-16 22:00:00+00:00,2167.0,349.0,2748.0,198.0,0.0,0.0,579.0,6041.0
2023-07-16 23:00:00+00:00,2059.0,409.0,2824.0,197.0,0.0,0.0,571.0,6060.0
2023-07-17 00:00:00+00:00,1810.0,375.0,2593.0,191.0,322.0,0.0,582.0,5873.0
2023-07-17 01:00:00+00:00,1780.0,303.0,2559.0,192.0,508.0,0.0,598.0,5940.0
2023-07-17 02:00:00+00:00,1747.0,404.0,2535.0,194.0,471.0,0.0,603.0,5954.0
2023-07-17 03:00:00+00:00,1759.0,437.0,2426.0,200.0,272.0,0.0,603.0,5697.0
2023-07-17 04:00:00+00:00,1861.0,93.0,2008.0,181.0,304.0,0.0,598.0,5045.0
2023-07-17 05:00:00+00:00,1705.0,380.0,2121.0,176.0,436.0,0.0,584.0,5402.0
2023-07-17 06:00:00+00:00,1808.0,586.0,2772.0,184.0,508.0,0.0,598.0,6456.0
2023-07-17 07:00:00+00:00,1730.0,712.0,2604.0,175.0,509.0,0.0,602.0,6332.0
2023-07-17 08:00:00+00:00,1269.0,887.0,3283.0,183.0,509.0,0.0,550.0,6681.0
2023-07-17 09:00:00+00:00,971.0,1037.0,3765.0,178.0,509.0,0.0,603.0,7063.0
2023-07-17 10:00:00+00:00,1366.0,519.0,3524.0,174.0,449.0,0.0,603.0,6635.0
2023-07-17 11:00:00+00:00,918.0,685.0,3509.0,179.0,369.0,0.0,604.0,6264.0
2023-07-17 12:00:00+00:00,932.0,528.0,3617.0,176.0,330.0,0.0,596.0,6179.0
2023-07-17 13:00:00+00:00,562.0,696.0,3413.0,178.0,361.0,0.0,574.0,5784.0
2023-07-17 14:00:00+00:00,833.0,605.0,3667.0,178.0,51.0,0.0,568.0,5902.0
2023-07-17 15:00:00+00:00,1263.0,391.0,3425.0,177.0,55.0,0.0,548.0,5859.0
2023-07-17 16:00:00+00:00,1768.0,160.0,3162.0,177.0,262.0,0.0,603.0,6132.0
2023-07-17 17:00:00+00:00,1727.0,3.0,2963.0,180.0,110.0,0.0,603.0,5586.0
2023-07-17 18:00:00+00:00,1662.0,0.0,2572.0,180.0,0.0,0.0,592.0,5006.0
2023-07-17 19:00:00+00:00,1524.0,1.0,2490.0,166.0,142.0,0.0,245.0,4568.0
2023-07-17 20:00:00+00:00,1209.0,89.0,2335.0,149.0,0.0,0.0,341.0,4123.0
2023-07-17 21:00:00+00:00,1336.0,154.0,2261.0,145.0,0.0,0.0,505.0,4401.0
2023-07-17 22:00:00+00:00,1849.0,241.0,2880.0,148.0,234.0,0.0,576.0,5928.0
2023-07-17 23:00:00+00:00,1938.0,475.0,2763.0,145.0,203.0,0.0,578.0,6102.0
2023-07-18 00:00:00+00:00,2165.0,565.0,2836.0,144.0,298.0,0.0,578.0,6586.0
2023-07-18 01:00:00+00:00,2272.0,651.0,2659.0,145.0,500.0,0.0,578.0,6805.0
2023-07-18 02:00:00+00:00,2223.0,589.0,2762.0,150.0,465.0,0.0,578.0,6767.0
2023-07-18 03:00:00+00:00,2096.0,590.0,2598.0,148.0,478.0,0.0,577.0,6487.0
2023-07-18 04:00:00+00:00,1886.0,212.0,1809.0,141.0,0.0,0.0,530.0,4578.0
2023-07-18 05:00:00+00:00,1732.0,120.0,1903.0,150.0,0.0,0.0,576.0,4481.0
2023-07-18 06:00:00+00:00,1929.0,653.0,3063.0,151.0,288.0,0.0,555.0,6639.0
2023-07-18 07:00:00+00:00,1407.0,1003.0,3030.0,152.0,509.0,0.0,600.0,6701.0
2023-07-18 08:00:00+00:00,967.0,994.0,3315.0,147.0,509.0,0.0,543.0,6475.0
2023-07-18 09:00:00+00:00,824.0,1011.0,3419.0,140.0,509.0,0.0,602.0,6505.0
2023-07-18 10:00:00+00:00,914.0,947.0,3146.0,152.0,509.0,0.0,603.0,6271.0
2023-07-18 11:00:00+00:00,1157.0,1001.0,3346.0,157.0,509.0,0.0,604.0,6774.0
2023-07-18 12:00:00+00:00,1404.0,540.0,3718.0,144.0,509.0,0.0,604.0,6919.0
2023-07-18 13:00:00+00:00,1455.0,472.0,3351.0,148.0,509.0,0.0,601.0,6536.0
2023-07-18 14:00:00+00:00,1835.0,629.0,3590.0,148.0,326.0,0.0,510.0,7038.0
2023-07-18 15:00:00+00:00,1750.0,163.0,3629.0,84.0,379.0,0.0,402.0,6407.0
2023-07-18 16:00:00+00:00,1663.0,20.0,3056.0,0.0,69.0,0.0,565.0,5373.0
2023-07-18 17:00:00+00:00,1590.0,45.0,2691.0,0.0,0.0,0.0,484.0,4810.0
2023-07-18 18:00:00+00:00,1390.0,0.0,1838.0,0.0,0.0,0.0,603.0,3831.0
2023-07-18 19:00:00+00:00,1685.0,1.0,2334.0,0.0,0.0,0.0,603.0,4623.0
2023-07-18 20:00:00+00:00,1134.0,1.0,1949.0,0.0,0.0,0.0,366.0,3450.0
2023-07-18 21:00:00+00:00,1467.0,22.0,2606.0,0.0,0.0,0.0,279.0,4374.0
2023-07-18 22:00:00+00:00,1921.0,154.0,3177.0,0.0,0.0,0.0,522.0,5774.0
2023-07-18 23:00:00+00:00,2184.0,331.0,2843.0,0.0,0.0,0.0,560.0,5918.0
2023-07-19 00:00:00+00:00,2309.0,407.0,2925.0,0.0,0.0,0.0,577.0,6218.0
2023-07-19 01:00:00+00:00,2276.0,508.0,3248.0,0.0,0.0,0.0,553.0,6585.0
2023-07-19 02:00:00+00:00,2136.0,504.0,3321.0,0.0,0.0,0.0,496.0,6457.0
2023-07-19 03:00:00+00:00,1790.0,329.0,2744.0,0.0,0.0,0.0,239.0,5102.0
2023-07-19 04:00:00+00:00,1718.0,413.0,2772.0,0.0,0.0,0.0,0.0,4903.0
2023-07-19 05:00:00+00:00,1747.0,126.0,2703.0,0.0,0.0,0.0,0.0,4576.0
2023-07-19 06:00:00+00:00,1832.0,177.0,3371.0,0.0,54.0,0.0,338.0,5772.0
2023-07-19 07:00:00+00:00,1825.0,379.0,3973.0,0.0,495.0,0.0,572.0,7244.0
2023-07-19 08:00:00+00:00,1701.0,489.0,4119.0,0.0,437.0,0.0,483.0,7229.0
2023-07-19 09:00:00+00:00,1852.0,633.0,3902.0,1.0,509.0,0.0,474.0,7371.0
2023-07-19 10:00:00+00:00,1525.0,421.0,3659.0,1.0,448.0,0.0,471.0,6525.0
