DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FI,2017,0.92,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FI,2018,1.39,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FI,2019,1.38,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2000,2.88,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2001,2.89,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2002,2.86,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2003,4.22,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2004,3.81,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2005,4.14,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2006,3.46,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2007,3.00,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2008,1.92,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2009,2.38,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2010,2.19,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2011,2.97,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2012,2.28,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2013,1.53,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2014,1.64,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2015,2.53,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2016,2.10,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2017,3.25,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2018,1.73,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,FR,2019,2.80,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2000,0.19,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2001,0.18,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2002,0.17,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2003,0.16,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2004,0.17,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2005,0.17,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2006,0.18,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2007,0.16,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2008,0.17,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2009,0.18,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2010,0.11,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2011,0.13,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2012,0.13,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2013,0.18,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2014,0.17,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2015,0.19,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2016,0.18,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2017,0.20,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2018,0.18,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HR,2019,0.17,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2000,1.43,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2001,1.57,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2002,1.38,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2003,1.30,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2004,1.50,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2005,1.13,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2006,1.09,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2007,1.37,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2008,1.48,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2009,1.28,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2010,0.87,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2011,1.35,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2012,1.29,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2013,1.04,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2014,1.18,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2015,1.44,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2016,1.23,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2017,1.37,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2018,1.44,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,HU,2019,1.31,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2000,0.49,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2001,0.78,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2002,0.49,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2003,0.83,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2004,0.67,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2005,0.77,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2006,0.64,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2007,0.84,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2008,0.50,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2009,0.48,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2010,0.72,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2011,0.62,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2012,0.60,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2013,0.67,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2014,0.51,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2015,0.55,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2016,0.66,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2017,0.71,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2018,0.69,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IE,2019,0.56,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2000,0.01,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2001,0.01,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2002,0.01,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2003,0.01,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2004,0.01,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2005,0.01,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2006,0.01,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2007,0.01,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2008,0.01,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2009,0.01,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2010,0.02,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2011,0.22,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2012,0.15,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2013,0.17,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2014,0.10,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2015,0.10,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2016,0.09,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2017,0.01,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2018,0.01,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IS,2019,0.00,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2000,12.92,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2001,11.44,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2002,11.07,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2003,10.29,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2004,7.26,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2005,7.76,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2006,8.82,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2007,12.12,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2008,8.13,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2009,7.43,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2010,5.64,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2011,10.29,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2012,11.44,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2013,7.91,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2014,7.06,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2015,11.00,p
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2016,9.80,p
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2017,14.10,p
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2018,7.30,p
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,IT,2019,7.30,p
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2000,1.98,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2001,2.56,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2002,3.15,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2003,4.91,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2004,3.32,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2005,2.58,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2006,2.90,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2007,2.22,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2008,2.75,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2009,3.02,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2010,0.78,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2011,0.71,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2012,0.86,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2013,0.62,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2014,0.78,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2015,0.78,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2016,0.52,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2017,0.33,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2018,0.56,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LT,2019,0.66,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2000,0.29,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2001,0.27,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2002,0.28,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2003,0.56,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2004,0.52,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2005,0.65,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2006,0.41,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2007,0.34,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2008,0.39,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2009,0.58,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2010,0.51,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2011,0.87,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2012,0.53,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2013,0.38,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2014,0.59,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2015,0.60,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2016,0.42,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2017,0.60,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2018,0.48,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LU,2019,0.53,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2000,0.35,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2001,0.29,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2002,0.34,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2003,0.30,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2004,0.27,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2005,0.30,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2006,0.35,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2007,0.30,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2008,0.27,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2009,0.24,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2010,0.26,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2011,0.19,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2012,0.18,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2013,0.22,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2014,0.37,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2015,0.40,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2016,0.31,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2017,0.18,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2018,0.33,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,LV,2019,0.39,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2000,5.39,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2001,6.93,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2002,3.53,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2003,3.77,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2004,7.29,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2005,6.46,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2006,3.97,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2007,3.07,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2008,4.91,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2009,4.17,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2010,2.27,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2011,6.26,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2012,4.50,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2013,1.54,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2014,1.76,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2015,4.95,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2016,1.76,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2017,3.90,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2018,1.74,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MK,2019,3.17,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2000,26.57,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2001,34.94,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2002,27.93,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2003,15.04,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2004,24.97,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2005,25.32,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2006,25.05,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2007,25.25,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2008,28.66,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2009,20.77,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2010,32.16,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2011,27.88,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2012,29.06,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2013,34.95,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2014,33.03,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2015,28.62,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2016,42.52,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2017,35.20,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2018,26.07,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,MT,2019,29.60,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2000,2.31,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2001,2.75,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2002,2.19,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2003,5.69,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2004,5.92,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2005,5.12,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2006,4.35,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2007,4.14,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2008,5.30,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2009,5.96,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2010,4.40,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2011,5.23,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2012,4.56,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2013,4.11,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2014,4.55,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2015,3.80,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2016,3.79,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2017,4.52,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2018,4.83,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NL,2019,4.82,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2000,0.14,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2001,0.20,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2002,0.24,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2003,0.29,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2004,0.24,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2005,0.23,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2006,0.27,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2007,0.23,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2008,0.26,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2009,0.25,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2010,0.20,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2011,0.20,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2012,0.23,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2013,0.24,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2014,0.23,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2015,0.16,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2016,0.21,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2017,0.18,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2018,0.20,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,NO,2019,0.07,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2000,6.80,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2001,7.19,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2002,6.62,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2003,8.57,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2004,8.29,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2005,7.05,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2006,8.90,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2007,7.75,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2008,7.68,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2009,8.58,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2010,5.52,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2011,5.46,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2012,8.31,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2013,6.00,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2014,7.77,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2015,8.32,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2016,10.53,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2017,6.42,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2018,5.84,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PL,2019,8.70,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2000,44.00,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2001,52.28,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2002,44.00,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2003,20.34,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2004,21.12,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2005,78.23,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2006,76.62,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2007,16.10,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2008,36.74,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2009,31.97,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2010,9.27,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2011,15.41,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2012,20.29,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2013,10.11,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2014,10.54,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2015,29.10,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2016,13.06,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2017,23.25,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2018,21.27,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,PT,2019,11.36,
