,DE,AT,SE,FR,IT,PL,ES,NL,BE,IE
2022-07-11,5374514784.0,23202358720.0,146055698328.0,0.0,11721002496.0,462872368320.0,92926555808.0,14797981208.0,177320832.0,393725144080.0
2022-07-12,354318718240.0,4765180864.0,25676884736.0,85440890848.0,171295923392.0,1754332842944.0,27543522316.0,269297693696.0,58219251712.0,320340106384.0
2022-07-13,1010591504512.0,2061322432.0,1514222274880.0,277671401152.0,260563052388.0,874271569664.0,109051833376.0,32209410376.0,85212791808.0,70459098420.0
2022-07-14,800132051456.0,213557192320.0,1512477332048.0,128647254848.0,159459407424.0,219911457472.0,100001374496.0,11552178960.0,21785170816.0,74730697548.0
2022-07-15,49955811456.0,163697398784.0,1200879725240.0,46775082880.0,14782290432.0,630687045152.0,667412015232.0,68685058816.0,3563022208.0,46164971374.0
2022-07-16,193441856160.0,3854846976.0,2306208521472.0,56557918208.0,31178239616.0,1218242758528.0,281630692608.0,3633640536.0,950703640.0,261782732474.0
2022-07-17,93633255872.0,0.0,1343602835328.0,45651126688.0,9109776384.0,219619257184.0,105956017552.0,138311861432.0,9239787136.0,329807283440.0
2022-07-18,1211902313088.0,15398866560.0,1592639743936.0,19076131344.0,153331197216.0,1359909705792.0,225535402240.0,128284153464.0,571245888.0,138603830522.0
2022-07-19,1513720064.0,0.0,536162430352.0,245526379136.0,19262331648.0,943403463424.0,172624055456.0,2103683344.0,0.0,463685417280.0
2022-07-20,23068430976.0,11045727232.0,627798179800.0,1089627584384.0,23572505792.0,5305380928.0,2334344208.0,5690098432.0,19891130624.0,529032536.0
2022-07-21,963140389408.0,39582944192.0,1320816602996.0,35446419360.0,25226542400.0,361326784.0,33920322056.0,272942277632.0,71813048320.0,150799320580.0
2022-07-22,377971675968.0,33516381952.0,1773557447680.0,591065308896.0,700154688.0,306025762848.0,163345608500.0,10441185824.0,55381847040.0,179303804432.0
2022-07-23,1060035181280.0,644376967168.0,920297665792.0,380323175648.0,365796476544.0,894983865280.0,13128281552.0,22212717076.0,1572448480.0,258011701608.0
2022-07-24,214173483136.0,188776987904.0,970980782008.0,2914442880.0,96280077888.0,342653956640.0,67490706736.0,80250747616.0,1858256080.0,142782864544.0
2022-07-25,1057422556992.0,0.0,2984841927168.0,383788820608.0,16138990272.0,222902898112.0,30096801216.0,180283877632.0,31236001024.0,4559080262.0
2022-07-26,781494834304.0,994576408576.0,2441662734752.0,15796547136.0,157856871744.0,2214600773760.0,2050946560.0,414900352.0,2729746752.0,64363679272.0
2022-07-27,227922717504.0,200384705024.0,1172246130976.0,344276965472.0,992649398304.0,280302107328.0,208560307104.0,195746008.0,1851775104.0,485328937216.0
2022-07-28,156092833280.0,9133493696.0,532714224304.0,1170448132672.0,189017650720.0,255555574816.0,498736027360.0,30755653376.0,55777097216.0,136403129808.0
2022-07-29,1299016455712.0,331599428608.0,61466919776.0,1972447137136.0,408844126080.0,351201169472.0,204234603648.0,108743067136.0,35197474560.0,195517533024.0
2022-07-30,1201670013824.0,695636443392.0,68910486864.0,112991071984.0,372408656352.0,1918565658000.0,142885601550.0,79413258688.0,50663496704.0,203335772628.0
2022-07-31,789162424256.0,120544212800.0,479718599296.0,72439593152.0,17881214496.0,3674935989440.0,37044659672.0,190717836800.0,63149701120.0,5829639624.0
2022-08-01,210164190976.0,140119891456.0,1356077725872.0,485921306752.0,2543251840.0,613710987264.0,35454692709.0,995270352.0,15027592192.0,482287260544.0
2022-08-02,380537670784.0,261584680320.0,1397730901488.0,193171657920.0,359869917072.0,21701845184.0,42082439680.0,224469998592.0,70891155456.0,177803054976.0
2022-08-03,118526388096.0,0.0,1071532667040.0,25123531040.0,980338976.0,256324389376.0,337147253168.0,38137548560.0,2349315584.0,20891976972.0
2022-08-04,163583592896.0,0.0,543543757728.0,369595349696.0,10777207232.0,102393485184.0,131435332144.0,38990305824.0,12855465024.0,8761299864.0
2022-08-05,1283155049472.0,52210501632.0,2969157592000.0,645543598976.0,69799464864.0,309407667328.0,43545653952.0,117236236928.0,91320022784.0,26587169920.0
2022-08-06,642084595136.0,479547355136.0,1433118073728.0,62428103424.0,242393469624.0,1376514167744.0,23062834448.0,181894704.0,0.0,123570593360.0
2022-08-07,172473773664.0,318622987008.0,686531867632.0,77247335680.0,554352465336.0,139527526976.0,161435713184.0,72735377344.0,2168598784.0,11652562640.0
2022-08-08,50731960384.0,303124857344.0,304883344352.0,135076284864.0,386180364108.0,428490668192.0,219313902288.0,1490603264.0,0.0,117668108852.0
2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-10,7386482944.0,0.0,3038118183136.0,48796071168.0,179984964860.0,22541685376.0,350099415888.0,4087393712.0,0.0,36125688032.0
2022-08-11,1320924800.0,9214948224.0,1523081321056.0,130149593600.0,234357655452.0,108741662720.0,279500908096.0,0.0,0.0,88439360192.0
2022-08-12,0.0,87482542080.0,587942649536.0,9651398464.0,1433087353792.0,808041630464.0,59138777648.0,0.0,0.0,54403191484.0
2022-08-13,170426292416.0,286029802752.0,346811064944.0,237656992864.0,739857113294.0,1948659606400.0,924543849062.0,0.0,0.0,21765508256.0
2022-08-14,416083556032.0,53538372608.0,46589333504.0,3569410835200.0,204873671758.0,431581075072.0,30346001104.0,19900806656.0,0.0,327510736448.0
2022-08-15,814037864288.0,108895893248.0,1324871484672.0,1425546974976.0,412183500576.0,726626031744.0,431091010764.0,96728252416.0,75203616256.0,213998174880.0
2022-08-16,414068836096.0,117034010880.0,1327034773888.0,1831628119168.0,710534257056.0,1044678407296.0,664212232416.0,112700869504.0,66050233856.0,42226453056.0
2022-08-17,861814843648.0,30312447488.0,1620079889696.0,3707411561728.0,410890440416.0,318651857664.0,626224172588.0,189059684096.0,190156797952.0,248270155408.0
2022-08-18,1452322210880.0,323838305280.0,1213486778112.0,2005250749344.0,1525345158336.0,220039256448.0,1065610252464.0,28503678824.0,7464035360.0,163729379936.0
2022-08-19,2059638500224.0,602274961408.0,1315084579808.0,1138973904400.0,1672833356150.0,719049607808.0,37377244560.0,56833151008.0,5276848032.0,4730879472.0
2022-08-20,2472852364480.0,653367642112.0,3543892596736.0,152744820128.0,149519962768.0,2313461031680.0,312994320896.0,7945116448.0,1627910656.0,86283429584.0
2022-08-21,551433828096.0,480074387456.0,2358599190656.0,1093275012992.0,194278587820.0,2163036531552.0,405480745242.0,8528945296.0,5858189184.0,180636152448.0
2022-08-22,706529702368.0,613047660544.0,285807242112.0,203904446016.0,381174325562.0,1188775971648.0,8852792624.0,38109569184.0,27370579712.0,113341490304.0
2022-08-23,579702411648.0,438662432768.0,858823686824.0,103145418496.0,513198221472.0,1145658056288.0,52427722432.0,73264212768.0,542149696.0,181924708800.0
2022-08-24,22419379776.0,48021512320.0,718381549632.0,12937055744.0,107723833628.0,332116496992.0,350414514560.0,44822756192.0,6352876736.0,179462129768.0
2022-08-25,29526619936.0,82210703872.0,5411179776.0,1599075967104.0,347258296856.0,241245746304.0,678237645192.0,51090461760.0,23012284192.0,31739615108.0
2022-08-26,1039380581312.0,50371788800.0,8254757536.0,793482825320.0,201018281020.0,128927054016.0,1199171917056.0,75536434528.0,56181014528.0,31360277932.0
2022-08-27,1882400772480.0,411918504192.0,1380221788800.0,161055436736.0,611628814402.0,25810749408.0,801236676922.0,205004384.0,0.0,344258696784.0
2022-08-28,828387229920.0,779100217344.0,1889769092064.0,237922268992.0,952937597256.0,706981086880.0,145985176748.0,0.0,0.0,331283177408.0
2022-08-29,39977268416.0,67958360576.0,755178048928.0,563564518816.0,554376841424.0,1154308898432.0,743763934510.0,13948539248.0,14171973120.0,179553401984.0
2022-08-30,68835964864.0,3386094336.0,508248666688.0,1423801198784.0,222034797956.0,25147016064.0,726111636884.0,11649307200.0,6005942336.0,114593459516.0
2022-08-31,1240176376000.0,698620817408.0,424805983136.0,1005478299776.0,1069245769088.0,21403085440.0,1633725670840.0,956734320.0,7713570560.0,66297630944.0
2022-09-01,134866221952.0,191049909760.0,51950751488.0,438240984832.0,1999917887570.0,143126946048.0,226494897656.0,0.0,820474432.0,31345063856.0
2022-09-02,1150805632.0,5214931456.0,63769770176.0,1627850043840.0,220793232777.0,11319985536.0,126434529660.25,5069703472.0,2596603392.0,416813990800.0
2022-09-03,513030428032.0,117137693568.0,184364967616.0,1687387911104.0,1251414825040.0,41561316096.0,846595250624.0,331986096.0,62588321024.0,876419725696.0
2022-09-04,185307744000.0,183290302464.0,52296532672.0,420095841920.0,887059872768.0,14450524288.0,722997984064.0,154786041088.0,44272214528.0,492363263440.0
2022-09-05,329721864448.0,15690397568.0,20720286496.0,763690192320.0,61901896128.0,1569397760.0,341679789908.0,205701084160.0,200942008320.0,460797467816.0
2022-09-06,2472620625792.0,78704073728.0,638673533664.0,1691703539008.0,23188759632.0,160689606912.0,505239572960.0,594571282432.0,222525553280.0,358445921920.0
2022-09-07,2490319672192.0,217001815168.0,362532018832.0,2130356397952.0,581449878048.0,70275879936.0,820185001124.0,512384583168.0,35925607040.0,380836300704.0
2022-09-08,5116798758912.0,711471976448.0,166310968944.0,1302563623488.0,844353569152.0,640656749184.0,537709049192.5,539828786688.0,458035388416.0,178772670496.0
2022-09-09,1154516114432.0,549189667840.0,501254061568.0,553573256704.0,337607521688.0,2257066733056.0,251712443888.0,240618963456.0,237456957440.0,119408212576.0
2022-09-10,1522595394560.0,510346792960.0,341229295584.0,510864748800.0,83230213952.0,2881525062656.0,347241820880.0,58778130448.0,235878727680.0,158012758032.0
2022-09-11,375609774080.0,262047780864.0,95853003040.0,48933060224.0,125533850284.0,2567376640768.0,694840617952.0,0.0,649150848.0,779602900480.0
2022-09-12,826670352128.0,3858601184.0,800596530048.0,748245994624.0,0.0,99791697152.0,3559441051712.0,356810435072.0,160247392512.0,373894469648.0
2022-09-13,1704894742720.0,142872462336.0,4468993555456.0,6638192958720.0,78674614400.0,1245924220800.0,5019045688960.0,63157221856.0,308369698816.0,305015230176.0
2022-09-14,4676168558848.0,1154097815552.0,2468376274880.0,5580721726464.0,1213015300639.0,383084476864.0,1681879966496.0,82895998208.0,529068265472.0,69658312224.0
2022-09-15,1357669183936.0,844397303808.0,1725660405504.0,1157205740736.0,2108829037128.75,1078171760640.0,387058578306.0,9287987568.0,14860870208.0,13683017512.0
2022-09-16,445878046336.0,214279659520.0,1527511382272.0,54335700992.0,1148792725776.0,216548459520.0,116549831552.0,101981968960.0,35475899392.0,4092086960.0
2022-09-17,596728271488.0,754275801088.0,1184532057152.0,11867776064.0,1614451218080.0,677326794880.0,683569812736.0,2216507648.0,2703392704.0,26147829176.0
2022-09-18,1893695148288.0,164856491776.0,883999291840.0,184416797536.0,30556921408.0,1760579950208.0,538185259478.0,262296300512.0,284044574720.0,3798942632.0
2022-09-19,285254654208.0,415280062464.0,913236221920.0,0.0,88568400918.0,1394791832192.0,218703530328.0,0.0,0.0,112435842944.0
2022-09-20,63011286912.0,83216052480.0,167276165184.0,117226679584.0,60586683584.0,387682180608.0,43585202624.0,7287852544.0,21199354432.0,118876503728.0
2022-09-21,0.0,0.0,498566347008.0,8989271760.0,119241916480.0,193480542464.0,77442680178.0,957291760.0,6356328448.0,341897362224.0
2022-09-22,44132524928.0,17102002176.0,170804432928.0,149407154392.504,648361951472.0,104646896576.0,621145173690.5,36461329248.0,14265181312.0,399141455264.0
2022-09-23,1062412427136.0,2163332864.0,1611254839488.0,3211435408640.0,230287042953.5,158196703936.0,1172566062656.0,324202836992.0,304953933824.0,690045840.0
2022-09-24,3078116326656.0,712204233216.0,2308251209728.0,3512849659616.0,1524178016472.0,947455717120.0,900174076744.0,52047919392.0,167901585408.0,10824736520.0
2022-09-25,720701017856.0,415641228288.0,548065855232.0,1258300991616.0,3988433944928.0,514346324864.0,1313459276015.5,55117833360.0,0.0,646202433536.0
2022-09-26,1910034663552.0,244803760896.0,2047297445024.0,1916045707904.0,3544171656692.0,779907301248.0,593622842232.0,296364553216.0,334145798144.0,79207932544.0
2022-09-27,2802855262208.0,524187054080.0,1854872478144.0,1138894875768.504,536458112622.0,935361416832.0,206284303840.0,285003455488.0,130436976640.0,354134712672.0
2022-09-28,1326445694464.0,350913548288.0,1523827096224.0,2281029230624.0,1043358043976.0,2544666953728.0,377175813052.0,122143900928.0,69885699584.0,139429339216.0
2022-09-29,1134224737664.0,499635441664.0,667163716976.0,2257909920160.0,1549765466078.0,859375208832.0,1860775312169.5,48435125824.0,20299697152.0,118840030128.0
2022-09-30,221108984448.0,551266203648.0,506314756096.0,1370145733440.0,3430053261024.0,764088613760.0,1551955672128.0,14342063888.0,10830031744.0,1075227705344.0
2022-10-01,2256844251136.0,544289882112.0,298552949936.0,2458148376016.0,726882266304.0,1200539251712.0,46206822784.0,169910853888.0,94715571712.0,169653368576.0
2022-10-02,816482311760.0,309723277056.0,982853178400.0,685225935824.0,27942038800.0,442127588496.0,42911130870.0,0.0,72138015232.0,108260673280.0
2022-10-03,543886016.0,2419139328.0,379494070768.0,91586628735.17212,22565317392.0,140174747632.0,671481689368.0,89685782432.0,29450490880.0,866021803784.0
2022-10-04,436817859328.0,0.0,362000079180.0,111530026368.0,127141987968.0,183396333568.0,155739773216.0,161925329152.0,60090670080.0,1196310151168.0
2022-10-05,740446776992.0,146975426048.0,2844118508544.0,135151183744.0,3859634368.0,1801063911936.0,198315174720.0,183833042688.0,48984368896.0,581073619104.0
2022-10-06,2219580480.0,0.0,1128315603328.0,126379526016.0,125519387650.0,1835153952.0,676369028404.0,0.0,0.0,145450296320.0
2022-10-07,1209874496.0,806379776.0,585074771200.0,208824666432.0,133200386344.0,2696207104.0,1135571275808.1885,78583621088.0,2273925408.0,39053268224.0
2022-10-08,218550560896.0,50424932096.0,592780126784.0,1157507933312.0,193738522400.0,210544922400.0,466059429832.5,1430630496.0,0.0,99794539600.0
2022-10-09,60463587200.0,177623733248.0,366049163008.0,551958628400.0,1716323842348.0,74341572608.0,1009916942000.0,678767712.0,0.0,546604449792.0
2022-10-10,309038916640.0,112307131008.0,774848362176.0,756087773696.0,2474389707264.0,38369391824.0,912527828698.0,54089351936.0,10807771744.0,22080257656.0
2022-10-11,35869978688.0,59898570752.0,728905342528.0,537462913472.0,365801154860.0,167358925616.0,1264010097928.0,902272640.0,437011712.0,558672776064.0
2022-10-12,39406134240.0,62642074624.0,110060810800.0,1327541220160.0,2103311245504.0,241470976.0,937757783400.0,73476048724.0,9732258048.0,486631599688.0
2022-10-13,1044665373376.0,45269838592.0,1496098616176.0,2877036576768.0,2432753102304.0,34819671552.0,1255873393828.489,227216725056.0,152382402560.0,398916192032.0
2022-10-14,633680620768.0,178483018880.0,224408364024.0,2873979631744.0,502835690731.5,113282084704.0,716351826400.0,4801215360.0,58804890112.0,160122360000.0
2022-10-15,1088468147968.0,422673585152.0,942192548736.0,909000124320.0,162871546112.0,89107978976.0,1664765314048.0,27531344896.0,2579930368.0,309966761152.0
2022-10-16,719471598432.0,72746734592.0,1006422877528.0,1575397905280.0,26397748176.0,371794266432.0,1322811982948.5,16662301216.0,20772273280.0,486371255912.0
2022-10-17,1107724901632.0,0.0,540892342976.0,2023766960000.0,0.0,149001527536.0,1657218662324.0,339413478400.0,155027122176.0,135980009176.0
2022-10-18,0.0,0.0,0.0,575521124352.0,0.0,0.0,627066882125.5,0.0,0.0,326511454208.0
2022-10-19,0.0,0.0,823012835328.0,0.0,0.0,0.0,344766289049.0,0.0,0.0,0.0
2022-10-20,0.0,0.0,0.0,665569320960.0,0.0,0.0,2967420564408.0,0.0,0.0,20441481216.0
2022-10-21,460536127488.0,909412392960.0,0.0,0.0,195918855008.0,0.0,194563083668.0,0.0,0.0,0.0
2022-10-22,0.0,0.0,283797098496.0,0.0,0.0,732534366208.0,188912789368.0,0.0,0.0,0.0
2022-10-23,0.0,0.0,0.0,593661640704.0,0.0,0.0,28106480008.0,0.0,0.0,0.0
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,7888906680.0,0.0,0.0,0.0
2022-10-25,0.0,0.0,0.0,696711741440.0,368055520.0,0.0,42587636922.0,0.0,0.0,49882520576.0
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,152349375572.5,0.0,0.0,0.0
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,2778143616.0,0.0,0.0,76723804160.0
2022-10-28,870998869888.0,0.0,1174988164400.0,1587197397376.0,21372291312.0,471102186368.0,3129988979752.0,284245056000.0,99127625728.0,600951847008.0
2022-10-29,1174589237760.0,76991243136.0,2473832245504.0,2498980860544.0,0.0,1326497927808.0,4369454080784.0,194958821376.0,167298766848.0,854433974272.0
2022-10-30,0.0,0.0,0.0,589328765952.0,0.0,0.0,439379012850.0,24141502464.0,0.0,290947154632.0
2022-10-31,720979767680.0,38268792832.0,102974553984.0,342335410064.0,23842620544.0,23378008416.0,466096230122.0,20660442272.0,49990713088.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,661469932.0,0.0,161325212520.0,0.0,0.0,0.0
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,1048160686288.0,0.0,0.0,17263443968.0
2022-11-03,0.0,0.0,194368540672.0,0.0,10486177344.0,0.0,41074758096.0,0.0,0.0,0.0
2022-11-04,875532663296.0,6280140800.0,5209363904.0,1108896418240.0,3830993462656.0,0.0,467496721028.0,109550757184.0,40084040448.0,348239287536.0
2022-11-05,456276286176.0,417826844928.0,3163455683968.0,1650429501184.0,3658904956332.0,1983124814848.0,558228194869.0,0.0,0.0,91368773632.0
2022-11-06,370913975360.0,29535885824.0,1627776712640.0,3471510827520.0,353422022288.0,427257403136.0,309160599232.0,377503986688.0,301903208448.0,197485662016.0
2022-11-07,603301401216.0,343449789056.0,1866220748928.0,1333364207104.0,43880972064.0,390996882432.0,802714854272.0,97270333504.0,73359898624.0,1048415752320.0
2022-11-08,556085270848.0,0.0,857928939304.0,2572696642560.0,4472486080.0,75206442496.0,1858318389099.0,115269308224.0,73434250752.0,155669291440.0
2022-11-09,1837374603296.0,29360157312.0,2107038576960.0,3087059859648.0,149784787872.0,897580705248.0,985676369352.0,31352999936.0,59360638976.0,156584507392.0
2022-11-10,161824614912.0,39226507264.0,483555550032.0,152813890176.0,2822155520.0,542902099008.0,509001931392.0,115938046848.0,26813007488.0,721894419776.0
2022-11-11,469808264448.0,80431427456.0,1762346518528.0,163271639040.0,106294415576.0,1721459017216.0,1258856725072.0,10190904288.0,14909526400.0,61094939264.0
2022-11-12,3583358464.0,0.0,842063533376.0,3290350848.0,966527831168.0,3428067840.0,396753842900.0,697571008.0,0.0,773467831936.0
2022-11-13,45897830656.0,0.0,55763370304.0,902266189184.0,1657901696096.0,106890969600.0,1280052120576.0,54617254272.0,4319543680.0,911087186432.0
2022-11-14,18582271744.0,21612503808.0,117330370688.0,1966535318557.7124,1389050082304.0,295255232.0,2112465265840.0,5532444096.0,0.0,587234450688.0
2022-11-15,320541099136.0,19176416896.0,39197984032.0,4163857903104.0,890884883836.0,0.0,1809687435272.0,109106531008.0,179730462720.0,238303614032.0
2022-11-16,1910964775552.0,356552191488.0,2925768960.0,2589820372544.0,1863725458440.0,376657199328.0,2311425948832.0,640872877056.0,161519619072.0,181992634752.0
2022-11-17,552465471104.0,48107308672.0,0.0,1472985612672.0,462963902224.0,92955577856.0,413307676884.0,308879531840.0,139516808960.0,50658815905.46389
2022-11-18,675681276928.0,408684906496.0,78024350976.0,372674229184.0,476142907724.0,90615281920.0,311836100064.0,6556142848.0,28090986816.0,56651527296.0
2022-11-19,203832758592.0,11154041728.0,429700247392.0,1039722820032.0,1281356063232.0,161603668288.0,2352555264320.0,5103211904.0,12937270592.0,424384099456.0
2022-11-20,63491749504.0,170344462208.0,857605949888.0,183458048960.0,2064581004096.0,34450941504.0,1537058761800.0,49424853056.0,148060325888.0,122212354137.40375
2022-11-21,399014084032.0,119954611840.0,391589591232.0,5491626631168.0,191857202767.75,50732859264.0,5849083350784.0,15182401088.0,104004631040.0,945456514048.0
2022-11-22,1748652426240.0,426134198656.0,368974238144.0,1539118621696.0,3339838514240.0,30050490112.0,5983365131360.0,199811950592.0,9069814016.0,105732919304.0
2022-11-23,322716853248.0,670958506496.0,2209732563712.0,1817971155584.0,612329865152.0,547339070816.0,2649015697020.1377,2411372256.0,73625926656.0,575545252656.0
2022-11-24,193843703296.0,151615899264.0,175232016421.52142,1127971372288.0,21050341952.0,1160813411328.0,1747393498880.0,11916310024.0,83578182144.0,521913360640.0
2022-11-25,293934632256.0,30490321920.0,806250244816.0,881951118144.0,882989869216.0,398095364352.0,487834216776.0,219553797120.0,103298584576.0,72023660576.0
2022-11-26,80839010752.0,13120957568.0,441054261312.0,4029290658912.0,5284437410960.0,45258105056.0,3070000457440.0,141718660608.0,31986170880.0,1417725203456.0
2022-11-27,1231301668544.0,0.0,67504900864.0,6005682210003.404,581544527304.0,31946355232.0,2092679834256.0,637736906752.0,480469127168.0,321429414144.0
2022-11-28,2830725475840.0,259604480000.0,815760207584.0,4083389132096.0,1095506026963.0,37330103776.0,884412881088.0,637115740160.0,264461873152.0,34439596288.0
2022-11-29,1733483939840.0,644946380800.0,117049973056.0,838927667584.0,4240455038336.0,30876105984.0,1641241207799.0,74905870208.0,12277178880.0,664900760192.0
2022-11-30,589122051840.0,180159480832.0,816819857344.0,352774948736.0,2237169793856.0,38301085344.0,1629601304482.5,0.0,0.0,413181138720.0
2022-12-01,268538989888.0,101380310016.0,937303240858.2136,0.0,648981931698.7656,242799516416.0,460507024160.0,0.0,0.0,613930414656.0
2022-12-02,957235865811.5388,581864932352.0,211244036368.0,89168630656.0,452402985246.0,4448140634.417175,50444850968.0,14793590784.0,63609276416.0,365245377184.0
2022-12-03,635334904268.9768,44102310144.0,74345181563.99173,1484155160256.0,3191865353510.0,794948326656.0,194002288991.0,30888332096.0,0.0,561264622336.0
2022-12-04,762622168013.9158,472554332160.0,86479231176.0,1411408600704.0,2117523002284.0,412118120576.0,135923005186.0,0.0,0.0,197253317664.0
2022-12-05,1399652935936.0,21543890944.0,1423243651968.0,181953470393.8241,135562966464.0,647887300448.0,3413330386922.0,18833314816.0,141569087488.0,120998340608.0
2022-12-06,49073570624.0,182836342272.0,255426317504.0,35974696192.0,159184965436.0,572790651120.0,443312461994.0,1201977728.0,0.0,61243060320.0
2022-12-07,65994477952.0,0.0,601222479712.0,0.0,72083799390.5,890732715072.0,383642462104.0,19191480640.0,0.0,1998449808.0
2022-12-08,262434638400.0,0.0,361028288528.0,653208930560.0,120670003209.0,98485436928.0,6076905528896.0,12058939623.4776,0.0,137342976.0
2022-12-09,208200084224.0,789898344448.0,449398846944.0,2157472359424.0,3179535940732.0,34612942592.0,3437704003456.0,22549329072.0,0.0,808257560.0
2022-12-10,138388133888.0,265075638528.0,37646729456.0,652316158336.0,4691111689472.0,686083408896.0,931193396747.0,50477508480.0,0.0,1311956424.5754395
2022-12-11,10097362944.0,416865460224.0,5055860992.0,98943140992.0,827894471296.0,2284922916736.0,2739353858570.9307,8690128928.0,0.0,10075776000.0
2022-12-12,67986090496.0,10116476800.0,318009953408.0,1604343390208.0,360410958328.0,996390815232.0,5546496366208.0,7800100816.0,0.0,293130739776.0
2022-12-13,0.0,0.0,1349438979456.0,1116890786752.0,3437212609600.0,231281718144.0,4014848799808.0,5478818688.0,28850276864.0,738962958480.0
2022-12-14,821107825920.0,51135144192.0,116303920192.0,1963977830257.774,1584636021094.5967,67525006336.0,3213362150992.0,0.0,74670833408.0,254419647872.0
2022-12-15,248199581440.0,293099064320.0,0.0,3150159463296.0,1561088878529.0,268844500480.0,2594506858395.187,23622752896.0,0.0,17588753536.0
2022-12-16,503652757120.0,913088028672.0,674252800.0,761225753696.0,2074472257952.0,1367920722010.4172,230336412344.0,992717120.0,0.0,86803843280.0
2022-12-17,0.0,29343500800.0,283407128959.4934,6014084928.0,18297664000.0,567033762304.0,431088101888.0,0.0,0.0,155460209264.0
2022-12-18,785377087744.0,0.0,684991524992.0,4626480606208.0,0.0,19123129344.0,2994973016832.0,439315009536.0,649666658304.0,1220070301184.0
2022-12-19,5402954758144.0,293044403712.0,1800317929088.0,3637437490176.0,217809883392.0,638212780544.0,2794304332048.0,712021370880.0,277633744896.0,143096101920.0
2022-12-20,3554501768192.0,590662751232.0,2717662508032.0,2451624162688.0,116091547008.0,2800228855808.0,1860784494168.0,335538016512.0,245460078592.0,18553222168.0
2022-12-21,2418509872128.0,460243507200.0,799020707600.0,1485941794560.0,341403547648.0,1748398589952.0,1161677091624.4585,69409428608.0,34621086080.0,83971279788.0
2022-12-22,732432553856.0,150281828864.0,415238698912.0,2170872626688.0,132476799656.0,514421291392.0,2219370528364.0,22099512832.0,77047265280.0,268087565600.0
2022-12-23,2173320116736.0,288098629504.0,168158943840.0,4534617074560.0,653631690679.0,801622010012.4419,3186051351917.4883,96975368560.0,153151582208.0,668084359360.0
2022-12-24,586913990400.0,470636182528.0,82257578976.0,2397955639744.0,510007872952.0,655387977216.0,2229407779694.0,171856246400.0,0.0,481105680832.0
2022-12-25,2385475306496.0,257340267008.0,116836875232.0,1482338334080.0,16629708604.0,177112638480.0,1314983475445.3015,380477863936.0,204040019968.0,186450662976.0
2022-12-26,2012526814976.0,211919029504.0,2470069044736.0,1188584558464.0,6509869312.0,2237020977152.0,111221020608.0,179051946496.0,15149472384.0,19723489896.0
2022-12-27,28267223521.38275,33781543936.0,1200057392064.0,457027498240.0,0.0,503096087040.0,315380229888.0,32853774208.0,6720750848.0,559140972800.0
2022-12-28,2122399367653.1235,0.0,823543552384.0,2265311115008.0,2794576128.0,819384346368.0,2068038703906.0,271386386432.0,298160599040.0,904529294592.0
2022-12-29,555728060957.1624,35931346176.0,2328512717760.0,921681545966.4089,0.0,2216162125568.0,3461486051904.9883,80237468032.0,52558928896.0,129363781528.0
2022-12-30,1155303770944.0,328307594240.0,1262621125472.0,3014325486848.0,629360016592.0,130923918720.0,3365702373495.5,343735541632.0,185215477760.0,946970532608.0
2022-12-31,3106635787008.0,160053875968.0,4107996657664.0,4826433970048.0,120327139072.0,1914785206784.0,3387243293608.0,702292771840.0,382744727552.0,730140561176.0
